ticker,R,date,year,kind,base_start,base_len,pos,rsi,wk_since_low,delisted,regime_spy_up,mad_med,pre_vol,contr8,vol_dry8,rsi_slope26,next_break,wk_to_break,ret13,exc13_SPY,mae13,ret26,exc26_SPY,mae26,ret52,exc52_SPY,mae52,trunc52,wk_to_comp,ret_to_comp,comp_before,divup_before,e1_before,id,dup_of
SEIC,2.0,2011-12-30,2011,DIVUP,2009-04-03,144,0.38,50.1,143,False,True,0.1176,,0.25,0.71,0.49,NONE,,19.3,6.6,0.0,15.6,6.1,-0.7,36.9,22.8,-0.7,False,11.0,23.2,True,False,False,42579789d4,
SUPN,1.5,2015-01-09,2015,DIVUP,2013-12-27,55,0.35,51.6,11,False,True,0.0538,0.0663,0.2,0.91,0.14,UP,9.0,46.6,43.3,-3.0,106.3,103.7,-3.0,33.4,37.5,-3.0,False,,,True,False,True,03de6f08f6,
TCRD,1.5,2015-05-15,2015,DIVUP,2012-06-15,153,0.46,52.1,152,True,True,0.0487,0.0307,0.11,0.53,0.6,NONE,,3.8,4.8,-5.9,-1.4,2.3,-5.9,-1.5,0.0,-19.8,False,,,True,False,False,3f59205c05,
CLMS,1.5,2013-01-04,2013,DIVUP,2011-07-15,78,0.34,51.8,7,True,True,0.0697,0.0503,0.54,0.76,-0.02,NONE,,6.2,-0.3,-9.2,2.7,-9.8,-9.2,14.7,-12.8,-9.2,False,50.0,12.7,False,False,True,5fe27f68f5,
PRA,2.0,2014-10-03,2014,DIVUP,2012-12-28,93,0.35,51.2,92,True,True,0.0243,0.022,0.19,0.69,0.31,NONE,,6.7,1.6,-2.6,9.7,3.6,-2.6,17.6,16.4,-2.6,False,18.0,9.0,False,False,False,5e55044e2a,
PPP,3.0,2015-05-15,2015,DIVUP,2012-07-20,148,0.23,54.4,147,True,True,0.1807,0.0815,0.1,1.31,0.41,DOWN,10.0,-32.8,-31.8,-38.7,-48.0,-44.3,-52.0,-56.1,-54.5,-65.6,False,,,True,False,False,7ef2706275,
KIRK,1.5,2014-08-08,2014,DIVUP,2013-12-27,33,0.31,51.9,13,True,True,0.0391,0.0554,0.27,0.83,0.42,DOWN,8.0,-0.3,-6.0,-16.7,36.1,28.6,-16.7,53.3,43.6,-16.7,False,,,False,False,True,f2565271e2,
BTE,1.5,2012-10-12,2012,DIVUP,2010-12-03,98,0.48,52.6,16,False,True,0.0801,0.0418,0.18,0.7,0.6,NONE,,-3.8,-7.5,-9.5,-12.5,-24.9,-12.5,-9.1,-30.9,-21.3,False,,,True,False,False,12301d3d12,
WDS,1.5,2024-07-05,2024,DIVUP,2022-02-25,124,0.41,54.9,123,False,True,0.0582,0.0482,0.37,1.08,-0.02,DOWN,5.0,-3.9,-7.5,-16.3,-16.8,-24.2,-22.0,-13.9,-28.1,-36.5,False,,,True,False,False,c70d7c0b24,
AEPI,3.0,2010-11-05,2010,DIVUP,2009-03-20,86,0.47,53.2,85,True,True,0.1593,,0.16,0.41,0.46,NONE,,5.6,-1.8,-8.5,5.7,-4.7,-8.5,-10.1,-14.4,-19.9,False,,,True,False,False,22ad018dc3,
PNSN,2.0,2010-02-26,2010,DIVUP,2009-04-03,48,0.41,50.9,47,True,True,0.0773,,0.77,0.77,-0.19,DOWN,12.0,-28.2,-27.3,-28.2,-47.3,-44.6,-49.7,-31.7,-53.5,-51.2,False,,,False,False,False,a029165591,
CHE,1.5,2012-04-20,2012,DIVUP,2010-02-12,115,0.49,51.0,114,False,True,0.0837,0.0412,0.13,1.43,0.75,UP,21.0,6.6,7.2,-7.5,18.4,13.4,-7.5,34.3,19.1,-7.5,False,17.0,10.6,True,False,False,65ea9f306a,
SONO,2.0,2019-08-23,2019,DIVUP,2018-09-07,51,0.41,58.5,35,False,True,0.0705,,0.52,0.52,0.74,NONE,,13.3,3.7,-4.0,-3.1,-21.3,-4.0,3.2,-18.3,-40.7,False,19.0,18.3,False,False,False,8b1ab21584,
LUCK,2.0,2023-12-15,2023,DIVUP,2022-02-11,97,0.3,52.1,96,False,True,0.086,0.0209,0.37,0.99,0.37,NONE,,12.9,3.9,0.0,12.3,-3.7,-3.9,-1.4,-31.3,-8.8,False,8.0,30.6,True,False,True,8cb1c4dc31,
KAI,1.5,2022-11-11,2022,DIVUP,2021-02-26,90,0.35,52.3,5,False,False,0.0642,0.0639,0.49,1.34,0.05,NONE,,9.4,6.5,-4.8,5.6,1.4,-4.8,34.9,22.6,-4.8,False,12.0,16.0,True,False,False,0b5d8ddbcc,
ARTX,3.0,2015-04-17,2015,DIVUP,2013-11-22,74,0.27,56.4,73,True,True,0.1726,0.0761,0.25,0.4,0.81,DOWN,17.0,-22.6,-25.3,-25.8,-53.5,-52.3,-56.8,4.2,2.1,-56.8,False,,,True,False,False,365484cd61,
NFBK,1.5,2022-09-09,2022,DIVUP,2021-02-05,84,0.49,56.1,12,True,False,0.0545,0.0635,0.27,0.77,1.46,NONE,,6.8,9.7,-2.7,-7.8,-3.6,-7.8,-26.2,-37.6,-34.8,False,7.0,8.1,True,False,True,b2e49b7603,
ALXN,1.5,2013-05-03,2013,DIVUP,2012-02-03,66,0.49,53.1,65,True,True,0.0544,0.0406,0.63,1.06,0.33,UP,25.0,19.5,13.0,-9.9,25.7,15.3,-9.9,58.0,39.1,-9.9,False,10.0,16.4,True,False,False,8fa77075bb,
PAMT,2.0,2023-03-31,2023,DIVUP,2021-09-17,81,0.42,50.0,80,False,True,0.0884,0.0647,0.27,0.6,0.12,DOWN,25.0,-6.5,-15.2,-21.6,-24.7,-29.9,-28.3,-43.4,-73.0,-44.6,False,,,True,False,False,145bbbe2ca,
AZTA,2.0,2011-12-02,2011,DIVUP,2010-11-05,57,0.38,51.2,53,False,False,0.1266,0.0794,0.45,0.94,0.23,NONE,,19.5,8.8,0.0,-6.9,-10.6,-6.9,-19.7,-36.0,-26.1,False,10.0,22.5,True,False,True,a5685ec16c,
NTST,2.0,2022-11-25,2022,DIVUP,2020-08-14,120,0.38,51.1,95,False,True,0.1135,,0.18,1.59,0.04,NONE,,2.8,3.9,-5.2,-7.8,-13.1,-7.8,-16.6,-31.6,-26.2,False,,,True,False,False,f4613f601e,
WLY,1.5,2025-08-22,2025,DIVUP,2024-03-08,77,0.43,50.1,63,False,True,0.0715,0.055,0.34,1.47,-0.18,DOWN,15.0,-14.0,-16.4,-14.0,-26.1,-33.6,-27.7,29.6,9.6,-27.7,False,,,True,False,False,7019970825,
SLF,1.5,2022-11-11,2022,DIVUP,2020-11-06,106,0.43,53.8,4,False,False,0.0652,0.0698,0.51,0.98,0.27,NONE,,10.7,7.8,-0.4,5.8,1.6,-2.7,7.6,-4.7,-2.7,False,11.0,8.8,True,False,True,192dcc2a80,
CAMP_old,2.0,2014-11-07,2014,DIVUP,2014-03-21,34,0.33,51.4,26,True,True,0.0525,0.0684,0.86,0.73,0.31,NONE,,-7.5,-9.2,-15.9,-0.7,-5.8,-16.6,-2.6,-8.0,-20.3,False,,,False,False,False,680af50abc,
TPR,2.0,2013-04-26,2013,DIVUP,2010-09-17,137,0.48,58.0,136,False,True,0.079,0.0452,0.15,1.45,-0.04,NONE,,3.7,-3.8,-1.0,-12.1,-24.4,-12.1,-11.0,-31.1,-15.7,False,,,True,False,False,f27b77e536,
AOS,1.5,2025-07-04,2025,DIVUP,2023-02-03,127,0.23,51.3,13,False,True,0.0819,0.0413,0.3,1.24,0.41,NONE,,8.5,1.2,0.0,1.6,-8.3,-3.7,-5.7,-26.1,-15.8,False,,,True,False,True,76b426c2d6,
LDR,1.5,2013-10-18,2013,DIVUP,2011-12-02,99,0.3,52.6,10,True,True,0.0698,0.0399,0.25,1.15,0.49,DOWN,25.0,3.3,-2.6,-6.3,-14.8,-22.7,-14.8,-31.8,-42.0,-32.8,False,,,True,False,True,87a1ece3d3,
FSM,3.0,2018-01-19,2018,DIVUP,2016-02-05,103,0.28,52.2,102,False,True,0.1757,0.072,0.28,0.68,0.45,NONE,,21.5,26.1,-12.3,12.7,12.1,-12.3,-31.6,-28.4,-34.2,False,,,True,False,False,d39766004b,
SHOE,2.0,2014-11-28,2014,DIVUP,2012-01-20,150,0.36,53.9,146,False,True,0.0848,0.0577,0.35,0.57,0.52,UP,18.0,21.4,19.2,0.0,37.0,34.1,0.0,-0.1,-3.3,-9.1,False,3.0,21.9,True,False,False,339ea7e492,
CUBE,1.5,2017-02-17,2017,DIVUP,2015-04-24,96,0.5,54.0,89,False,True,0.0804,0.0273,0.26,0.8,0.43,NONE,,-6.7,-8.5,-7.5,-11.1,-15.3,-11.4,0.9,-17.5,-11.4,False,37.0,7.6,True,False,True,4fc6ded900,
DXPE,2.0,2022-05-20,2022,DIVUP,2020-11-13,80,0.5,52.1,79,False,False,0.0896,0.1172,0.53,0.84,0.17,NONE,,1.3,-7.5,-0.2,-5.2,-7.7,-16.1,12.4,3.2,-16.1,False,2.0,8.6,False,False,False,8a46fe16b7,
DCMYY,2.0,2010-03-05,2010,DIVUP,2009-01-02,62,0.34,51.1,50,True,True,0.0399,,0.21,0.93,0.59,NONE,,-2.7,3.4,-2.7,12.0,14.1,-3.1,27.7,9.5,-3.1,False,25.0,12.6,False,False,False,77d05941e2,
KMT,2.0,2022-10-28,2022,DIVUP,2020-04-10,134,0.29,54.1,4,False,False,0.1415,0.0665,0.49,0.98,0.45,NONE,,6.8,2.1,-7.9,0.1,-7.7,-7.9,-11.9,-19.2,-11.9,False,,,True,False,False,c8cc3e80fd,
OPY,2.0,2022-11-04,2022,DIVUP,2020-11-13,104,0.44,56.2,103,False,False,0.1338,0.0765,0.36,0.48,0.31,NONE,,27.6,17.5,0.0,0.4,-10.2,-0.3,0.2,-17.1,-7.7,False,7.0,15.8,True,False,False,949f7ecf3c,
CALY,1.5,2019-07-19,2019,DIVUP,2018-10-26,39,0.49,55.6,7,False,True,0.0473,0.036,0.47,1.32,0.6,UP,26.0,14.4,13.7,-6.9,21.3,8.5,-6.9,-2.6,-13.1,-59.9,False,9.0,8.1,False,False,True,96cda1d4d2,
TLK,1.5,2024-01-19,2024,DIVUP,2021-07-30,130,0.49,53.8,129,False,True,0.0562,0.0446,0.21,0.84,0.78,DOWN,13.0,-22.5,-25.5,-22.5,-17.3,-31.9,-28.0,-31.2,-56.7,-34.5,False,,,True,False,True,e41f5635f4,
AXL,3.0,2022-07-22,2022,DIVUP,2020-05-08,116,0.43,52.6,95,True,False,0.127,0.1425,0.61,0.99,0.4,NONE,,-5.3,-0.5,-19.0,-4.0,-5.1,-19.0,9.0,-7.3,-19.0,False,3.0,31.7,True,False,True,b199311998,
TRP,1.5,2023-06-09,2023,DIVUP,2021-03-05,119,0.28,50.9,12,False,True,0.059,0.0568,0.1,0.68,0.36,DOWN,7.0,-11.7,-15.7,-16.1,-4.8,-12.6,-16.2,2.0,-24.1,-16.2,False,,,True,False,True,6358ff1536,
GDEN,3.0,2019-10-25,2019,DIVUP,2017-02-10,142,0.14,51.5,140,True,True,0.3009,0.0412,0.09,0.62,0.24,DOWN,20.0,25.8,16.3,0.0,-46.2,-41.1,-74.2,-9.5,-26.3,-74.2,False,,,True,False,False,2dd487a451,
OPCH,3.0,2014-08-08,2014,DIVUP,2012-02-03,132,0.2,53.6,38,False,True,0.1613,0.0878,0.32,1.04,0.46,DOWN,13.0,-28.8,-34.5,-28.8,-24.2,-31.6,-28.8,-66.5,-76.2,-68.6,False,,,True,False,True,295439ed01,
FISV_old,1.5,2022-04-01,2022,DIVUP,2020-03-27,106,0.42,50.0,104,True,True,0.0552,0.0396,0.53,0.84,0.17,NONE,,-10.1,5.4,-13.4,-9.1,11.3,-13.4,9.7,17.8,-13.4,False,45.0,12.3,True,False,False,19b2c05746,
CCXI_old,3.0,2014-12-12,2014,DIVUP,2013-08-09,71,0.15,54.2,1,True,True,0.0982,0.0591,0.69,0.32,-0.02,NONE,,58.8,55.7,0.0,57.1,51.6,0.0,30.2,27.7,0.0,False,,,False,False,True,2d76c80154,
UWMC,3.0,2025-08-15,2025,DIVUP,2023-01-13,136,0.37,60.1,135,False,True,0.1732,0.077,0.12,3.08,0.01,NONE,,-3.8,-8.5,-3.8,-5.8,-12.4,-15.0,-67.1,-89.1,-73.5,False,,,True,False,True,b40d81de3c,
AMTG,1.5,2014-01-10,2014,DIVUP,2012-03-09,97,0.29,53.6,90,True,True,0.091,0.0341,0.11,0.52,0.6,NONE,,6.9,7.8,0.0,12.5,4.7,0.0,14.4,1.3,0.0,False,42.0,16.4,True,False,False,3d14e1467b,
BPL,2.0,2011-07-01,2011,DIVUP,2009-06-26,106,0.33,51.9,105,True,True,0.114,0.1277,0.17,0.15,0.66,DOWN,21.0,-18.3,-3.2,-18.7,-30.4,-25.2,-30.4,-17.0,-20.8,-30.4,False,,,True,False,False,7f795674bf,
VNET,3.0,2016-03-04,2016,DIVUP,2013-06-07,144,0.44,54.6,143,False,False,0.0982,0.0586,0.27,1.38,-0.11,DOWN,17.0,-32.2,-37.7,-32.4,-53.7,-63.7,-56.1,-64.9,-86.4,-66.1,False,,,True,False,False,c85d670036,
WPZ,3.0,2011-04-22,2011,DIVUP,2009-05-01,104,0.46,50.9,103,True,True,0.1838,,0.11,0.61,0.37,NONE,,4.1,3.0,-4.2,-2.8,3.6,-4.2,10.8,5.6,-4.2,False,39.0,21.7,True,False,False,f47c280a24,
CIMT,2.0,2013-12-06,2013,DIVUP,2013-02-22,42,0.5,53.0,26,True,True,0.0633,0.0866,0.3,0.95,0.27,UP,3.0,40.1,35.4,0.0,-4.4,-13.5,-6.2,28.6,11.4,-18.9,False,2.0,22.5,False,False,False,2de820b929,
PRMX,3.0,2018-09-07,2018,DIVUP,2016-07-15,113,0.3,54.5,15,True,True,0.1683,0.0342,0.15,0.89,0.53,NONE,,-4.8,3.2,-20.1,-30.3,-26.7,-30.8,-44.9,-46.4,-49.1,True,,,True,False,True,377f0d13fc,
CNK,2.0,2026-02-06,2026,DIVUP,2024-06-14,87,0.46,50.2,86,False,True,0.0846,0.0564,0.29,0.69,-0.04,UP,25.0,5.3,-1.8,-3.5,45.4,32.9,-3.5,,,,,8.0,13.8,True,False,False,4c64df174e,
NWPX,2.0,2020-09-04,2020,DIVUP,2018-11-02,97,0.49,52.5,96,False,True,0.0732,0.0466,0.45,1.2,0.95,NONE,,7.3,-1.1,-6.9,25.5,12.6,-6.9,-5.7,-39.9,-7.3,False,6.0,12.2,True,False,True,16d3d3d0cc,
MSM,1.5,2019-12-13,2019,DIVUP,2017-04-07,141,0.37,53.0,121,False,True,0.0658,0.0278,0.14,0.92,0.75,DOWN,13.0,-22.1,-7.4,-22.1,3.4,6.5,-29.8,34.1,16.4,-29.8,False,,,True,False,False,212b68ba44,
OUST,3.0,2023-12-01,2023,DIVUP,2023-03-10,39,0.4,51.4,31,False,True,0.1125,0.129,1.14,0.68,0.17,UP,18.0,-5.3,-17.4,-14.8,99.3,83.6,-17.9,68.3,35.3,-17.9,False,17.0,35.3,False,False,False,23df03211b,
LAMR,3.0,2011-12-02,2011,DIVUP,2009-04-17,138,0.36,52.3,125,False,False,0.1736,,0.4,0.96,0.8,NONE,,31.8,21.1,-2.8,-3.1,-6.8,-3.1,59.2,42.9,-3.1,False,16.0,33.7,True,False,False,5946197d4c,
ING,2.0,2010-09-03,2010,DIVUP,2009-11-20,42,0.41,53.6,17,False,False,0.0641,0.1471,0.56,0.63,0.28,NONE,,2.6,-8.9,-2.6,26.8,6.1,-2.6,-18.9,-27.3,-20.1,False,22.0,22.8,False,False,True,7fd92d0d99,
AWK,1.5,2023-02-10,2023,DIVUP,2020-07-03,137,0.42,50.2,136,False,True,0.0418,0.0596,0.44,0.91,0.55,NONE,,0.0,-1.2,-11.2,-5.9,-15.9,-11.2,-17.0,-41.7,-22.3,False,,,True,False,False,ce4497fdd6,
GNE,2.0,2024-10-18,2024,DIVUP,2023-12-29,43,0.17,51.0,17,False,True,0.0563,0.0667,0.38,0.62,0.64,NONE,,-10.1,-12.7,-11.9,-8.1,1.3,-13.8,-4.5,-19.6,-13.8,False,33.0,40.6,False,False,True,9f611c66c6,
F,2.0,2012-01-06,2012,DIVUP,2009-12-18,108,0.23,51.7,14,False,True,0.1294,0.1126,0.28,0.56,0.68,DOWN,25.0,6.9,-3.0,0.0,-18.2,-25.3,-18.2,18.0,0.9,-22.5,False,,,True,False,True,4034ba023e,
JOY,2.0,2012-12-14,2012,DIVUP,2010-07-09,128,0.23,53.0,19,True,True,0.176,0.0723,0.16,0.72,0.81,NONE,,1.1,-9.9,-0.3,-13.7,-29.9,-13.7,-12.1,-40.1,-20.8,False,,,True,False,True,a0f93108aa,
EVR,1.5,2015-02-06,2015,DIVUP,2013-07-19,82,0.49,51.1,81,False,True,0.0595,0.0411,0.57,0.83,0.41,NONE,,-2.7,-6.1,-4.8,14.2,12.0,-4.8,-7.7,-1.0,-10.6,False,19.0,9.5,True,False,True,d967cd2a9e,
LEG,2.0,2023-03-03,2023,DIVUP,2020-05-22,146,0.3,50.0,145,False,True,0.0828,0.0851,0.23,0.72,0.4,NONE,,-7.5,-13.8,-11.8,-16.2,-28.7,-18.1,-36.7,-65.6,-39.3,False,,,True,False,False,3bdba014f6,
EXP,1.5,2015-08-14,2015,DIVUP,2013-09-13,101,0.4,55.5,100,False,True,0.0591,0.0446,0.32,1.08,-0.26,DOWN,9.0,-18.8,-16.0,-21.5,-36.3,-26.4,-40.6,-1.2,-7.8,-40.6,False,,,True,False,True,16e80ba8b2,
VNET,2.0,2016-03-04,2016,DIVUP,2014-07-11,87,0.34,54.6,61,False,False,0.0628,0.0689,0.43,1.25,-0.11,DOWN,10.0,-32.2,-37.7,-32.4,-53.7,-63.7,-56.1,-64.9,-86.4,-66.1,False,,,False,False,True,d1f4f2e687,
HALO,1.5,2024-04-19,2024,DIVUP,2023-03-03,60,0.5,50.1,50,False,True,0.0766,0.0565,0.16,1.0,0.48,UP,7.0,39.9,28.6,-0.2,36.2,17.3,-0.2,52.1,44.5,-0.2,False,3.0,11.7,True,False,False,53849ee418,
WDR,1.5,2019-11-01,2019,DIVUP,2017-03-31,136,0.38,52.1,135,True,True,0.0622,0.0576,0.7,1.01,0.22,DOWN,17.0,-3.0,-8.6,-4.1,-12.6,-6.0,-33.4,-1.7,-10.4,-33.4,False,,,True,False,False,fe43d76d26,
LII,2.0,2022-09-09,2022,DIVUP,2020-05-01,124,0.49,56.9,121,False,False,0.1148,0.0568,0.34,0.89,0.84,NONE,,-0.2,2.6,-16.9,-4.6,-0.3,-16.9,52.3,40.9,-16.9,False,,,True,False,True,3f5d60e446,
EMN,2.0,2023-02-10,2023,DIVUP,2020-05-29,142,0.4,50.0,137,False,True,0.1092,0.0758,0.23,0.78,0.69,NONE,,-8.5,-9.8,-8.5,-1.0,-11.0,-8.5,-1.5,-26.2,-15.5,False,,,True,False,True,b0cd24ea2c,
PENG,2.0,2018-11-30,2018,DIVUP,2017-09-29,62,0.33,53.2,5,False,True,0.0734,,0.59,0.8,0.07,DOWN,6.0,-17.2,-19.6,-33.8,-50.3,-51.2,-50.3,-10.2,-26.5,-50.3,False,,,True,False,False,ded2f367ae,
CARR,1.5,2022-12-30,2022,DIVUP,2022-01-14,51,0.45,51.5,28,False,False,0.0782,0.0307,0.32,0.79,0.51,NONE,,10.9,3.5,0.0,21.5,4.7,-0.4,41.5,15.3,-0.4,False,2.0,11.2,False,False,True,81ba33be44,
QCRH,2.0,2023-06-09,2023,DIVUP,2020-11-06,136,0.46,50.2,135,False,True,0.0755,0.0796,0.38,0.84,-0.59,NONE,,11.4,7.4,-10.0,20.6,12.8,-10.0,24.2,-1.8,-10.0,False,9.0,17.6,True,False,False,612a4b939a,
PBT,3.0,2024-11-15,2024,DIVUP,2021-12-31,151,0.25,57.9,150,False,True,0.2441,0.0687,0.06,0.58,0.58,NONE,,-13.8,-18.2,-18.3,-13.8,-15.8,-28.8,62.9,46.8,-28.8,False,,,True,False,False,29af02b8d9,
AEGN,1.5,2016-11-25,2016,E1,2016-01-22,45,1.0,73.7,10,True,True,0.0448,0.0551,0.75,0.9,0.43,UP,2.0,-11.4,-18.9,-13.3,-22.1,-32.3,-23.6,8.0,-12.0,-23.6,False,1.0,-5.0,False,False,False,63811438e7,
GLNG,1.5,2023-05-12,2023,E1,2022-03-18,61,0.18,47.6,8,False,True,0.0624,0.058,0.34,0.56,-0.18,NONE,,3.5,-5.1,-6.8,2.9,-4.9,-6.8,23.9,-4.5,-6.8,False,47.0,21.7,True,False,False,114fabfee1,
ASRT,3.0,2016-02-19,2016,E1,2014-08-08,81,0.26,44.9,80,True,False,0.1774,0.0661,0.25,0.93,-0.47,NONE,,14.1,6.5,-23.8,18.7,3.7,-23.8,-100.0,-125.1,-100.0,False,,,True,False,False,0f9332500f,
OXFD,1.5,2019-09-13,2019,E1,2018-08-03,59,0.28,47.9,38,True,True,0.0638,0.0566,0.46,0.82,-0.64,DOWN,26.0,20.6,14.8,0.0,-18.5,-8.8,-18.5,-9.6,-22.8,-32.2,False,8.0,19.1,True,False,False,472c7191e7,
MDCA,3.0,2018-07-13,2018,E1,2016-11-11,88,0.15,40.5,6,True,True,0.1633,0.1064,0.51,0.67,-0.33,DOWN,11.0,-47.9,-47.0,-47.9,-47.3,-40.9,-58.3,-51.4,-61.0,-66.1,False,,,True,False,False,7445f68004,
RACE,2.0,2019-01-25,2019,E1,2017-04-28,92,0.49,46.6,91,False,False,0.0818,0.0308,0.62,0.67,-0.51,UP,19.0,22.7,11.9,0.0,50.3,35.7,0.0,56.3,30.3,0.0,False,7.0,18.5,True,False,False,21e2e33402,
DIOD,2.0,2015-10-02,2015,E1,2012-11-30,149,0.41,38.6,148,False,False,0.082,0.0509,0.61,1.13,-0.76,NONE,,7.8,2.6,-10.6,-4.5,-11.8,-18.3,0.1,-13.2,-18.3,False,,,True,False,False,5832523407,
HTH,1.5,2014-10-03,2014,E1,2013-09-20,55,0.47,49.8,48,False,True,0.0664,0.0357,0.2,0.69,-0.22,NONE,,-6.0,-11.2,-6.9,-7.3,-13.4,-14.2,-6.9,-8.1,-14.2,False,35.0,9.5,True,False,False,8f34145894,
PLAY,1.5,2023-12-15,2023,E1,2023-06-02,29,1.0,69.4,9,False,True,0.0909,0.0605,1.06,0.86,-0.33,UP,1.0,25.9,16.9,-2.5,-12.1,-28.1,-12.1,-44.8,-74.8,-44.8,False,,,False,False,False,3b8a135467,
PFG,1.5,2010-09-24,2010,E1,2009-07-24,62,0.43,52.4,32,False,True,0.0666,0.2007,0.64,0.91,-0.69,UP,11.0,30.2,20.2,0.0,25.5,10.0,0.0,-9.8,-10.7,-14.8,False,6.0,15.1,True,False,False,d92360313a,
ENLC,2.0,2019-02-08,2019,E1,2016-04-08,149,0.13,36.4,7,True,False,0.0704,0.0836,0.33,3.27,-1.14,DOWN,26.0,9.1,2.2,0.0,-21.6,-30.4,-21.6,-45.7,-70.8,-52.8,False,,,True,False,False,03fb8c180f,
BYON,1.5,2010-03-19,2010,E1,2009-07-17,36,0.48,53.6,6,True,True,0.0878,0.0888,0.56,1.02,-0.65,UP,2.0,53.1,56.3,-1.8,2.6,4.6,-1.8,3.4,-9.0,-4.3,False,,,False,False,False,80240abe38,
TV,3.0,2022-11-11,2022,E1,2020-05-22,130,0.08,35.0,124,False,False,0.2124,0.0754,0.1,1.06,-0.91,DOWN,4.0,-0.5,-3.4,-20.4,-15.9,-20.0,-20.8,-57.4,-69.7,-58.1,False,,,True,False,False,322a366e1c,
PIPR,1.5,2017-07-21,2017,E1,2016-10-28,39,0.46,55.2,37,False,True,0.0755,0.0504,0.33,0.54,-0.86,UP,21.0,-2.4,-7.0,-16.9,45.3,30.6,-16.9,22.1,6.7,-16.9,False,17.0,15.7,False,False,False,10ab99d384,
TAK,2.0,2020-05-08,2020,E1,2018-02-02,119,0.36,51.4,7,False,False,0.0599,0.0201,1.28,0.97,-1.3,NONE,,2.8,-12.1,-2.2,-3.5,-24.2,-11.1,-0.4,-47.1,-11.1,False,,,False,False,False,256deeb26e,
LAF,1.5,2016-11-11,2016,E1,2014-10-24,108,0.32,46.5,6,True,True,0.0333,0.0814,1.26,0.84,-0.38,NONE,,0.4,-7.2,-7.2,-1.3,-12.8,-7.2,14.8,-6.9,-11.4,False,,,False,False,False,cf394002f1,
PRLB,2.0,2023-11-10,2023,E1,2022-08-12,66,0.49,60.9,2,False,True,0.1087,0.0538,0.24,0.7,-0.63,NONE,,2.9,-11.3,0.0,-8.2,-27.2,-10.1,12.7,-24.9,-22.8,False,6.0,13.8,False,False,False,9369b217b4,
CARA,2.0,2017-12-15,2017,E1,2017-01-13,49,0.11,46.2,48,True,True,0.1253,0.1239,0.22,0.52,-0.34,NONE,,-1.2,-4.5,-3.7,32.2,27.3,-6.5,10.5,11.5,-6.5,False,28.0,50.7,False,False,False,fcc81415bf,
TNH,1.5,2010-08-20,2010,E1,2010-02-26,26,0.82,59.8,11,True,False,0.0775,0.0419,1.15,0.85,0.65,UP,5.0,17.0,4.6,-2.8,36.7,10.3,-2.8,91.8,85.0,-2.8,False,2.0,1.4,False,False,False,a714425e8f,
VQ,3.0,2011-10-28,2011,E1,2009-07-17,120,0.22,45.1,3,True,True,0.1999,0.1277,0.44,0.66,-0.13,DOWN,7.0,0.3,-2.9,-35.9,5.8,-4.5,-35.9,19.2,3.1,-35.9,True,,,True,False,False,10fdb919cd,
KTOS,3.0,2022-02-25,2022,E1,2020-03-27,101,0.26,43.9,99,False,False,0.1681,0.0729,0.16,0.85,-0.59,DOWN,11.0,-20.9,-16.1,-29.6,-28.8,-22.1,-30.1,-30.5,-22.5,-51.5,False,,,True,False,False,77150ae4d0,
RECN,2.0,2010-09-24,2010,E1,2009-01-02,91,0.18,42.7,2,True,True,0.1036,,0.3,0.78,-0.94,NONE,,45.0,35.0,0.0,45.0,29.5,0.0,-30.2,-31.1,-34.7,False,11.0,44.8,True,False,False,4deba930b6,
GPMT,3.0,2023-05-19,2023,E1,2020-06-05,155,0.06,38.3,2,False,True,0.2758,0.2203,0.14,0.61,-0.19,NONE,,13.0,8.4,0.0,23.4,14.9,-5.6,-14.5,-42.8,-14.5,False,,,True,False,False,cc02a8416d,
SWBI,3.0,2022-11-11,2022,E1,2020-06-05,128,0.08,44.6,5,False,False,0.1144,0.0741,0.05,0.29,-0.25,DOWN,4.0,-11.1,-14.0,-28.2,2.9,-1.3,-28.2,20.6,8.3,-28.2,False,,,True,False,False,ffbe4e291e,
KNSY,1.5,2010-04-02,2010,E1,2009-04-03,53,0.4,49.6,8,True,True,0.0578,,0.74,0.98,-0.09,UP,25.0,0.2,13.0,-9.4,25.6,27.4,-9.4,4.8,-10.5,-9.4,False,21.0,12.0,True,False,False,88df177a28,
VIV_old,1.5,2012-11-02,2012,E1,2011-02-18,90,0.15,40.2,89,True,True,0.0684,0.0326,0.07,1.08,0.12,NONE,,21.0,13.4,0.0,30.1,14.8,0.0,6.0,-21.2,-4.3,False,17.0,26.5,True,False,False,10a0cb7a7f,
FIVE,2.0,2025-05-02,2025,E1,2024-06-28,45,0.49,49.5,4,False,False,0.1052,0.0493,0.57,1.4,-0.38,UP,4.0,57.9,47.9,0.0,86.5,65.5,0.0,173.4,144.8,0.0,False,,,False,False,False,0dc1ec00cc,
EIG,2.0,2011-10-14,2011,E1,2009-05-22,126,0.34,50.0,7,False,False,0.0716,0.0892,0.91,1.08,-0.64,NONE,,25.1,19.3,0.0,17.8,4.7,0.0,30.0,11.0,0.0,False,7.0,22.2,True,False,False,ceb82b841f,
NNOX,3.0,2025-06-06,2025,E1,2023-07-28,98,0.13,46.1,9,False,True,0.1447,0.2297,0.11,0.7,-0.62,DOWN,11.0,-33.3,-41.6,-33.3,-34.2,-49.3,-46.3,-65.1,-89.6,-68.9,False,,,False,False,False,fa350b095a,
