ticker,R,start,end,break_date,year,base_len,dir,confirmed,delisted,break_close,base_hi,base_lo,range_ratio,drift,pos_in_band,rsi_end,vol_contraction,prior_dd,above_ma200,phaseB_weeks,break_bar_pct,mad_med,cv,mid_share,pre_vol,spring,b_idx,mad_tail8,mad_tail13,contr8,vol_dry8,rel_tight,zero_wk_share,pos_L8,ma_L8,slope_L8,rsi_L8,hl_L8,wk_since_low_L8,pos_L13,ma_L13,slope_L13,rsi_L13,hl_L13,wk_since_low_L13,ret13,trunc13,exc13_SPY,exc13_SMH,exc13_QQQ,mae13,ret26,trunc26,exc26_SPY,exc26_SMH,exc26_QQQ,mae26,ret52,trunc52,exc52_SPY,exc52_SMH,exc52_QQQ,mae52,gallery_set,asof,close,pos_now,ma_now,slope_now,rsi_now,hl_now,wk_since_low_now,state_now,rsi_h1_now,rsi_h2_now,px_h2_over_h1_now,wk_h1_h2_now,wk_since_h2_now,rsi_slope26,px_slope26,mx_date,e1_date,e1_wk_ago,e2_date,e2_kind,e2_wk_ago,support_failed_wk,macd_pct,macd_hist_pct,macd_bull,eo_pct,eo_rising,macd_cross_wk_ago,date,base_start,pos,rsi,wk_since_low,regime_spy_up,e1_before,wk_since_e1,next_break,wk_to_break,kind,wk_to_comp,ret_to_comp,comp_before,divup_before,macd_pct_cross,became_e1,wk_to_e1,e1_cross_wk_ago,e1_trough_wk_ago,pos_cross,eo_pct_trough,wk_to_e2,wk_to_e2a,wk_to_e2b,ret_to_e2,support_failed,ret26_inv_struct,exit_wk_struct,ret26_inv_stop,exit_wk_stop,blend_h_wk,blend_ret,blend_mae,e1only_ret_h,e1only_mae_h,e2_ret26,e2_mae26,blend_exc,rsi_h1,rsi_h2,px_h2_over_h1,wk_h1_h2,wk_since_h2,wk_to_anti,ret_to_anti,ret_since_e1,e2a_wk,e2b_wk
APD,1.5,2024-02-23,,,,136,,,,,322.52,218.13,1.48,0.36,,,,-0.25,True,,,0.0665,0.0908,0.662,0.0384,False,,0.0204,0.0186,0.31,0.85,1.73,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_divdn,2026-09-25,279.46,0.59,True,0.037,43.8,3.0,135.0,DIVDN,66.2,61.0,0.983,6.0,6.0,-0.35,0.08,,,,,,,,1.02,-0.95,False,1.31,False,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCRX,2.0,2024-05-17,,,,124,,,,,11.04,6.13,1.8,0.36,,,,-0.58,True,,,0.0958,0.136,0.677,0.0715,False,,0.0449,0.0469,0.47,1.19,1.34,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_divdn,2026-09-25,8.76,0.54,True,0.041,48.0,3.0,122.0,DIVDN,67.4,64.2,1.077,16.0,11.0,-0.34,0.09,2025-12-12,2025-12-12,41.0,2026-02-20,bounce,31.0,,1.32,-1.68,False,2.2,False,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TDC,2.0,2024-02-16,,,,137,,,,,38.67,19.73,1.96,-0.31,,,,-0.65,False,,,0.1293,0.179,0.599,0.0555,False,,0.0147,0.0375,0.11,1.95,2.33,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_divdn,2026-09-25,29.36,0.51,False,-0.027,49.9,3.0,77.0,DIVDN,67.4,64.2,1.007,13.0,19.0,-0.31,-0.02,2024-09-20,2024-09-20,105.0,2024-12-20,eo_zero,92.0,21.0,-0.77,-1.2,False,-3.62,True,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTA,1.5,2024-05-17,,,,124,,,,,39.73,26.76,1.48,0.16,,,,-0.33,True,,,0.0588,0.0863,0.718,0.0401,False,,0.0489,0.0153,0.83,1.18,1.47,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_divdn,2026-09-25,34.55,0.6,True,0.064,44.7,3.0,50.0,DIVDN,69.8,64.6,0.993,6.0,7.0,-0.21,0.42,2024-11-22,2024-11-22,96.0,2024-12-20,eo_zero,92.0,,1.42,-1.79,False,0.75,False,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAPN,2.0,2025-06-20,,,,67,,,,,21.05,11.01,1.91,0.35,,,,-0.37,True,,,0.088,0.1356,0.672,0.0728,False,,0.0721,0.0516,0.82,0.68,1.21,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_divdn,2026-09-25,16.2,0.52,True,0.078,42.2,2.0,66.0,DIVDN,63.9,58.1,0.974,7.0,6.0,-0.05,0.49,,,,,,,,-0.05,-2.4,False,-0.55,False,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSS,1.5,2025-05-09,,,,73,,,,,130.93,88.87,1.47,0.29,,,,-0.1,True,,,0.0501,0.0773,0.685,0.0501,False,,0.0359,0.0317,0.72,0.91,1.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_divdn,2026-09-25,115.09,0.62,True,0.055,47.9,1.0,72.0,DIVDN,65.8,59.9,0.978,5.0,7.0,-0.03,0.26,,,,,,,,0.71,-0.85,False,0.36,False,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMBA,2.0,2025-04-25,,,,75,,,,,89.67,47.57,1.89,0.15,,,,-0.45,True,,,0.0914,0.1593,0.6,0.0798,False,,0.0543,0.0944,0.59,1.59,1.15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_divdn,2026-09-25,68.85,0.51,True,0.079,48.9,1.0,74.0,DIVDN,69.0,59.2,0.991,11.0,7.0,0.07,0.5,2026-04-24,2026-04-24,22.0,2026-05-15,eo_zero,19.0,,0.25,-1.49,False,-0.32,False,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHM,2.0,2023-11-03,,,,152,,,,,146.63,80.48,1.82,0.33,,,,-0.03,True,,,0.0858,0.1155,0.776,0.0462,False,,0.0398,0.02,0.46,0.81,1.86,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_divdn,2026-09-25,118.97,0.58,True,0.04,44.7,3.0,150.0,DIVDN,62.4,56.8,0.966,6.0,7.0,0.1,0.21,2025-05-09,2025-05-09,72.0,2025-07-18,eo_zero,62.0,,-0.43,-1.0,False,-2.69,False,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCI,1.5,2025-06-13,,,,68,,,,,39.1,26.35,1.48,0.29,,,,-0.38,False,,,0.0432,0.075,0.559,0.0264,True,,0.016,0.0486,0.37,0.94,1.64,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_divdn,2026-09-25,34.41,0.63,False,-0.026,47.2,0.0,67.0,DIVDN,63.8,57.2,0.977,14.0,15.0,0.18,0.08,,,,,,,,-0.01,0.19,True,0.41,False,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS,1.5,2026-02-20,,,,32,,,,,71.51,47.9,1.49,0.37,,,,-0.52,False,,,0.0945,0.1046,0.594,0.0508,False,,0.057,0.039,0.6,0.92,1.86,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,live_divdn,2026-09-25,61.66,0.58,True,0.155,47.5,0.0,19.0,DIVDN,63.4,60.0,0.993,6.0,7.0,0.45,0.82,,,,,,,,1.31,-1.1,False,1.65,False,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYD,2.0,,,,2019.0,98,,,False,,,,1.99,,,,,,,,,0.1628,0.1866,0.52,0.0369,False,,0.0837,0.0602,0.51,1.09,4.41,0.04,,,,,,,,,,,,,11.8,False,2.5,-15.0,-1.8,-0.3,-4.2,False,-16.7,-29.5,-20.2,-10.3,10.6,False,-16.3,-49.0,-25.7,-14.6,e1_hits,,25.14,,,,,,,,,,,,,-0.83,-2.45,,,,,eo_zero,,,-9.99,,,-30.26,,,2019-01-18,2017-03-10,0.37,47.2,4.0,False,False,0.0,NONE,,E1,,,True,False,-9.99,,,0.0,2.0,0.37,-43.51,9.0,,9.0,2.6,False,-4.2,,-4.2,,35.0,-4.4,-16.1,-2.7,-14.6,-5.2,-16.8,-14.1,,,,,,,,,,
AVAV,2.0,,,,2015.0,87,,,False,,,,1.96,,,,,,,,,0.0811,0.1492,0.724,0.0368,False,,0.0285,0.0301,0.35,0.59,2.2,0.02,,,,,,,,,,,,,-5.9,False,-7.2,-7.8,-8.0,-8.7,-12.6,False,-7.0,5.0,-7.4,-12.6,-6.4,False,0.8,5.1,-1.1,-27.7,e1_hits,,27.88,,,,,,,,,,,,,-0.22,-0.73,,,,,eo_zero,,,-3.82,,,-9.67,,,2015-02-20,2013-06-28,0.41,48.2,85.0,True,False,0.0,NONE,,E1,,,True,False,-3.82,,,0.0,3.0,0.41,-15.38,19.0,36.0,19.0,-1.1,False,-12.6,,-12.6,,45.0,6.5,-27.1,5.7,-27.7,6.9,-26.8,7.4,,,,,,,,,,
TCX,1.5,,,,2020.0,53,,,False,,,,1.43,,,,,,,,,0.0858,0.0962,0.585,0.0391,False,,0.0529,0.0545,0.62,0.84,2.19,0.02,,,,,,,,,,,,,17.1,False,2.2,-7.0,-3.9,-3.0,27.1,False,6.4,-17.1,-4.3,-3.0,40.7,False,-5.9,-38.8,-8.8,-3.0,e1_hits,,56.55,,,,,,,,,,,,,-0.53,-0.74,,,,,eo_zero,,,-2.77,,,-4.45,,,2020-05-08,2019-05-10,0.47,53.4,8.0,False,False,0.0,UP,18.0,E1,10.0,8.0,True,False,-2.77,,,0.0,5.0,0.47,-15.32,3.0,,3.0,6.2,False,27.1,,27.1,,29.0,24.3,-6.8,29.4,-3.0,21.8,-8.7,2.2,,,,,,,,,,
CLBT,2.0,,,,2025.0,58,,,False,,,,1.96,,,,,,,,,0.1025,0.1538,0.69,0.0549,False,,0.0587,0.0569,0.57,1.07,1.87,0.0,,,,,,,,,,,,,2.8,False,-3.4,-18.5,-5.9,-6.1,-18.7,False,-25.6,-59.1,-25.4,-19.8,-26.9,False,-47.5,-118.0,-53.1,-32.7,e1_hits,,16.4,,,,,,,,,,,,,-0.49,-1.27,,,,,eo_zero,,,-5.74,,,-19.01,,,2025-08-29,2024-07-26,0.28,48.9,56.0,True,False,0.0,NONE,,E1,,,True,False,-5.74,,,0.0,3.0,0.28,-33.55,5.0,27.0,5.0,13.5,False,-18.7,,-18.7,,31.0,-21.4,-27.3,-14.6,-21.0,-24.8,-30.5,-21.3,,,,,,,,,,
BLDR,3.0,,,,2025.0,128,,,False,,,,2.97,,,,,,,,,0.1774,0.2417,0.664,0.0659,False,,0.026,0.0507,0.15,1.03,2.69,0.02,,,,,,,,,,,,,8.1,False,-3.9,-13.2,-5.8,0.0,-9.6,False,-24.8,-46.5,-27.0,-11.5,-29.8,False,-56.9,-184.1,-71.1,-38.7,e1_hits,,114.82,,,,,,,,,,,,,-0.41,-1.86,,,,,eo_zero,,,-10.63,,,-27.23,,,2025-06-20,2023-01-13,0.31,38.9,126.0,True,False,0.0,NONE,,E1,,,True,False,-10.63,,,0.0,6.0,0.31,-35.19,8.0,,8.0,19.2,False,-9.6,,-9.6,,34.0,-10.8,-21.0,-0.1,-11.5,-16.2,-25.8,-20.3,,,,,,,,,,
PHM,2.0,,,,2025.0,80,,,False,,,,1.82,,,,,,,,,0.0714,0.1265,0.775,0.0462,False,,0.0077,0.0095,0.11,1.03,1.55,0.01,,,,,,,,,,,,,19.0,False,5.7,-12.4,1.1,-4.3,17.3,False,-2.3,-38.5,-7.9,-4.3,15.6,False,-16.6,-138.8,-30.8,-4.3,e1_hits,,101.22,,,,,,,,,,,,,-0.41,-1.14,,,,,eo_zero,,,-5.13,,,-16.87,,,2025-05-09,2023-11-03,0.31,43.4,78.0,False,False,0.0,NONE,,E1,14.0,25.9,True,False,-5.13,,,0.0,3.0,0.31,-21.45,10.0,,10.0,6.3,False,17.3,,17.3,,36.0,22.8,-1.4,27.8,-4.3,20.3,0.0,7.7,,,,,,,,,,
SCCO,2.0,,,,2019.0,117,,,False,,,,1.82,,,,,,,,,0.1296,0.1722,0.47,0.0421,False,,0.0181,0.0341,0.14,0.93,3.08,0.02,,,,,,,,,,,,,16.9,False,7.6,-3.2,2.6,-1.5,2.6,False,-6.8,-13.1,-9.8,-1.5,19.4,False,-2.0,-23.4,-12.5,-7.3,e1_hits,,23.01,,,,,,,,,,,,,-0.36,-1.81,,,,,eo_zero,,,-9.5,,,-22.07,,,2019-02-01,2016-11-11,0.13,40.0,6.0,False,False,0.0,NONE,,E1,,,True,False,-9.5,,,0.0,6.0,0.13,-35.4,8.0,31.0,8.0,21.6,False,2.6,,2.6,,34.0,-5.7,-18.3,6.9,-7.3,-12.1,-23.8,-13.1,,,,,,,,,,
CPB,1.5,,,,2017.0,131,,,False,,,,1.48,,,,,,,,,0.0985,0.1074,0.534,0.0196,False,,0.0059,0.0231,0.06,1.07,5.03,0.04,,,,,,,,,,,,,-2.9,False,-4.7,0.8,-4.6,-5.3,-12.9,False,-19.6,-15.8,-23.6,-13.6,-15.1,False,-24.6,-9.2,-27.5,-28.7,e1_hits,,34.5,,,,,,,,,,,,,-0.27,-0.93,,,,,bounce,,,-4.63,,,-10.9,,,2017-11-10,2015-05-15,0.17,42.2,127.0,True,False,0.0,DOWN,16.0,E1,,,True,False,-4.63,,,0.0,6.0,0.17,-16.59,5.0,5.0,,4.6,False,-10.7,16.0,-12.9,,31.0,-22.9,-30.8,-20.5,-28.7,-24.0,-31.8,-29.1,,,,,,,,,,
VRSK,1.5,,,,2022.0,114,,,False,,,,1.48,,,,,,,,,0.0614,0.089,0.693,0.0408,False,,0.0237,0.0168,0.39,0.8,1.5,0.01,,,,,,,,,,,,,-9.5,False,-4.6,8.3,-0.8,-9.6,-1.4,False,-2.5,-2.8,4.6,-9.7,27.6,False,11.2,-9.6,2.3,-9.7,e1_hits,,179.28,,,,,,,,,,,,,-0.1,-0.58,,,,,eo_zero,,,-3.57,,,-9.33,,,2022-07-22,2020-05-22,0.4,48.7,113.0,False,False,0.0,NONE,,E1,41.0,14.7,True,False,-3.57,,,0.0,5.0,0.4,-19.46,4.0,14.0,4.0,8.5,False,-1.4,,-1.4,,30.0,-8.9,-14.5,-3.8,-9.7,-11.4,-16.8,-8.4,,,,,,,,,,
NVST,1.5,,,,2025.0,69,,,False,,,,1.49,,,,,,,,,0.08,0.1011,0.551,0.0387,False,,0.0685,0.052,0.86,1.07,2.07,0.04,,,,,,,,,,,,,15.9,False,6.2,-5.2,5.9,0.0,14.4,False,-2.2,-32.5,-5.2,0.0,28.9,False,-0.9,-121.7,-14.0,0.0,e1_hits,,18.27,,,,,,,,,,,,,-0.41,-0.86,,,,,eo_zero,,,-3.29,,,-6.97,,,2025-05-30,2024-02-09,0.41,50.9,6.0,True,False,0.0,NONE,,E1,8.0,13.8,False,False,-3.29,,,0.0,5.0,0.41,-20.12,5.0,,5.0,11.6,False,14.4,,14.4,,31.0,10.5,-2.9,18.7,0.0,6.4,-6.5,-1.7,,,,,,,,,,
UVSP,1.5,,,,2019.0,129,,,False,,,,1.48,,,,,,,,,0.0423,0.0889,0.643,0.0221,False,,0.0291,0.0405,0.69,1.06,1.91,0.02,,,,,,,,,,,,,6.8,False,-2.5,-13.3,-7.5,-3.0,10.7,False,1.4,-5.0,-1.6,-3.0,5.4,False,-16.0,-37.3,-26.5,-3.0,e1_hits,,18.96,,,,,,,,,,,,,-0.49,-0.97,,,,,eo_zero,,,-4.06,,,-9.62,,,2019-02-01,2016-08-19,0.35,48.4,128.0,False,False,0.0,NONE,,E1,25.0,13.5,True,False,-4.06,,,0.0,4.0,0.35,-17.48,5.0,,5.0,5.3,False,10.7,,10.7,,31.0,0.5,-6.3,4.0,-3.0,-1.3,-7.9,-9.7,,,,,,,,,,
GNRC,1.5,,,,2017.0,73,,,False,,,,1.26,,,,,,,,,0.0381,0.059,0.493,0.0531,False,,0.0075,0.0084,0.2,0.83,0.72,0.04,,,,,,,,,,,,,35.7,False,30.1,21.7,28.2,-0.3,39.5,False,25.4,14.0,21.4,-0.3,47.3,False,31.4,19.3,18.8,-0.3,e1_hits,,36.14,,,,,,,,,,,,,-0.46,-0.59,,,,,bounce,,,-1.96,,,-6.49,,,2017-07-07,2016-02-19,0.23,46.1,72.0,True,False,0.0,UP,10.0,E1,8.0,12.5,True,False,-1.96,,,0.0,6.0,0.23,-9.19,4.0,4.0,8.0,5.8,False,39.5,,39.5,,30.0,31.3,-2.9,36.2,-0.3,28.8,-4.7,18.0,,,,,,,,,,
ZVZZT,1.5,,,,2020.0,26,,,False,,,,1.11,,,,,,,,,0.001,0.0375,0.0,16.0455,False,,0.001,0.002,1.0,1.07,0.0,0.19,,,,,,,,,,,,,-0.4,False,-18.6,-30.5,-22.5,-0.4,-0.2,False,-26.3,-49.7,-30.9,-0.5,-0.2,False,-48.0,-79.3,-47.3,-0.5,e1_hits,,10.04,,,,,,,,,,,,,-0.0,-0.08,,,,,bounce,,,-122.1,,,-435.1,,,2020-05-15,2019-11-22,0.05,48.1,24.0,False,False,0.0,NONE,,E1,,,False,False,-135.58,,,2.0,3.0,0.03,-437.43,12.0,12.0,12.0,10.1,False,-0.2,,-0.2,,38.0,-6.3,-6.6,-0.2,-0.5,-9.3,-9.6,-29.9,,,,,,,,,,
SPXC,1.5,,,,2019.0,77,,,False,,,,1.49,,,,,,,,,0.0607,0.0904,0.636,0.0523,False,,0.0285,0.0611,0.47,1.01,1.16,0.03,,,,,,,,,,,,,-17.9,False,-19.6,-13.3,-21.1,-17.9,-0.8,False,-3.8,-6.1,-6.5,-19.4,36.3,False,14.6,-5.4,2.0,-19.4,e1_hits,,36.9,,,,,,,,,,,,,0.35,-0.23,,,,,eo_zero,,,0.73,,,1.62,,,2019-02-22,2017-09-08,1.0,68.7,76.0,True,False,0.0,UP,24.0,E1,2.0,-4.4,False,False,-4.42,,,5.0,7.0,0.45,-21.14,19.0,,19.0,-9.2,False,-0.8,,-0.8,,45.0,49.3,-6.5,39.8,-19.4,54.0,0.0,37.4,,,,,,,,,,
SMMT,3.0,,,,2026.0,84,,,False,,,,2.96,,,,,,,,,0.0975,0.201,0.81,0.2407,False,,0.0374,0.0807,0.38,0.7,0.41,0.0,,,,,,,,,,,,,-13.1,False,-25.4,-73.1,-34.7,-13.1,8.9,False,-7.1,-37.9,-11.8,-19.2,,,,,,,e1_hits,,16.12,,,,,,,,,,,,,-0.16,-1.35,,,,,eo_zero,,,-8.75,,,-25.51,,,2026-03-13,2024-08-09,0.25,44.2,83.0,True,False,0.0,NONE,,E1,,,True,False,-8.75,,,0.0,3.0,0.25,-32.13,5.0,,5.0,56.0,False,8.9,,8.9,,,,,,,,,,,,,,,,,,,
ESI,1.5,,,,2019.0,110,,,False,,,,1.48,,,,,,,,,0.0632,0.0858,0.691,0.0471,False,,0.046,0.0372,0.73,0.61,1.34,0.05,,,,,,,,,,,,,5.3,False,-0.6,-9.4,-2.5,-10.1,-21.4,False,-11.7,-20.6,-21.7,-21.4,7.6,False,-5.5,-30.6,-34.0,-32.4,e1_hits,,9.94,,,,,,,,,,,,,-0.09,-0.43,,,,,bounce,,,-2.48,,,-7.85,,,2019-09-13,2017-08-11,0.42,55.5,3.0,True,False,0.0,DOWN,26.0,E1,9.0,13.0,True,True,-2.48,,,0.0,2.0,0.42,-12.62,6.0,6.0,7.0,-0.5,False,-21.4,26.0,-21.4,,32.0,-14.8,-32.2,-15.1,-32.4,-14.7,-32.1,-9.8,,,,,,,,,,
WYNN,1.5,,,,2023.0,57,,,False,,,,1.43,,,,,,,,,0.0785,0.0955,0.526,0.0751,False,,0.0273,0.0239,0.35,0.94,1.05,0.04,,,,,,,,,,,,,12.5,False,2.1,-16.2,3.9,0.0,-1.3,False,-16.5,-50.4,-18.6,-2.1,-1.6,False,-28.4,-44.3,-30.0,-17.7,e1_hits,,88.61,,,,,,,,,,,,,-0.44,-0.89,,,,,eo_zero,,31.0,-3.13,,,-9.48,,,2023-12-29,2022-12-02,0.32,48.2,53.0,True,False,0.0,NONE,,E1,7.0,15.7,True,False,-3.13,,,0.0,6.0,0.32,-14.5,5.0,,5.0,6.4,True,-1.3,,-1.3,,31.0,-18.7,-18.7,-15.3,-15.3,-20.4,-20.4,-28.6,,,,,,,,,,
TDW,2.0,,,,2019.0,102,,,False,,,,1.94,,,,,,,,,0.0996,0.1299,0.775,0.1502,False,,0.034,0.044,0.34,0.89,0.66,0.02,,,,,,,,,,,,,4.7,False,1.2,1.9,-1.9,-7.7,-30.8,False,-35.9,-40.2,-39.1,-30.8,-29.8,False,-53.8,-78.9,-67.4,-39.7,e1_hits,,23.02,,,,,,,,,,,,,-0.83,-2.28,,,,,eo_zero,,25.0,-8.96,,,-21.67,,,2019-02-15,2017-03-10,0.22,44.0,8.0,True,False,0.0,DOWN,25.0,E1,,,False,False,-8.96,,,0.0,6.0,0.22,-35.33,21.0,,21.0,1.8,True,-18.3,25.0,-30.8,26.0,47.0,-24.6,-40.5,-23.7,-39.7,-25.1,-40.8,-37.4,,,,,,,,,,
DAL,2.0,,,,2011.0,80,,,False,,,,1.93,,,,,,,,,0.0821,0.1357,0.65,0.1264,False,,0.0678,0.0859,0.83,1.24,0.65,0.01,,,,,,,,,,,,,-34.6,False,-23.1,-16.3,-26.5,-34.6,-25.4,False,-20.8,-26.0,-24.8,-34.6,6.8,False,3.5,1.1,-4.1,-34.6,e1_stranded,,9.13,,,,,,,,,,,,,-0.69,-1.61,,,,,,,,-5.23,,,-15.08,,,2011-05-13,2009-11-06,0.43,47.7,77.0,True,False,0.0,DOWN,12.0,E1,,,True,False,-5.23,,,0.0,3.0,0.43,-25.6,,,,,False,-34.6,12.0,-25.9,11.0,,,,,,,,,,,,,,,,,,
MPAA,1.5,,,,2016.0,76,,,False,,,,1.5,,,,,,,,,0.0798,0.1071,0.513,0.0659,True,,0.0177,0.0211,0.22,0.78,1.21,0.01,,,,,,,,,,,,,-16.4,False,-17.5,-19.4,-15.4,-17.4,-2.7,False,-13.1,-18.8,-15.2,-17.4,-6.8,False,-22.6,-41.2,-32.7,-17.4,e1_stranded,,29.06,,,,,,,,,,,,,-0.63,-1.46,,,,,,,,-4.52,,,-10.53,,,2016-09-02,2015-03-27,0.19,47.0,69.0,True,False,0.0,DOWN,8.0,E1,,,True,False,-4.52,,,0.0,6.0,0.19,-19.31,,,,,False,-10.2,8.0,-2.7,,,,,,,,,,,,,,,,,,,
AMAT,1.5,,,,2022.0,26,,,False,,,,1.48,,,,,,,,,0.096,0.104,0.5,0.0565,True,,0.0878,0.0814,0.91,1.2,1.7,0.0,,,,,,,,,,,,,11.7,False,12.0,1.1,9.1,-8.9,26.8,False,20.7,-5.3,5.1,-8.9,43.4,False,28.8,-2.2,9.2,-8.9,e1_stranded,,103.5,,,,,,,,,,,,,0.52,-0.02,,,,,,,,-1.72,,,3.77,,,2022-12-02,2022-06-10,0.9,54.7,7.0,True,False,0.0,UP,8.0,E1,6.0,3.1,False,False,-8.49,,,4.0,7.0,0.48,-31.79,,,,,False,26.8,,26.8,,,,,,,,,,,,,,,,,,,
MTUS,3.0,,,,2019.0,151,,,False,,,,2.59,,,,,,,,,0.169,0.2211,0.656,0.1712,False,,0.0915,0.0716,0.54,0.44,0.99,0.01,,,,,,,,,,,,,-8.4,False,-17.7,-35.2,-22.0,-9.8,-40.5,False,-53.1,-65.9,-56.6,-40.5,-36.5,False,-63.4,-96.1,-72.8,-55.2,e1_stranded,,11.65,,,,,,,,,,,,,-0.39,-1.88,,,,,,,,-11.54,,,-33.29,,,2019-01-18,2016-03-04,0.25,46.7,4.0,False,False,0.0,DOWN,18.0,E1,,,True,False,-11.54,,,0.0,2.0,0.25,-50.07,,,,,False,-33.7,18.0,-27.2,17.0,,,,,,,,,,,,,,,,,,
UFCS,2.0,,,,2023.0,152,,,False,,,,1.92,,,,,,,,,0.1192,0.1484,0.618,0.0648,False,,0.0116,0.0212,0.1,0.95,1.84,0.02,,,,,,,,,,,,,10.6,False,1.3,-2.0,1.6,-0.7,11.7,False,-9.8,-39.3,-9.5,-0.7,6.6,False,-28.6,-61.5,-28.0,-0.7,e1_stranded,,18.13,,,,,,,,,,,,,-0.29,-1.48,,,,,,,,-8.45,,,-20.72,,,2023-10-06,2020-11-13,0.04,35.9,4.0,True,False,0.0,NONE,,E1,,,True,False,-8.45,,,0.0,4.0,0.04,-26.72,,,,,False,11.7,,11.7,,,,,,,,,,,,,,,,,,,
PAYC,2.0,,,,2022.0,80,,,False,,,,1.93,,,,,,,,,0.109,0.1523,0.637,0.0854,False,,0.0479,0.0466,0.44,0.92,1.28,0.03,,,,,,,,,,,,,-17.0,False,-1.6,9.1,4.8,-24.5,-6.0,False,14.5,24.3,19.9,-24.5,-13.4,False,-5.3,-13.7,-2.8,-24.5,e1_stranded,,341.52,,,,,,,,,,,,,-1.34,-2.64,,,,,,,4.0,-7.72,,,-24.93,,,2022-04-01,2020-09-25,0.25,45.2,79.0,True,False,0.0,DOWN,4.0,E1,,,True,False,-7.72,,,0.0,6.0,0.25,-33.38,,,,,True,-19.8,4.0,-6.0,,,,,,,,,,,,,,,,,,,
CCLD,2.0,,,,2021.0,59,,,False,,,,1.87,,,,,,,,,0.078,0.141,0.695,0.0798,False,,0.0513,0.0357,0.66,0.44,0.98,0.03,,,,,,,,,,,,,-7.5,False,-14.2,-17.2,-16.7,-12.7,-35.5,False,-47.1,-55.1,-48.1,-35.5,-61.3,False,-50.7,-45.0,-41.9,-61.3,e1_stranded,,8.71,,,,,,,,,,,,,-0.47,-0.95,,,,,,,24.0,-2.38,,,-6.28,,,2021-06-18,2020-05-08,0.42,48.8,58.0,True,False,0.0,DOWN,24.0,E1,,,True,False,-2.38,,,0.0,5.0,0.42,-15.47,,,,,True,-26.8,24.0,-26.8,24.0,,,,,,,,,,,,,,,,,,
IMMR,1.5,,,,2015.0,28,,,False,,,,1.48,,,,,,,,,0.0463,0.0927,0.429,0.0581,False,,0.0803,0.0766,1.73,0.92,0.8,0.0,,,,,,,,,,,,,5.2,False,6.5,14.2,3.5,-1.6,14.2,False,14.0,16.7,8.1,-5.3,-42.6,False,-41.9,-36.4,-40.8,-42.6,e1_stranded,,10.5,,,,,,,,,,,,,0.72,0.48,,,,,,,,2.96,,,12.99,,,2015-05-08,2014-10-31,1.0,69.4,9.0,True,False,0.0,UP,2.0,E1,1.0,-1.6,False,False,-3.83,,,6.0,8.0,0.35,-10.45,,,,,False,14.2,,14.2,,,,,,,,,,,,,,,,,,,
KB,1.5,,,,2018.0,73,,,False,,,,1.45,,,,,,,,,0.0551,0.1022,0.411,0.0314,False,,0.0155,0.0219,0.28,0.91,1.75,0.03,,,,,,,,,,,,,-9.9,False,7.2,11.0,9.6,-13.7,-20.1,False,-16.7,-21.7,-17.9,-20.1,-19.4,False,-23.6,-32.6,-24.2,-31.2,e1_stranded,,32.71,,,,,,,,,,,,,-0.54,-1.03,,,,,,,6.0,-4.49,,,-13.45,,,2018-09-21,2017-05-05,0.17,44.2,54.0,True,False,0.0,DOWN,6.0,E1,,,True,False,-4.49,,,0.0,3.0,0.17,-17.34,,,,,True,-7.9,6.0,-20.1,,,,,,,,,,,,,,,,,,,
