ticker,R,kind,date,year,base_start,base_len,close,pos,rsi,range_ratio,wk_since_low,delisted,mad_med,cv,mid_share,pre_vol,spring,regime_spy_up,mad_tail8,mad_tail13,contr8,vol_dry8,rel_tight,zero_wk_share,next_break,wk_to_break,ret13,trunc13,exc13_SPY,exc13_SMH,exc13_QQQ,mae13,ret26,trunc26,exc26_SPY,exc26_SMH,exc26_QQQ,mae26,ret52,trunc52,exc52_SPY,exc52_SMH,exc52_QQQ,mae52
PLNT,1.5,COMP,2024-08-23,2024,2023-10-27,44,81.07,1.0,69.2,1.5,43,False,0.0738,0.095,0.682,0.054,True,True,0.0341,0.0357,0.46,1.12,1.37,0.02,UP,1.0,25.2,False,19.0,26.8,19.7,-2.6,19.5,False,12.1,18.4,9.6,-2.6,32.7,False,16.4,13.9,12.8,-2.6
PLNT,2.0,COMP,2020-11-13,2020,2020-04-10,32,69.4,0.76,56.3,1.48,14,False,0.0611,0.0918,0.656,0.1072,False,True,0.0407,0.0768,0.67,0.89,0.57,0.0,UP,4.0,11.1,False,1.0,-19.6,-4.8,-4.5,13.9,False,-3.3,-5.8,1.4,-4.5,33.0,False,0.6,-21.6,-3.4,-4.5
PLNT,2.0,ANTI,2023-09-22,2023,2022-02-25,83,45.37,0.0,25.1,1.91,0,False,0.0886,0.1219,0.578,0.0562,False,True,0.0223,0.071,0.25,1.26,1.58,0.0,NONE,,61.1,False,50.6,38.3,46.8,0.0,32.0,False,10.1,-29.3,6.8,0.0,85.9,False,52.1,17.3,50.4,0.0
PLOW,1.5,COMP,2012-09-14,2012,2010-09-24,104,9.06,1.0,67.8,1.49,103,False,0.0453,0.064,0.702,0.0366,False,True,0.01,0.0114,0.22,0.86,1.24,0.01,UP,1.0,-10.1,False,-7.2,-8.4,-2.6,-13.9,-1.4,False,-9.1,-10.6,-0.1,-13.9,2.4,False,-15.1,-19.8,-10.3,-13.9
PLOW,1.5,COMP,2012-09-21,2012,2010-10-01,104,9.27,1.0,70.2,1.42,103,False,0.0454,0.0614,0.875,0.0358,False,True,0.0146,0.0121,0.32,0.89,1.27,0.01,NONE,,-7.7,False,-6.3,-10.4,-1.2,-15.7,-6.9,False,-14.8,-18.0,-5.4,-15.7,2.2,False,-17.4,-25.8,-12.0,-15.7
PLOW,1.5,COMP,2016-06-17,2016,2014-08-08,98,16.8,1.0,60.3,1.37,22,False,0.0469,0.0725,0.714,0.0303,False,True,0.0249,0.0277,0.53,0.89,1.55,0.01,UP,1.0,34.9,False,31.1,16.0,24.5,0.0,47.1,False,37.0,18.4,34.2,0.0,34.5,False,14.6,-17.0,3.4,0.0
PLOW,1.5,COMP,2017-09-15,2017,2016-07-01,64,27.01,1.0,66.2,1.47,62,False,0.0341,0.0771,0.781,0.0441,False,True,0.0277,0.0486,0.81,1.22,0.77,0.05,UP,1.0,5.1,False,-2.4,-3.9,-3.1,0.0,29.1,False,18.1,5.0,11.5,0.0,31.8,False,13.5,13.1,4.9,0.0
PLOW,1.5,COMP,2017-09-22,2017,2016-07-29,61,28.39,1.0,70.6,1.48,46,False,0.0304,0.065,0.869,0.0439,False,True,0.0338,0.0508,1.11,1.36,0.69,0.03,UP,1.0,1.4,False,-6.4,-8.4,-7.8,-0.3,14.4,False,10.0,-0.9,4.1,-1.1,25.2,False,6.0,6.6,-2.8,-1.1
PLOW,1.5,COMP,2017-09-29,2017,2016-11-11,47,29.39,1.0,73.3,1.37,20,False,0.0394,0.0692,0.511,0.0512,False,True,0.0377,0.0606,0.96,1.33,0.77,0.02,UP,1.0,-3.5,False,-10.2,-9.8,-10.8,-3.7,11.4,False,5.7,-2.0,0.9,-4.5,14.1,False,-3.8,-1.6,-14.7,-4.5
PLOW,1.5,COMP,2019-11-01,2019,2017-08-25,115,38.32,1.0,71.3,1.49,112,False,0.0767,0.0959,0.574,0.0463,False,True,0.0157,0.0243,0.2,1.1,1.66,0.01,UP,1.0,8.0,False,2.4,0.7,-2.4,0.0,-28.0,False,-21.4,-27.4,-35.5,-43.2,-27.9,False,-36.6,-64.3,-64.3,-43.2
PLOW,1.5,COMP,2020-11-27,2020,2020-03-06,39,32.41,1.0,56.8,1.49,36,False,0.0442,0.0809,0.615,0.0407,False,True,0.0226,0.033,0.51,0.76,1.09,0.0,UP,1.0,21.3,False,16.2,3.7,16.0,0.0,11.0,False,-5.4,-10.6,-1.0,0.0,5.1,False,-22.9,-41.0,-26.5,-7.7
PLOW,1.5,ANTI,2021-06-18,2021,2020-11-06,33,32.26,0.25,38.7,1.44,32,False,0.0643,0.0814,0.667,0.0741,False,True,0.02,0.039,0.31,1.18,0.87,0.03,NONE,,-5.3,False,-12.1,-15.1,-14.6,-5.9,-2.7,False,-14.3,-22.3,-15.3,-7.3,-26.1,False,-15.5,-9.8,-6.6,-26.1
PLOW,1.5,ANTI,2023-11-10,2023,2023-02-10,40,23.69,0.0,33.1,1.46,0,False,0.0315,0.0892,0.5,0.0473,False,True,0.0197,0.0144,0.63,0.92,0.67,0.05,DOWN,9.0,-4.3,False,-18.5,-34.7,-20.1,-4.3,-2.2,False,-21.2,-45.0,-19.4,-15.4,0.5,False,-37.1,-65.4,-36.3,-15.4
PLOW,1.5,ANTI,2024-02-02,2024,2023-02-24,50,23.04,0.0,40.2,1.44,0,False,0.0311,0.0708,0.7,0.0476,False,True,0.0712,0.0518,2.29,1.33,0.65,0.04,DOWN,1.0,-6.5,False,-10.2,-20.4,-8.1,-13.0,12.0,False,3.5,-2.3,7.1,-13.0,6.4,False,-16.9,-21.6,-16.1,-13.0
PLOW,1.5,COMP,2025-07-04,2025,2024-07-12,52,30.38,1.0,70.7,1.45,51,False,0.0577,0.0771,0.673,0.0415,True,True,0.026,0.0506,0.45,1.23,1.39,0.02,UP,6.0,0.9,False,-6.4,-17.8,-7.6,-11.0,7.1,False,-2.7,-24.9,-3.4,-11.0,65.5,False,45.0,-44.0,36.7,-11.0
PLOW,2.0,COMP,2016-08-05,2016,2014-08-08,105,22.88,1.0,81.8,1.86,29,False,0.054,0.1058,0.467,0.0303,False,True,0.0251,0.0802,0.46,1.32,1.78,0.02,UP,1.0,-16.1,False,-12.2,-19.9,-13.7,-16.1,8.7,False,2.4,-10.0,0.5,-16.1,-0.1,False,-15.8,-34.6,-24.3,-16.1
PLOW,2.0,COMP,2019-12-20,2019,2017-06-02,134,44.55,1.0,80.3,1.97,131,False,0.0886,0.1418,0.739,0.0507,False,True,0.0121,0.0737,0.14,1.35,1.75,0.01,DOWN,13.0,-51.2,False,-22.9,-22.6,-32.0,-51.2,-35.4,False,-32.7,-42.1,-51.3,-51.2,-22.5,False,-39.7,-76.1,-70.0,-51.2
PLOW,2.0,COMP,2021-02-05,2021,2020-01-24,55,37.29,0.73,64.2,1.97,46,False,0.079,0.1487,0.782,0.0357,False,True,0.0136,0.0317,0.17,0.83,2.21,0.02,NONE,,-1.8,False,-11.0,-5.3,-2.7,-1.8,-9.1,False,-24.0,-23.3,-20.4,-14.7,-17.9,False,-35.1,-34.4,-26.4,-20.2
PLOW,2.0,ANTI,2022-03-11,2022,2020-01-24,112,28.56,0.32,38.2,1.97,103,False,0.0874,0.1293,0.804,0.0357,False,False,0.0132,0.0266,0.15,0.91,2.45,0.01,NONE,,-7.3,False,-0.3,1.7,3.6,-12.5,-5.9,False,-3.5,5.8,-0.9,-16.5,0.7,False,7.3,2.9,11.1,-16.5
PLPC,1.5,COMP,2025-01-31,2025,2023-09-15,73,149.54,0.71,64.5,1.46,21,False,0.0296,0.0791,0.479,0.0604,False,True,0.0313,0.0508,1.06,0.64,0.49,0.04,UP,22.0,-8.6,False,-3.0,1.5,-2.3,-19.9,-0.8,False,-4.7,-17.4,-7.2,-19.9,67.6,False,51.3,1.5,47.9,-19.9
PLPC,2.0,COMP,2025-08-15,2025,2023-03-03,129,177.21,1.0,66.1,1.6,128,False,0.067,0.1156,0.481,0.0423,False,True,0.0642,0.0523,0.96,5.28,1.58,0.03,UP,1.0,15.3,False,10.6,-1.3,9.8,0.0,57.2,False,50.7,18.9,52.7,0.0,162.2,False,140.2,62.7,134.9,0.0
PLPC,2.0,COMP,2025-10-17,2025,2023-03-10,137,225.09,1.0,78.6,1.99,58,False,0.0732,0.1566,0.321,0.0555,False,True,0.0177,0.0434,0.24,7.52,1.32,0.03,UP,1.0,9.6,False,5.2,-7.5,6.6,-15.9,41.5,False,34.0,5.7,33.8,-15.9,,,,,,
PLRX,1.5,COMP,2023-01-13,2023,2022-07-15,27,23.44,0.79,63.3,1.44,24,False,0.0697,0.0965,0.519,0.0934,False,True,0.038,0.0746,0.55,0.81,0.75,0.0,UP,2.0,13.1,False,9.2,1.4,-0.5,-4.0,-21.9,False,-35.5,-60.9,-57.2,-22.7,-23.6,False,-45.1,-77.8,-70.4,-42.8
PLRX,1.5,ANTI,2024-04-19,2024,2023-08-11,37,12.52,0.0,31.4,1.45,0,False,0.0701,0.0926,0.541,0.1069,False,True,0.0352,0.0637,0.5,0.74,0.66,0.0,DOWN,1.0,-1.3,False,-12.5,-25.8,-16.1,-16.0,21.4,False,2.6,-4.8,1.8,-16.0,-88.3,False,-96.0,-85.4,-96.1,-89.3
PLRX,1.5,COMP,2024-10-18,2024,2024-03-08,33,15.2,0.93,59.0,1.48,15,False,0.0831,0.1083,0.606,0.0766,False,True,0.0704,0.0567,0.85,0.82,1.08,0.0,DOWN,16.0,-26.2,False,-28.8,-29.4,-31.9,-26.2,-90.4,False,-81.0,-67.3,-80.5,-91.2,-89.7,False,-104.7,-126.6,-112.5,-91.8
PLRX,2.0,COMP,2021-02-05,2021,2020-06-05,36,34.1,1.0,62.9,1.7,18,False,0.0665,0.1202,0.667,,False,True,0.0366,0.0642,0.55,0.69,,0.0,UP,5.0,-3.5,False,-12.8,-7.1,-4.5,-12.4,-33.7,False,-48.5,-47.8,-45.0,-40.8,-69.1,False,-86.3,-85.5,-77.6,-69.1
PLRX,2.0,COMP,2023-01-13,2023,2022-07-15,27,23.44,0.79,63.3,1.44,24,False,0.0697,0.0965,0.519,0.0934,False,True,0.038,0.0746,0.55,0.81,0.75,0.0,UP,2.0,13.1,False,9.2,1.4,-0.5,-4.0,-21.9,False,-35.5,-60.9,-57.2,-22.7,-23.6,False,-45.1,-77.8,-70.4,-42.8
PLRX,2.0,COMP,2023-02-03,2023,2022-08-05,27,33.38,0.91,72.9,1.96,9,False,0.082,0.1835,0.296,0.1986,False,True,0.1135,0.0746,1.38,0.94,0.41,0.0,DOWN,24.0,-31.3,False,-31.7,-31.2,-36.9,-31.3,-39.6,False,-48.8,-63.6,-61.5,-48.7,-47.9,False,-69.6,-102.4,-89.0,-59.9
PLRX,2.0,ANTI,2025-02-07,2025,2024-03-08,49,7.79,0.0,30.0,2.0,0,False,0.077,0.1201,0.633,0.0766,False,True,0.1059,0.0632,1.38,1.02,1.01,0.0,DOWN,1.0,-81.9,False,-76.1,-73.1,-75.4,-82.8,-78.7,False,-85.4,-98.5,-88.9,-84.0,-85.4,False,-101.7,-149.8,-102.5,-85.4
PLSE,1.5,COMP,2025-01-03,2025,2024-07-12,26,19.63,0.73,56.6,1.48,9,False,0.0535,0.0956,0.654,0.136,False,True,0.0475,0.0339,0.89,1.08,0.39,0.0,UP,5.0,-23.2,False,-8.8,5.0,-4.8,-23.2,-22.1,False,-28.3,-34.7,-29.6,-23.2,-31.8,False,-48.6,-80.5,-50.6,-33.7
PLSE,1.5,ANTI,2025-06-13,2025,2024-07-12,49,15.77,0.17,43.9,1.5,32,False,0.0486,0.0943,0.714,0.136,False,True,0.0069,0.0275,0.14,1.0,0.36,0.0,DOWN,13.0,-7.9,False,-18.4,-26.3,-19.4,-7.9,-9.7,False,-24.6,-47.5,-26.4,-17.5,54.5,False,28.9,-87.5,17.0,-17.5
PLSE,1.5,ANTI,2025-12-26,2025,2025-02-21,45,14.4,0.22,44.9,1.5,5,False,0.0704,0.0935,0.733,0.1398,False,True,0.0548,0.1094,0.78,0.88,0.5,0.0,UP,6.0,42.8,False,50.7,40.6,52.6,-7.0,97.6,False,91.4,30.4,84.1,-7.0,,,,,,
PLSE,2.0,ANTI,2021-12-17,2021,2021-02-26,43,16.15,0.0,37.9,1.91,0,False,0.1095,0.1481,0.605,0.1181,False,True,0.0623,0.0301,0.57,0.78,0.93,0.0,DOWN,1.0,-65.0,False,-61.9,-56.6,-56.4,-72.5,-87.7,False,-67.8,-57.7,-59.2,-89.5,-84.1,False,-68.8,-56.9,-55.8,-92.0
PLSE,2.0,ANTI,2021-12-31,2021,2021-03-19,42,14.81,0.0,35.2,1.72,0,False,0.1091,0.1274,0.595,0.1181,False,True,0.1598,0.0564,1.46,0.81,0.92,0.0,DOWN,1.0,-76.0,False,-71.7,-62.0,-67.1,-76.0,-89.7,False,-70.6,-53.2,-60.9,-89.7,-81.3,False,-63.1,-47.8,-48.7,-91.2
PLSE,2.0,COMP,2024-06-28,2024,2023-11-24,32,11.19,0.73,59.6,1.76,10,False,0.1364,0.1761,0.438,0.1614,False,True,0.0572,0.0806,0.42,1.81,0.85,0.03,UP,2.0,53.8,False,48.4,58.7,52.0,0.0,61.0,False,51.0,65.3,51.6,0.0,34.8,False,20.4,27.5,19.7,0.0
PLSE,2.0,ANTI,2025-09-12,2025,2024-06-28,64,14.52,0.31,42.0,1.95,63,False,0.0685,0.1193,0.828,0.1371,False,True,0.027,0.0238,0.39,0.81,0.5,0.0,UP,22.0,-1.9,False,-5.9,-18.3,-6.6,-10.4,48.6,False,47.2,20.9,47.1,-10.4,274.9,False,258.3,190.2,253.5,-10.4
PLSE,2.0,COMP,2026-03-13,2026,2024-07-05,89,21.57,0.87,60.8,1.91,88,False,0.0865,0.1311,0.73,0.1364,False,True,0.0889,0.1225,1.03,2.49,0.63,0.0,UP,5.0,13.0,False,0.7,-47.1,-8.7,-13.4,152.3,False,137.3,107.7,132.7,-13.4,,,,,,
PLSE,2.0,COMP,2026-05-15,2026,2024-07-12,97,24.55,1.0,59.3,1.89,25,False,0.0988,0.1448,0.639,0.136,False,True,0.0646,0.0747,0.65,1.82,0.73,0.0,UP,1.0,81.4,False,76.1,75.8,78.2,-0.7,,,,,,,,,,,,
PLTK,1.5,ANTI,2022-04-29,2022,2021-11-05,26,15.1,0.22,44.8,1.48,13,False,0.0462,0.0967,0.577,0.056,True,False,0.0537,0.0432,1.16,1.06,0.82,0.0,DOWN,1.0,-30.2,False,-30.6,-33.4,-31.1,-31.2,-44.1,False,-39.4,-28.0,-34.2,-48.2,-43.1,False,-45.8,-51.9,-46.9,-53.1
PLTK,1.5,COMP,2023-03-31,2023,2022-07-29,36,9.67,0.73,55.3,1.5,14,False,0.0641,0.0979,0.694,0.0758,False,True,0.0597,0.052,0.93,0.89,0.85,0.0,UP,15.0,3.0,False,-5.7,-12.7,-12.2,-11.2,-14.5,False,-19.7,-24.6,-26.4,-16.6,-36.5,False,-66.1,-108.5,-75.8,-37.8
PLTK,1.5,ANTI,2023-09-29,2023,2022-12-30,40,8.27,0.28,43.5,1.47,39,False,0.0579,0.0894,0.675,0.0788,False,True,0.0153,0.0544,0.26,0.96,0.73,0.0,DOWN,4.0,-9.5,False,-21.1,-30.8,-24.0,-18.4,-25.7,False,-49.0,-81.9,-50.2,-27.2,-14.3,False,-49.8,-86.2,-51.1,-28.6
PLTK,1.5,COMP,2024-12-06,2024,2023-09-22,64,7.64,0.66,60.9,1.44,34,False,0.0766,0.0891,0.656,0.0651,False,True,0.0215,0.0506,0.28,0.71,1.18,0.0,DOWN,12.0,-38.4,False,-33.4,-29.3,-31.9,-38.4,-40.7,False,-39.9,-42.8,-41.7,-51.4,-45.9,False,-60.1,-93.1,-65.3,-57.4
PLTK,1.5,ANTI,2026-03-06,2026,2025-08-01,32,2.78,0.0,32.2,1.5,0,False,0.0336,0.0859,0.656,0.0735,True,True,0.0301,0.0784,0.9,0.91,0.46,0.03,DOWN,3.0,11.2,False,1.2,-38.5,-6.6,-1.8,-20.9,False,-36.0,-69.9,-41.0,-20.9,,,,,,
PLTK,1.5,ANTI,2026-06-12,2026,2025-12-19,26,3.15,0.33,44.8,1.47,11,False,0.0731,0.1129,0.615,0.0791,False,True,0.0515,0.0794,0.7,0.91,0.92,0.0,UP,5.0,-29.5,False,-32.0,-19.9,-27.9,-30.2,,,,,,,,,,,,
PLTK,1.5,COMP,2026-06-26,2026,2025-12-19,28,3.83,0.86,55.8,1.47,13,False,0.07,0.1109,0.607,0.0791,False,True,0.0496,0.0659,0.71,1.25,0.88,0.0,UP,3.0,,,,,,,,,,,,,,,,,,
PLTK,2.0,ANTI,2022-05-27,2022,2021-11-05,30,12.75,0.13,40.2,1.73,2,False,0.0592,0.124,0.733,0.056,False,False,0.123,0.1062,2.08,0.94,1.06,0.0,DOWN,2.0,-26.5,False,-24.5,-17.1,-26.1,-26.6,-37.2,False,-34.9,-27.3,-30.3,-38.7,-32.0,False,-34.8,-53.4,-45.6,-44.5
PLTK,2.0,ANTI,2024-02-02,2024,2022-07-01,84,6.16,0.0,33.9,1.9,0,False,0.0959,0.138,0.69,0.0747,False,True,0.0629,0.0522,0.66,0.45,1.28,0.0,DOWN,5.0,9.8,False,6.0,-4.1,8.1,-4.1,2.7,False,-5.8,-11.5,-2.2,-4.1,5.5,False,-17.8,-22.5,-17.0,-4.1
PLTK,2.0,ANTI,2025-02-28,2025,2023-08-11,82,4.78,0.0,28.7,1.88,0,False,0.0831,0.1077,0.866,0.0679,False,True,0.0213,0.0329,0.26,0.7,1.22,0.0,DOWN,1.0,-8.2,False,-7.7,-11.2,-10.5,-22.3,-26.5,False,-35.7,-51.2,-39.0,-28.1,-35.4,False,-52.2,-110.5,-55.5,-35.4
PLTK,2.0,ANTI,2025-03-14,2025,2023-09-29,77,4.15,0.0,24.6,1.99,0,False,0.0688,0.1071,0.701,0.0655,False,False,0.0412,0.0287,0.6,0.94,1.05,0.0,DOWN,1.0,4.5,False,-1.9,-8.9,-5.5,-10.4,-14.4,False,-31.9,-48.7,-37.0,-17.1,-31.3,False,-50.4,-102.8,-55.7,-33.0
PLTK,2.0,ANTI,2026-09-04,2026,2025-08-01,58,2.2,0.0,34.3,1.89,0,False,0.0759,0.1354,0.603,0.0735,True,True,0.1706,0.1433,2.25,0.94,1.03,0.02,NONE,,,,,,,,,,,,,,,,,,,
PLTR,1.5,COMP,2021-09-03,2021,2021-02-19,29,26.64,0.74,59.4,1.47,17,False,0.0552,0.0878,0.655,0.1626,False,True,0.06,0.052,1.09,0.71,0.34,0.0,DOWN,13.0,-28.8,False,-29.1,-38.9,-29.3,-28.8,-58.9,False,-54.9,-52.8,-47.5,-58.9,-72.2,False,-60.0,-48.7,-50.0,-72.2
PLTR,1.5,COMP,2024-08-09,2024,2024-02-09,27,30.01,1.0,65.4,1.47,16,False,0.0496,0.0986,0.63,0.0965,False,True,0.0597,0.1006,1.2,1.17,0.51,0.0,UP,1.0,94.6,False,82.0,79.2,80.3,0.0,269.4,False,255.9,259.9,252.9,0.0,523.0,False,502.0,491.9,494.7,0.0
PLTR,1.5,ANTI,2026-01-30,2026,2025-07-04,31,146.59,0.18,42.9,1.49,30,False,0.0607,0.0897,0.742,0.1081,False,True,0.0451,0.0353,0.74,0.73,0.56,0.0,DOWN,2.0,-1.7,False,-6.1,-28.1,-10.3,-12.6,-16.1,False,-24.6,-50.0,-26.9,-23.0,,,,,,
PLTR,2.0,ANTI,2021-12-10,2021,2020-11-20,56,18.94,0.05,37.3,1.94,55,False,0.0786,0.1404,0.714,,False,True,0.1232,0.0833,1.57,0.59,,0.0,DOWN,4.0,-39.9,False,-29.4,-20.2,-21.5,-42.1,-56.4,False,-39.7,-29.6,-29.1,-57.3,-62.5,False,-47.3,-34.4,-33.8,-62.5
PLTR,2.0,ANTI,2022-01-07,2022,2021-02-12,48,16.56,0.0,32.0,1.93,0,False,0.0819,0.1291,0.75,,False,True,0.0224,0.0999,0.27,0.67,,0.0,DOWN,1.0,-23.3,False,-19.6,-6.5,-15.3,-33.8,-38.6,False,-22.6,-8.9,-16.6,-51.2,-61.4,False,-46.0,-33.5,-32.6,-62.0
PLTR,2.0,COMP,2023-05-19,2023,2022-04-15,58,11.71,0.88,66.1,1.97,21,False,0.0873,0.1583,0.586,0.069,True,True,0.0637,0.0367,0.73,0.81,1.27,0.0,UP,1.0,23.0,False,18.3,13.3,16.4,0.0,75.0,False,66.5,53.0,59.9,0.0,85.8,False,57.5,12.1,50.7,0.0
PLTR,2.0,COMP,2023-11-03,2023,2023-05-12,26,18.89,1.0,64.4,1.99,25,False,0.062,0.1232,0.731,0.0883,False,True,0.0533,0.0509,0.86,0.92,0.7,0.04,UP,1.0,-9.9,False,-24.1,-38.6,-26.9,-15.4,23.5,False,5.0,-23.0,4.6,-15.4,121.9,False,88.8,57.2,88.4,-15.4
PLTR,2.0,COMP,2023-11-10,2023,2023-05-19,26,19.67,1.0,66.2,1.68,25,False,0.0619,0.1071,0.769,0.0949,False,True,0.07,0.0522,1.13,0.95,0.65,0.04,UP,1.0,23.9,False,9.7,-6.4,8.2,-18.8,4.7,False,-14.3,-38.1,-12.5,-18.8,196.8,False,159.2,131.0,160.0,-18.8
PLTR,2.0,COMP,2024-02-09,2024,2023-05-26,38,24.38,1.0,70.5,1.79,37,False,0.0745,0.1271,0.5,0.0996,False,True,0.0231,0.0454,0.31,0.76,0.75,0.03,UP,1.0,-15.5,False,-19.7,-25.0,-16.8,-16.0,23.1,False,16.1,12.8,19.7,-16.0,354.7,False,333.3,334.0,334.3,-16.0
PLUG,1.5,COMP,2014-11-07,2014,2014-05-16,26,5.3,0.66,56.3,1.45,24,False,0.0798,0.1161,0.385,0.3098,False,True,0.0203,0.0786,0.25,0.74,0.26,0.0,DOWN,1.0,-45.1,False,-46.7,-50.8,-47.0,-49.6,-54.2,False,-59.3,-65.1,-61.8,-54.2,-47.9,False,-53.3,-56.2,-62.1,-67.9
PLUG,1.5,ANTI,2021-10-01,2021,2021-04-09,26,25.57,0.27,44.5,1.41,21,False,0.0664,0.0955,0.577,0.1626,False,True,0.0308,0.0216,0.46,0.67,0.41,0.0,UP,3.0,10.4,False,0.6,-10.6,-0.2,0.0,10.8,False,5.8,6.8,10.1,-26.6,-17.8,False,-1.3,9.6,7.5,-41.2
PLUG,2.0,ANTI,2014-12-05,2014,2014-04-25,33,3.6,0.0,40.7,1.64,0,False,0.0911,0.1371,0.545,0.3078,False,True,0.0883,0.0753,0.97,0.59,0.3,0.0,DOWN,1.0,-17.5,False,-17.8,-18.9,-19.8,-25.8,-23.9,False,-25.7,-26.7,-28.2,-32.5,-42.2,False,-45.0,-43.9,-52.7,-52.8
PLUG,2.0,COMP,2020-06-05,2020,2019-11-15,30,4.88,0.74,59.8,1.89,24,False,0.1176,0.1512,0.633,0.0887,False,True,0.0511,0.0882,0.43,0.89,1.33,0.0,UP,3.0,141.0,False,133.2,128.7,122.5,0.0,409.2,False,392.4,365.5,381.3,0.0,526.6,False,492.2,460.8,485.7,0.0
PLUG,2.0,COMP,2021-11-12,2021,2021-03-19,35,43.14,1.0,69.1,1.87,27,False,0.0972,0.1573,0.371,0.1592,False,True,0.1767,0.1016,1.82,1.17,0.61,0.0,UP,1.0,-50.6,False,-45.2,-39.2,-38.7,-56.5,-65.2,False,-51.7,-42.7,-41.9,-65.2,-58.5,False,-45.1,-32.3,-31.9,-65.7
PLUG,2.0,COMP,2022-09-09,2022,2021-12-17,39,29.92,1.0,59.7,1.99,17,False,0.174,0.1998,0.538,0.129,False,False,0.1099,0.2123,0.63,1.35,1.35,0.0,DOWN,8.0,-55.3,False,-52.5,-56.8,-47.4,-55.3,-58.7,False,-54.5,-69.6,-53.1,-58.8,-73.4,False,-84.8,-113.7,-95.6,-75.0
PLUG,2.0,ANTI,2023-08-18,2023,2023-02-24,26,8.64,0.17,39.4,1.9,14,False,0.1286,0.1722,0.577,0.1143,False,True,0.0825,0.1232,0.64,1.18,1.13,0.0,DOWN,5.0,-53.7,False,-57.3,-65.0,-61.7,-59.1,-54.2,False,-69.5,-93.1,-74.9,-69.0,-74.4,False,-103.2,-144.3,-108.0,-77.2
PLUS,1.5,COMP,2012-01-20,2012,2010-10-22,66,7.05,1.0,62.0,1.48,65,False,0.0664,0.0789,0.773,0.0348,False,True,0.0163,0.01,0.25,0.85,1.91,0.03,UP,2.0,-1.0,False,-6.0,-2.9,-11.1,-4.6,8.3,False,3.9,15.2,0.4,-4.6,59.6,False,44.7,52.7,46.0,-4.6
PLUS,1.5,COMP,2012-02-03,2012,2010-10-29,67,7.26,1.0,62.4,1.49,66,False,0.0678,0.0792,0.776,0.0348,False,True,0.0287,0.0216,0.42,1.22,1.95,0.03,UP,1.0,-6.9,False,-9.2,-4.1,-11.4,-6.9,4.8,False,0.2,8.3,-1.4,-6.9,64.5,False,49.6,58.6,54.1,-6.9
PLUS,1.5,COMP,2012-02-10,2012,2010-11-05,67,7.66,1.0,66.1,1.45,23,False,0.0658,0.0817,0.597,0.0346,False,True,0.0515,0.0269,0.78,1.34,1.9,0.03,UP,2.0,-9.0,False,-10.4,-6.6,-11.9,-11.8,6.3,False,0.5,5.4,-1.2,-11.8,47.8,False,32.3,39.7,37.6,-11.8
PLUS,1.5,ANTI,2013-11-15,2013,2013-04-26,30,12.08,0.21,41.7,1.46,29,False,0.0779,0.1019,0.567,0.0378,False,True,0.0199,0.0246,0.26,0.76,2.06,0.0,NONE,,17.4,False,14.6,10.5,10.1,0.0,5.2,False,-0.3,-5.1,-0.3,0.0,39.1,False,23.4,9.6,14.3,0.0
PLUS,1.5,COMP,2014-04-18,2014,2013-04-26,52,14.52,0.7,57.7,1.46,51,False,0.0424,0.0802,0.75,0.0378,False,True,0.0182,0.0132,0.43,0.85,1.12,0.0,NONE,,-3.4,False,-10.0,-15.3,-15.2,-15.7,-1.7,False,-3.8,-5.7,-10.1,-15.7,40.8,False,27.1,16.6,16.5,-15.7
PLUS,1.5,COMP,2014-11-07,2014,2013-05-17,78,17.56,1.0,74.1,1.45,51,False,0.0339,0.0674,0.667,0.0383,False,True,0.0214,0.0163,0.63,1.29,0.89,0.0,UP,4.0,15.5,False,13.9,9.8,13.6,-6.2,18.3,False,13.2,7.4,10.7,-6.2,41.5,False,36.1,33.2,27.2,-6.2
PLUS,1.5,COMP,2015-11-06,2015,2015-01-16,43,24.84,1.0,71.5,1.5,40,False,0.0461,0.074,0.837,0.0409,False,True,0.0386,0.057,0.84,1.1,1.13,0.02,NONE,,-25.2,False,-15.2,-13.8,-10.9,-25.2,-20.8,False,-19.8,-16.9,-13.3,-29.2,-3.2,False,-4.6,-26.5,-3.3,-29.2
PLUS,1.5,ANTI,2016-03-25,2016,2015-01-16,63,19.24,0.32,44.4,1.5,60,False,0.0604,0.0886,0.698,0.0409,False,True,0.0205,0.055,0.34,1.05,1.48,0.02,NONE,,4.9,False,4.3,3.0,7.4,0.0,15.6,False,8.2,-8.2,4.7,0.0,70.7,False,53.1,23.2,47.6,0.0
PLUS,1.5,COMP,2016-11-11,2016,2015-02-06,93,25.59,1.0,70.8,1.46,39,False,0.0543,0.0784,0.699,0.0408,False,True,0.0272,0.0171,0.5,0.77,1.33,0.02,UP,1.0,17.7,False,10.1,6.9,7.4,0.0,39.4,False,27.9,17.6,19.1,0.0,46.5,False,24.9,-4.7,12.5,0.0
PLUS,1.5,COMP,2018-06-15,2018,2017-04-21,61,47.44,1.0,69.5,1.42,60,False,0.038,0.0834,0.672,0.0288,False,True,0.0389,0.0722,1.02,1.09,1.32,0.03,UP,3.0,6.1,False,1.1,9.4,1.9,-2.4,-24.7,False,-19.1,-6.9,-16.1,-24.7,-25.8,False,-31.7,-20.7,-29.9,-28.9
