ticker,R,start,asof,base_len,close,base_hi,base_lo,range_ratio,drift,prior_dd,above_ma200,mad_med,cv,mid_share,pre_vol,pos_now,ma_now,slope_now,rsi_now,hl_now,wk_since_low_now,mad_tail8,mad_tail13,contr8,vol_dry8,rel_tight,zero_wk_share,spring,date,rev_yoy,rev_yoy_prev,rev_accel,rev_ttm_yoy,ni_ttm,gm,q_date,fcf_ttm,eps_actual,eps_yoy,surprise_pct,eps_turn_pos,quality,sector,industry,mkt_cap,short_ratio,short_pct_float,shares_short,shares_short_prior,short_chg_mom
ROOT,1.5,2026-01-30,2026-09-11,33,52.79,64.36,43.21,1.49,0.14,-0.73,False,0.0556,0.1024,0.636,0.1036,0.45,True,0.083,43.7,0,23,0.0346,0.0538,0.62,0.79,0.54,0.06,False,2026-09-11,0.01645338208409508,0.12621637092157978,-0.1097629888374847,0.14860408881072762,61200000.0,0.38360739979445013,2026-06-30,179200000.0,1.42,0.1544715447154471,97.2222,False,True,Financial Services,Insurance - Property & Casualty,828656576.0,,0.1418,,,
RPAY,2.0,2025-10-10,2026-09-11,49,3.56,5.09,2.58,1.97,-0.04,-0.77,False,0.0726,0.1383,0.755,0.0603,0.39,True,0.129,47.4,1,23,0.0352,0.0361,0.48,0.55,1.2,0.0,False,2026-09-11,0.3316187554544734,0.04486259295182671,0.2867561625026467,0.08841790525410231,-167452000.0,0.7013157241447793,2026-06-30,55491000.0,0.16,-0.20000000000000004,6.6667,False,False,Technology,Software - Infrastructure,313936416.0,,0.0662,,,
RPC,1.5,2026-02-06,2026-09-11,32,7.9,10.06,6.85,1.47,0.18,-0.5,False,0.053,0.0788,0.75,0.0554,0.33,True,0.071,43.0,0,24,0.0128,0.0258,0.24,0.94,0.96,0.0,True,2026-09-11,0.11292363556338025,0.10872360234678657,0.004200033216593679,0.044338312841256444,27377000.0,0.9217935091578713,2026-06-30,53204000.0,0.16,-0.30434782608695654,-5.8824,False,True,Financial Services,Asset Management,894033728.0,,0.0581,,,
RPM,1.5,2023-11-03,2026-09-11,150,99.31,134.2,91.63,1.46,-0.02,-0.08,False,0.0457,0.0787,0.747,0.038,0.18,True,0.065,42.1,3,149,0.0145,0.0186,0.32,1.47,1.2,0.04,False,2026-09-11,0.0719797307844714,0.08898170208904199,-0.017001971304570596,0.06656743496634321,661392000.0,0.42567035645556234,2026-05-31,675201000.0,1.89,0.09883720930232553,2.7174,False,True,Basic Materials,Specialty Chemicals,12791104512.0,,0.0409,,,
RRC,1.5,2024-11-08,2026-09-11,97,41.88,47.52,32.48,1.46,0.36,-0.12,True,0.0657,0.0819,0.619,0.0426,0.62,False,-0.067,56.8,1,96,0.0241,0.0536,0.37,0.96,1.54,0.03,False,2026-09-11,0.19141652862086156,0.221949409685134,-0.030532881064272432,0.19048663600236915,860347000.0,0.586618296461849,2026-06-30,1174050999.0,0.74,0.12121212121212115,42.3077,False,True,Energy,Oil & Gas E&P,9615912960.0,,0.1267,,,
RRX,1.5,2026-01-09,2026-09-11,36,156.52,226.42,152.11,1.49,0.03,-0.14,True,0.0821,0.1176,0.389,0.057,0.06,False,-0.041,35.3,0,35,0.0625,0.1032,0.76,1.03,1.44,0.0,True,2026-09-11,0.041641601497226066,0.043015302164868485,-0.001373700667642419,0.03502656893399636,324000000.0,0.39245379876796715,2026-06-30,466300000.0,2.99,0.20564516129032268,15.0,False,True,Industrials,Specialty Industrial Machinery,10803575808.0,,0.0539,,,
RUM,2.0,2025-08-01,2026-09-11,59,7.36,9.19,4.71,1.95,-0.03,-0.69,False,0.1195,0.1605,0.661,0.1771,0.59,True,0.039,51.9,1,24,0.1858,0.1057,1.55,1.28,0.67,0.0,False,2026-09-11,0.6092218378655838,0.07394531271420557,0.5352765251513782,0.1304886730940089,-158370315.0,0.20828374630041924,2026-06-30,-153965300.0,-0.15,-0.25,-50.0,False,False,Communication Services,Internet Content & Information,3554959104.0,,0.1275,,,
RVLV,1.5,2026-01-30,2026-09-11,33,20.48,27.65,18.61,1.49,-0.31,-0.5,False,0.0619,0.1038,0.667,0.0659,0.21,True,0.055,40.0,0,17,0.0438,0.0471,0.71,0.92,0.94,0.0,False,2026-09-11,0.12439355149836073,0.1556103791930814,-0.031216827694720672,0.10801451773026849,72640000.0,0.566097206430535,2026-06-30,25424000.0,0.26,0.7333333333333335,30.0,False,True,Consumer Cyclical,Internet Retail,1511968640.0,,0.1402,,,
RVLV,2.0,2024-12-20,2026-09-11,91,20.48,34.1,17.71,1.93,-0.16,-0.52,False,0.0973,0.1623,0.538,0.0899,0.17,True,0.055,40.0,0,70,0.0438,0.0471,0.45,0.84,1.08,0.0,False,2026-09-11,0.12439355149836073,0.1556103791930814,-0.031216827694720672,0.10801451773026849,72640000.0,0.566097206430535,2026-06-30,25424000.0,0.26,0.7333333333333335,30.0,False,True,Consumer Cyclical,Internet Retail,1511968640.0,,0.1402,,,
RWAY,1.5,2026-02-13,2026-09-11,31,6.51,7.45,5.05,1.48,-0.26,-0.45,False,0.0823,0.1005,0.71,0.0331,0.61,False,-0.031,54.4,0,11,0.0099,0.0586,0.12,0.72,2.49,0.03,False,2026-09-11,-1.2696124995905533,1.236613972463029,-2.5062264720535823,-0.49347260601444054,7762000.0,1.4743044587534928,2026-06-30,-75366000.0,0.43,0.13157894736842102,48.2759,False,False,Financial Services,Asset Management,277024480.0,,0.1036,,,
RXRX,1.5,2026-01-30,2026-09-11,33,3.16,4.19,2.93,1.43,-0.29,-0.78,False,0.0539,0.0894,0.576,0.1266,0.18,True,0.011,45.5,0,17,0.0533,0.0836,0.99,1.01,0.43,0.0,False,2026-09-11,-0.5984923833952782,-0.5610715496778569,-0.03742083371742133,-0.14875622662590582,-518886000.0,-0.49817470664928293,2026-06-30,-354265000.0,-0.25,0.39024390243902435,-8.6957,False,False,Healthcare,Biotechnology,1716067456.0,,0.3503,,,
RYAAY,1.5,2025-05-23,2026-09-11,69,53.0,72.7,52.97,1.37,0.03,-0.04,True,0.0633,0.084,0.536,0.0414,0.0,True,0.021,39.5,0,17,0.0242,0.0512,0.38,0.73,1.53,0.0,False,2026-09-11,0.010720213943194334,0.11170455491228837,-0.10098434096909403,0.06631097366984995,1884996135.0,0.17755069455532493,2026-06-30,1709158478.0,1.19,-0.335195530726257,-4.8,False,True,Industrials,Airlines,27883685888.0,,0.0046,,,
S,2.0,2025-02-21,2026-09-11,82,19.81,23.11,11.94,1.94,-0.17,-0.6,True,0.0984,0.14,0.707,0.0657,0.7,True,0.284,56.3,1,22,0.0455,0.0864,0.46,1.36,1.5,0.0,False,2026-09-11,0.205621368964791,0.20795619768675588,-0.0023348287219648878,0.21085189132238824,-340087000.0,0.7206564810723985,2026-07-31,38323000.0,-0.18,0.18181818181818185,-38.4615,False,False,Technology,Software - Infrastructure,6873970176.0,,0.0541,,,
SA,1.5,2026-03-06,2026-09-11,28,30.95,34.11,24.43,1.4,-0.02,-0.38,True,0.0651,0.0948,0.536,0.0802,0.67,False,-0.025,52.7,0,25,0.0359,0.0924,0.55,0.85,0.81,0.0,False,2026-09-11,,,,,34825503.0,,2026-06-30,-174859224.0,-0.09,-2.174934725848564,-125.0,False,False,Basic Materials,Gold,3345086464.0,,0.0428,,,
SA,2.0,2025-09-19,2026-09-11,52,30.95,39.35,20.15,1.95,0.26,0.07,True,0.0802,0.1358,0.731,0.0701,0.56,False,-0.025,52.7,1,51,0.0359,0.0924,0.45,0.78,1.14,0.02,False,2026-09-11,,,,,34825503.0,,2026-06-30,-174859224.0,-0.09,-2.174934725848564,-125.0,False,False,Basic Materials,Gold,3345086464.0,,0.0428,,,
SABS,1.5,2025-10-24,2026-09-11,47,3.42,4.39,3.03,1.45,-0.0,-0.69,False,0.0501,0.0739,0.787,0.1518,0.29,True,0.008,45.1,1,46,0.0296,0.0317,0.59,0.96,0.33,0.02,False,2026-09-11,,,,-1.0,-12775159.0,,2026-06-30,-72695650.0,-0.28,0.7431192660550459,3.4483,False,False,Healthcare,Biotechnology,310263520.0,,0.0468,,,
SABS,2.0,2025-10-10,2026-09-11,49,3.42,4.39,2.29,1.92,0.15,-0.77,False,0.0529,0.1032,0.633,0.155,0.54,True,0.008,45.1,1,48,0.0296,0.0317,0.56,0.97,0.34,0.02,False,2026-09-11,,,,-1.0,-12775159.0,,2026-06-30,-72695650.0,-0.28,0.7431192660550459,3.4483,False,False,Healthcare,Biotechnology,310263520.0,,0.0468,,,
SAFE,1.5,2024-12-13,2026-09-11,92,14.36,18.88,12.79,1.48,-0.15,-0.57,False,0.0517,0.0851,0.663,0.0434,0.26,True,0.082,42.8,2,42,0.0345,0.0459,0.67,0.75,1.19,0.05,False,2026-09-11,0.22169177980008947,0.07239165822046134,0.14930012157962813,0.10513611479406348,116174000.0,0.8717617710168694,2026-06-30,36947000.0,0.42,0.07692307692307684,2.439,False,True,Real Estate,REIT - Diversified,993552384.0,,0.0891,,,
SAIA,2.0,2025-01-31,2026-09-11,85,346.0,489.51,245.63,1.99,0.37,-0.59,False,0.1395,0.188,0.518,0.066,0.41,False,-0.079,41.0,1,72,0.0281,0.095,0.2,0.8,2.11,0.01,False,2026-09-11,0.17057452133420625,0.023681554137701122,0.14689296719650513,0.04838792920950197,277964000.0,0.18212869082294295,2026-06-30,255227000.0,3.51,0.31460674157303364,5.0898,False,True,Industrials,Trucking,9339722752.0,,0.0485,,,
SAIL,2.0,2026-01-02,2026-09-11,37,17.64,19.83,10.49,1.89,0.19,-0.57,,0.1559,0.1721,0.486,0.0683,0.77,True,0.226,53.1,0,22,0.0507,0.1127,0.33,1.14,2.28,0.0,False,2026-09-11,0.16815769465007802,0.21553534547095476,-0.04737765082087675,0.20133538512915283,-197224000.0,0.5897679178013879,2026-07-31,182045000.0,0.09,0.28571428571428553,12.5,False,False,Technology,Software - Infrastructure,9842515968.0,,0.2766,,,
SANA,1.5,2026-03-06,2026-09-11,28,3.09,4.01,2.68,1.5,0.39,-0.74,False,0.051,0.1066,0.714,0.1355,0.31,True,0.128,44.7,1,14,0.1033,0.1051,2.03,0.91,0.38,0.07,False,2026-09-11,,,,-1.0,-211822000.0,,2026-06-30,-135062000.0,-0.13,0.1875,13.3333,False,False,Healthcare,Biotechnology,936998848.0,,0.2343,,,
SAP,1.5,2026-01-16,2026-09-11,35,205.95,229.6,155.09,1.48,-0.1,-0.49,True,0.0994,0.1193,0.429,0.0346,0.68,True,0.08,56.4,0,11,0.0475,0.1339,0.48,0.99,2.87,0.03,False,2026-09-11,0.09427273734352504,0.06013536003550435,0.03413737730802069,0.06425725192966802,7796000000.0,0.7317270702571371,2026-06-30,8707837626.0,1.85,0.05113636363636368,-7.5,False,True,Technology,Software - Application,238181597184.0,,0.0044,,,
SAP,2.0,2024-01-12,2026-09-11,140,205.95,304.51,152.52,2.0,0.05,-0.01,True,0.1691,0.1893,0.493,0.0315,0.35,True,0.08,56.4,0,139,0.0475,0.1339,0.28,1.74,5.37,0.01,False,2026-09-11,0.09427273734352504,0.06013536003550435,0.03413737730802069,0.06425725192966802,7796000000.0,0.7317270702571371,2026-06-30,8707837626.0,1.85,0.05113636363636368,-7.5,False,True,Technology,Software - Application,238181597184.0,,0.0044,,,
SARO,1.5,2024-10-04,2026-09-11,102,23.65,32.97,23.13,1.43,-0.08,,False,0.0553,0.0785,0.696,,0.05,True,0.046,38.5,1,75,0.0735,0.0462,1.33,1.41,,0.03,False,2026-09-11,0.04627379830379552,0.13323390833581783,-0.08696011003202231,0.12560771741720744,323969000.0,0.16801848854749005,2026-06-30,218391000.0,0.4,0.7391304347826088,14.2857,False,True,Industrials,Aerospace & Defense,7955303424.0,,0.0799,,,
SARO,2.0,2024-10-04,2026-09-11,102,23.65,32.97,23.13,1.43,-0.08,,False,0.0553,0.0785,0.696,,0.05,True,0.046,38.5,1,75,0.0735,0.0462,1.33,1.41,,0.03,False,2026-09-11,0.04627379830379552,0.13323390833581783,-0.08696011003202231,0.12560771741720744,323969000.0,0.16801848854749005,2026-06-30,218391000.0,0.4,0.7391304347826088,14.2857,False,True,Industrials,Aerospace & Defense,7955303424.0,,0.0799,,,
SBET,2.0,2026-01-30,2026-09-11,33,8.43,8.88,4.81,1.85,-0.11,-0.94,False,0.1012,0.1565,0.576,1.4562,0.89,False,-0.018,57.4,0,11,0.145,0.1324,1.43,1.11,0.07,0.0,False,2026-09-11,15.532552406384134,15.2565674078608,0.27598499852333447,14.96677324544957,-1710024372.0,0.9776197085357391,2026-06-30,-33883765.0,0.01,1.0023401666198632,-50.0,True,False,Financial Services,Capital Markets,1928945536.0,,0.1617,,,
SBGI,1.5,2024-06-28,2026-09-11,116,13.82,16.2,10.94,1.48,0.2,-0.43,True,0.052,0.0818,0.733,0.1026,0.55,True,0.008,49.2,3,57,0.0175,0.0203,0.34,1.02,0.51,0.03,False,2026-09-11,0.0714285714285714,0.0399484536082475,0.031480117820323894,-0.06463659867854066,52000000.0,0.4583333333333333,2026-06-30,95000000.0,-1.06,-1.0,-715.3846,False,True,Communication Services,Broadcasting,1003101568.0,,0.2772,,,
SBGI,2.0,2023-10-20,2026-09-11,152,13.82,16.2,8.16,1.99,0.4,-0.63,True,0.071,0.1171,0.77,0.0833,0.7,True,0.008,49.2,3,150,0.0175,0.0203,0.25,1.03,0.85,0.02,False,2026-09-11,0.0714285714285714,0.0399484536082475,0.031480117820323894,-0.06463659867854066,52000000.0,0.4583333333333333,2026-06-30,95000000.0,-1.06,-1.0,-715.3846,False,True,Communication Services,Broadcasting,1003101568.0,,0.2772,,,
SBH,1.5,2025-08-08,2026-09-11,58,15.8,16.83,11.68,1.44,0.09,-0.16,True,0.0549,0.0812,0.672,0.0607,0.8,True,0.146,55.1,0,57,0.017,0.0739,0.31,0.81,0.9,0.03,False,2026-09-11,0.002338994564489605,0.02291353864479939,-0.020574544080309787,0.010771198164676088,192265000.0,0.5240558423927567,2026-06-30,241209000.0,0.55,0.07843137254901968,3.7736,False,True,Consumer Cyclical,Specialty Retail,1494211712.0,,0.3118,,,
SBSI,1.5,2024-06-21,2026-09-11,117,32.09,34.68,23.62,1.47,0.38,-0.3,True,0.0672,0.0847,0.65,0.0436,0.77,True,0.035,48.9,2,116,0.0043,0.0232,0.06,1.15,1.54,0.03,False,2026-09-11,0.06910119490127098,0.028483742384208144,0.040617452517062835,0.019208324795310094,75996000.0,0.6042451070180794,2026-06-30,126736000.0,0.9,0.15384615384615383,2.2727,False,True,Financial Services,Banks - Regional,954137408.0,,0.0354,,,
SBSW,2.0,2026-03-06,2026-09-11,28,12.57,13.8,8.0,1.73,-0.39,-0.58,True,0.0912,0.1524,0.464,0.0994,0.79,False,-0.147,56.4,0,8,0.1002,0.1158,1.1,0.9,0.92,0.0,False,2026-09-11,0.6343152920509443,0.25356363636363644,0.38075165568730784,0.47729343625416965,11746564000.0,0.3226602343386404,2026-06-30,16124776000.0,0.41,9.25,355.5556,False,True,Basic Materials,Other Precious Metals & Mining,9071064064.0,,0.015,,,
SBUX,1.5,2024-08-16,2026-09-11,109,99.22,111.4,76.51,1.46,0.27,-0.27,True,0.0715,0.0915,0.587,0.0387,0.65,True,0.067,47.5,4,48,0.0211,0.0093,0.3,0.84,1.85,0.01,True,2026-09-11,-0.014096869712351912,0.08787207815924036,-0.10196894787159227,0.0447623694101551,1982600000.0,0.6965900436568805,2026-06-30,3642100000.0,0.85,0.7,28.7879,False,True,Consumer Cyclical,Restaurants,112563601408.0,,0.039,,,
SCCO,1.5,2026-01-09,2026-09-11,36,194.14,216.0,149.58,1.44,0.2,0.03,True,0.0532,0.0788,0.833,0.051,0.67,True,0.064,54.5,0,25,0.0642,0.0709,1.21,0.82,1.04,0.0,False,2026-09-11,0.40576860045886587,0.36179890451327723,0.04396969594558864,0.32800868094985747,5667200000.0,0.6198414548845885,2026-06-30,5965100000.0,2.01,0.6890756302521007,2.0305,False,True,Basic Materials,Copper,163372056576.0,,0.1067,,,
SCM,1.5,2026-02-20,2026-09-11,30,8.19,9.68,6.87,1.41,-0.37,-0.47,False,0.044,0.0709,0.667,0.0322,0.47,False,-0.078,44.3,0,7,0.03,0.0461,0.68,1.0,1.37,0.03,False,2026-09-11,0.12395150214412753,0.721664107801856,-0.5977126056577284,0.012551863274439246,29768408.0,0.6150510571015249,2026-06-30,56174655806245.0,0.26,-0.23529411764705885,0.0,False,True,Financial Services,Asset Management,232965888.0,,0.0294,,,
SCZM,2.0,2026-03-06,2026-09-11,28,9.69,10.03,5.94,1.69,-0.02,-0.62,True,0.1372,0.1531,0.464,0.1538,0.92,False,-0.02,58.5,0,8,0.0686,0.1692,0.5,1.01,0.89,0.0,False,2026-09-11,0.4841995550443854,0.8192038420836516,-0.3350042870392662,0.39205329281282686,41966954.0,0.4441555474357156,2026-06-30,28980456.0,0.02,-0.9166666666666667,-94.5946,False,True,Basic Materials,Other Industrial Metals & Mining,897356224.0,,,,,
SD,1.5,2025-10-31,2026-09-11,46,14.67,16.97,11.38,1.49,0.0,-0.16,True,0.0421,0.083,0.783,0.0495,0.59,False,-0.077,54.8,0,45,0.0228,0.0216,0.54,0.78,0.85,0.0,False,2026-09-11,0.4803220294807564,0.16836447281945355,0.31195755666130287,0.2322785892655561,82959000.0,0.7356652385703386,2026-06-30,42495000.0,0.57,0.7272727272727271,-24.0,False,True,Energy,Oil & Gas E&P,542411584.0,,0.0603,,,
SDGR,2.0,2025-10-31,2026-09-11,46,18.8,21.04,11.08,1.9,-0.01,-0.69,False,0.156,0.1814,0.543,0.0892,0.78,True,0.367,60.3,0,24,0.0663,0.0924,0.42,1.16,1.75,0.02,False,2026-09-11,0.07542139191731034,-0.016187805410488476,0.09160919732779882,0.08876204726858528,-54335000.0,0.5507310363565352,2026-06-30,-32463000.0,0.08,1.123076923076923,113.3333,True,False,Healthcare,Health Information Services,1422803200.0,,0.2642,,,
SDRL,1.5,2026-01-23,2026-09-11,34,48.46,52.7,38.48,1.37,0.28,-0.3,True,0.0627,0.082,0.676,0.0665,0.7,False,-0.064,60.1,0,32,0.0279,0.07,0.44,0.84,0.94,0.0,False,2026-09-11,0.1909814323607426,0.06865671641791038,0.12232471594283223,0.12250922509225082,1000000.0,0.38530066815144765,2026-06-30,-260000000.0,0.47,14.666666666666666,62.069,False,False,Energy,Oil & Gas Drilling,2995735296.0,,0.0751,,,
SEG,1.5,2025-07-04,2026-09-11,63,25.85,28.25,18.89,1.5,0.35,-0.44,True,0.0859,0.103,0.556,0.0732,0.74,True,0.163,54.3,0,32,0.0156,0.0223,0.18,0.9,1.17,0.02,False,2026-09-11,-0.13846385769201774,-0.20735577820648454,0.0688919205144668,0.026636038881522772,-124291000.0,0.13006707494896472,2026-06-30,-68169000.0,0.02,1.0344827586206897,108.0,True,False,Real Estate,Real Estate Services,325874592.0,,0.089,,,
SEG,2.0,2024-08-02,2026-09-11,111,25.85,33.85,17.93,1.89,-0.23,,True,0.1224,0.1481,0.604,,0.5,True,0.163,54.3,1,63,0.0156,0.0223,0.13,0.72,,0.01,False,2026-09-11,-0.13846385769201774,-0.20735577820648454,0.0688919205144668,0.026636038881522772,-124291000.0,0.13006707494896472,2026-06-30,-68169000.0,0.02,1.0344827586206897,108.0,True,False,Real Estate,Real Estate Services,325874592.0,,0.089,,,
SENS,2.0,2025-08-15,2026-09-11,57,8.79,9.71,4.86,2.0,-0.32,-0.8,False,0.1362,0.1947,0.526,0.1825,0.81,True,0.087,59.8,0,7,0.1572,0.2418,1.15,1.75,0.75,0.04,False,2026-09-11,1.1782222890660248,0.8716637366149913,0.3065585524510335,0.906267179769104,-109391000.0,0.5909687219498723,2026-06-30,-96831000.0,-0.63,-0.575,-14.5455,False,False,Healthcare,Medical Devices,460532992.0,,0.1012,,,
SFBS,1.5,2024-07-12,2026-09-11,114,42.34,46.82,33.03,1.42,0.05,-0.23,True,0.0713,0.084,0.64,0.0708,0.67,True,0.13,52.9,3,113,0.0153,0.0153,0.21,0.99,1.01,0.01,False,2026-09-11,0.06361310795932895,0.011737437493233083,0.05187567046609587,0.03463083308289905,320719000.0,0.5979213919291249,2026-06-30,465654000.0,1.57,0.29752066115702486,0.0,False,True,Financial Services,Banks - Regional,4606706176.0,,0.0594,,,
SFD,1.5,2025-05-02,2026-09-11,72,20.59,28.59,20.15,1.42,0.4,,,0.064,0.0866,0.514,,0.05,False,-0.091,33.0,1,48,0.0551,0.0555,0.86,1.31,,0.01,False,2026-09-11,-0.03143159006867402,0.007690267833465825,-0.039121857902139845,0.04028835141143983,1058000000.0,0.12080719934551404,2026-06-30,802000000.0,0.62,0.12727272727272718,5.0847,False,True,Consumer Defensive,Packaged Foods,7977728000.0,,0.0989,,,
SFIX,2.0,2024-11-01,2026-09-11,98,2.85,5.67,2.85,1.99,-0.24,-0.47,False,0.1408,0.1748,0.582,0.1228,0.0,True,0.05,39.1,2,75,0.1048,0.1198,0.74,0.61,1.15,0.01,False,2026-09-11,0.04695461146528168,0.09351510685335307,-0.04656049538807139,0.04659684796635655,-19117000.0,0.4374024691648275,2026-04-30,18220000.0,-0.01,0.8333333333333333,83.3333,False,False,Consumer Cyclical,Apparel Retail,393606272.0,,0.1408,,,
SFM,1.5,2025-10-31,2026-09-11,46,72.2,89.94,67.32,1.34,0.17,-0.62,False,0.0323,0.0655,0.696,0.0582,0.22,True,0.006,39.8,1,31,0.0338,0.0135,1.05,0.77,0.55,0.04,False,2026-09-11,0.047375441434349685,0.04146910530862491,0.005906336125724776,0.07204463959463747,502860000.0,0.3872415732366098,2026-06-30,355178999.0,1.37,0.014814814814814828,1.4815,False,True,Consumer Defensive,Grocery Stores,6784697344.0,,0.1511,,,
SFM,2.0,2025-09-19,2026-09-11,52,72.2,120.41,67.32,1.79,-0.29,-0.62,False,0.0491,0.132,0.519,0.053,0.09,True,0.006,39.8,1,31,0.0338,0.0135,0.69,0.75,0.93,0.04,False,2026-09-11,0.047375441434349685,0.04146910530862491,0.005906336125724776,0.07204463959463747,502860000.0,0.3872415732366098,2026-06-30,355178999.0,1.37,0.014814814814814828,1.4815,False,True,Consumer Defensive,Grocery Stores,6784697344.0,,0.1511,,,
SFNC,1.5,2024-07-12,2026-09-11,114,23.13,24.08,16.48,1.46,0.23,-0.22,True,0.0722,0.0924,0.605,0.0481,0.87,True,0.122,58.5,2,73,0.0124,0.0074,0.17,1.71,1.5,0.02,False,2026-09-11,0.0040458967886929376,-0.14004040311941712,0.14408629990811006,-0.5983426834722647,-349479000.0,0.6499427758359367,2026-06-30,480959000.0,0.5,0.13636363636363635,-5.6604,False,False,Financial Services,Banks - Regional,3351275008.0,,0.0482,,,
SGP,2.0,2026-02-06,2026-09-11,32,27.31,29.32,18.44,1.59,-0.2,,,0.1255,0.1372,0.531,,0.82,True,0.058,64.2,0,13,0.038,0.15,0.3,1.0,,0.0,False,2026-09-11,,,,,-56053000.0,,2026-06-30,-49739000.0,-0.59,,-22.9167,False,False,Healthcare,Biotechnology,920488448.0,,0.0988,,,
SGRY,1.5,2025-11-14,2026-09-11,44,14.12,17.23,11.49,1.5,-0.16,-0.66,False,0.0568,0.0932,0.636,0.0705,0.46,True,0.132,44.5,0,24,0.0433,0.0552,0.76,1.36,0.81,0.0,True,2026-09-11,0.027475187605906504,0.044974226804123774,-0.01749903919821727,0.039944392956441144,-88600000.0,0.22405465897043234,2026-06-30,187600000.0,0.07,-0.5882352941176471,333.3333,False,False,Healthcare,Medical Care Facilities,1882604544.0,,0.1961,,,
SHC,1.5,2025-08-08,2026-09-11,58,18.26,19.57,13.13,1.49,0.28,-0.23,True,0.0609,0.0906,0.724,0.0508,0.8,True,0.19,56.3,2,24,0.0268,0.0345,0.44,1.36,1.2,0.02,True,2026-09-11,0.0918458522597938,0.10027384558566421,-0.008427993325870409,0.08148968240205945,163479000.0,0.55375495915986,2026-06-30,112702000.0,0.24,0.1999999999999999,9.0909,False,True,Healthcare,Diagnostics & Research,5242335232.0,,0.0484,,,
SHEN,1.5,2025-12-05,2026-09-11,41,11.98,16.46,11.12,1.48,0.27,-0.48,False,0.1299,0.134,0.341,0.0481,0.16,False,-0.182,41.1,0,33,0.0331,0.054,0.25,1.25,2.7,0.02,False,2026-09-11,0.05525697768945892,0.0484083824432866,0.006848595246172318,0.050149222981769936,-41747000.0,0.6500930859600693,2026-06-30,-226888000.0,-0.17,-0.30769230769230776,39.2857,False,False,Communication Services,Telecom Services,659393344.0,,0.0746,,,
SHOP,2.0,2025-04-25,2026-09-11,73,126.6,173.86,91.77,1.89,0.05,-0.29,True,0.132,0.164,0.562,0.0847,0.42,True,0.14,48.6,1,70,0.0438,0.0794,0.33,1.04,1.56,0.0,False,2026-09-11,0.33694029850746277,0.3432203389830508,-0.006280040475588056,0.3250449370880768,1928000000.0,0.47669550655874965,2026-06-30,2352000000.0,0.32,-0.08571428571428563,14.2857,False,True,Technology,Software - Application,167124926464.0,,0.0153,,,
SHW,1.5,2023-11-17,2026-09-11,148,317.44,391.1,263.79,1.48,0.21,-0.22,True,0.0551,0.0758,0.777,0.0335,0.42,True,0.072,44.7,2,147,0.0359,0.028,0.65,1.03,1.64,0.01,False,2026-09-11,0.07519201837041734,0.06807772772678433,0.007114290643633003,0.05764323068990773,2688200000.0,0.49165598809892036,2026-06-30,3213200000.0,3.7,0.09467455621301783,3.9326,False,True,Basic Materials,Specialty Chemicals,78486134784.0,,0.0291,,,
SIG,1.5,2025-06-06,2026-09-11,67,97.71,102.57,73.25,1.4,0.15,-0.31,True,0.0587,0.0792,0.716,0.0738,0.83,True,0.029,57.8,0,57,0.0638,0.0443,1.09,0.86,0.8,0.01,False,2026-09-11,-0.004559963520291865,0.007784120394395355,-0.01234408391468722,0.005886084352456855,353800000.0,0.3942150382828349,2026-07-31,657499999.0,2.19,0.36024844720496885,29.5858,False,True,Consumer Cyclical,Luxury Goods,3841687040.0,,0.1827,,,
SIRI,2.0,2024-03-15,2026-09-11,131,28.88,36.36,18.2,2.0,-0.13,-0.71,False,0.1026,0.1657,0.466,0.1029,0.59,True,0.139,60.3,2,75,0.014,0.0187,0.14,1.26,1.0,0.04,False,2026-09-11,0.010289990645462987,0.01112185686653766,-0.000831866221074673,0.004436660828954997,880000000.0,0.49675925925925923,2026-06-30,1549000000.0,0.7,0.2280701754385965,-10.2564,False,True,Communication Services,Entertainment,9825499136.0,,0.1576,,,
SITC,2.0,2025-06-20,2026-09-11,65,2.83,5.44,2.83,1.92,-0.31,-0.36,False,0.149,0.1908,0.369,0.0295,0.0,False,-0.215,23.3,0,0,0.0462,0.0538,0.31,0.43,5.05,0.0,False,2026-09-11,-0.6769046907678518,-0.6954695821504822,0.0185648913826304,-0.38794279693949807,127906000.0,-0.17782504161272425,2026-06-30,-21777000.0,-0.09,-1.1022727272727273,-125.0,False,False,Real Estate,REIT - Retail,147980448.0,,0.1117,,,
SKE,1.5,2026-03-06,2026-09-11,28,31.24,34.87,25.18,1.38,0.03,-0.34,True,0.0814,0.0915,0.464,0.0735,0.63,False,-0.0,53.4,0,8,0.0305,0.0885,0.37,0.76,1.11,0.04,False,2026-09-11,,,,,-248463720.0,,2026-06-30,-455048095.0,-0.21,0.0752972258916777,-90.9091,False,False,Basic Materials,Other Industrial Metals & Mining,3979676928.0,,,,,
SKE,2.0,2025-11-28,2026-09-11,42,31.24,38.12,20.83,1.83,0.28,0.11,True,0.0949,0.1298,0.81,0.0649,0.6,False,-0.0,53.4,0,41,0.0305,0.0885,0.32,0.74,1.46,0.02,False,2026-09-11,,,,,-248463720.0,,2026-06-30,-455048095.0,-0.21,0.0752972258916777,-90.9091,False,False,Basic Materials,Other Industrial Metals & Mining,3979676928.0,,,,,
