ticker,theme,defn,date,price,fwd26w,fwd52w,fwd104w,excB26w,excB52w,excB104w,excS26w,excS52w,excS104w,mae52w
WULF,ai,BOTTOM,2020-06-08,2.69,98.4,241.6,-9.5,52.8,168.0,-64.8,77.0,199.9,-41.4,0.0
WULF,ai,BOTTOM,2024-04-29,2.19,183.1,46.6,873.1,170.7,45.5,737.1,170.7,34.3,828.7,-11.0
WULF,ai,BOTTOM,2025-07-28,4.76,180.9,,,138.4,,,168.9,,,0.0
WULF,ai,BRKOUT,2020-12-28,8.5,135.4,77.1,-92.1,116.5,34.9,-86.6,118.6,48.3,-97.4,-10.2
WULF,ai,BRKOUT,2024-06-10,3.92,79.6,2.6,564.8,86.5,6.2,431.6,67.6,-8.8,524.8,-40.1
WULF,ai,BRKOUT,2025-08-11,8.97,81.3,,,42.9,,,74.7,,,0.0
WULF,ai,MACROSS,2018-03-26,7.5,42.0,-6.6,-63.2,40.0,-10.5,-77.3,30.6,-16.0,-63.4,-12.5
WULF,ai,MACROSS,2020-11-30,5.03,84.2,389.0,-82.3,68.8,350.8,-85.6,69.1,364.7,-95.6,0.0
WULF,ai,MACROSS,2023-05-29,1.49,-8.1,46.3,136.9,-18.3,-19.2,71.1,-16.1,21.3,95.4,-34.2
WULF,ai,MACROSS,2024-01-22,1.69,161.5,274.0,735.5,133.9,234.4,621.4,149.1,247.6,690.6,0.0
WULF,ai,MACROSS,2025-08-18,9.16,63.9,,,22.1,,,56.4,,,-0.3
CORZ,ai,BOTTOM,2026-07-06,23.49,,,,,,,,,,-10.9
CORZ,ai,BRKOUT,2025-10-06,18.52,-1.1,,,-35.8,,,-5.7,,,-20.5
CORZ,ai,BRKOUT,2026-05-04,22.92,,,,,,,,,,-8.6
CORZ,ai,MACROSS,2025-07-21,13.76,36.6,,,-3.0,,,27.8,,,-8.1
CIFR,ai,BOTTOM,2024-01-29,2.68,61.6,113.8,495.5,47.3,85.8,382.9,53.1,90.5,452.1,0.0
CIFR,ai,BOTTOM,2024-10-07,4.19,-42.2,305.0,,-21.0,277.7,,-35.0,291.0,,-49.9
CIFR,ai,BOTTOM,2025-12-22,15.19,70.8,,,3.6,,,64.6,,,-15.6
CIFR,ai,BRKOUT,2024-03-25,5.15,-20.2,-55.0,166.9,-30.3,-49.7,99.3,-30.1,-62.5,142.7,-55.0
CIFR,ai,BRKOUT,2025-08-25,7.64,104.2,,,63.8,,,97.2,,,-1.6
CIFR,ai,BRKOUT,2026-05-18,21.97,,,,,,,,,,-20.1
CIFR,ai,MACROSS,2023-04-03,2.33,14.6,73.8,-9.9,-3.0,-3.7,-54.6,8.9,45.3,-36.7,-9.9
CIFR,ai,MACROSS,2025-08-04,4.75,210.1,,,172.8,,,201.1,,,0.0
HUT,ai,BOTTOM,2019-08-26,8.58,-47.6,-52.8,351.0,-64.6,-108.6,208.0,-49.8,-75.1,291.7,-72.0
HUT,ai,BOTTOM,2021-07-26,23.65,16.7,-55.2,-26.4,16.7,-45.8,-50.5,15.2,-50.5,-33.8,-70.8
HUT,ai,BOTTOM,2023-04-10,10.65,-19.5,-27.5,14.2,-37.2,-103.7,-47.2,-24.9,-53.2,-18.8,-35.1
HUT,ai,BOTTOM,2023-08-14,12.0,-16.0,-3.8,94.3,-54.9,-73.7,-10.1,-31.3,-32.6,43.0,-42.4
HUT,ai,BOTTOM,2024-01-29,7.28,70.3,197.9,666.9,56.1,170.0,554.3,61.8,174.6,623.5,0.0
HUT,ai,BOTTOM,2024-10-07,11.72,3.8,271.8,,25.0,244.5,,11.0,257.7,,-4.5
HUT,ai,BRKOUT,2020-12-14,9.95,88.4,292.0,-53.5,73.9,255.0,-53.1,75.3,265.7,-60.4,0.0
HUT,ai,BRKOUT,2021-08-30,53.35,-50.1,-82.1,-77.8,-44.1,-58.6,-94.0,-46.2,-69.9,-80.4,-87.1
HUT,ai,BRKOUT,2023-07-03,19.0,-37.4,-13.2,15.3,-49.5,-95.3,-77.0,-44.9,-41.5,-31.1,-63.6
HUT,ai,BRKOUT,2024-07-15,19.52,37.9,10.8,368.5,33.4,-6.8,242.5,28.4,-5.0,329.9,-53.9
HUT,ai,BRKOUT,2025-09-08,32.44,49.0,,,21.3,,,47.6,,,0.0
HUT,ai,MACROSS,2019-07-15,8.98,-28.7,-54.9,119.4,-56.0,-94.5,2.7,-41.4,-65.3,69.1,-73.3
HUT,ai,MACROSS,2020-12-07,5.8,251.1,656.9,-13.8,232.0,611.2,-18.6,234.4,626.6,-24.3,0.0
HUT,ai,MACROSS,2023-05-29,10.8,5.1,-19.5,41.4,-5.2,-85.1,-24.4,-3.0,-44.6,-0.1,-36.0
HUT,ai,MACROSS,2024-07-08,16.96,38.0,28.7,502.7,47.5,23.5,378.4,33.6,16.0,464.7,-46.9
HUT,ai,MACROSS,2025-07-14,21.62,175.9,323.0,,137.6,230.7,,165.1,303.2,,-10.0
MSFT,ai,BRKOUT,2025-06-02,466.65,3.1,-10.7,,-41.1,-136.8,,-12.0,-35.2,,-23.7
MSFT,ai,MACROSS,2023-03-27,281.02,10.0,47.1,33.5,-0.2,-24.9,-29.4,4.8,17.5,-6.0,-0.9
MSFT,ai,MACROSS,2025-06-16,473.62,2.1,-19.9,,-34.7,-174.2,,-13.0,-46.9,,-24.8
GOOGL,ai,BOTTOM,2023-03-13,100.73,35.2,38.9,63.6,17.9,-36.2,-19.3,20.7,6.3,15.8,0.0
GOOGL,ai,BRKOUT,2019-04-22,63.31,-1.0,-0.1,80.0,-10.7,-15.7,-39.9,-4.8,1.5,32.8,-16.4
GOOGL,ai,BRKOUT,2019-11-04,64.87,5.8,34.4,127.4,1.6,-15.7,-0.1,10.1,18.9,70.7,-18.4
GOOGL,ai,MACROSS,2019-03-25,58.33,4.2,-5.7,72.0,-6.6,-15.4,-60.2,-1.4,2.8,26.7,-9.2
GOOGL,ai,MACROSS,2019-08-05,58.92,24.4,26.0,128.3,-6.3,-28.3,-17.9,9.4,9.0,71.3,-10.2
GOOGL,ai,MACROSS,2020-06-08,70.03,25.6,72.0,57.4,-20.0,-1.5,2.1,4.2,30.3,25.4,-3.6
GOOGL,ai,MACROSS,2023-05-15,121.68,10.2,43.4,36.0,-11.7,-30.4,-50.8,1.8,15.1,-9.8,-2.7
GOOGL,ai,MACROSS,2025-07-21,192.63,70.0,,,30.4,,,61.2,,,-2.1
AMZN,ai,BRKOUT,2020-02-03,103.96,52.3,61.2,51.6,34.2,-3.8,-40.6,50.6,42.3,12.2,-14.2
AMZN,ai,BRKOUT,2025-10-27,244.22,9.8,,,-31.0,,,3.6,,,-18.6
AMZN,ai,MACROSS,2019-04-22,97.53,-9.7,23.6,71.3,-19.4,7.9,-48.7,-13.5,25.1,24.0,-11.5
AMZN,ai,MACROSS,2020-01-13,93.24,58.8,66.5,73.9,49.2,4.6,-38.8,60.9,51.2,29.4,-4.3
AMZN,ai,MACROSS,2023-06-05,123.43,19.4,49.3,73.0,8.8,-23.5,-0.9,11.6,23.3,29.8,0.0
AMZN,ai,MACROSS,2025-06-30,223.41,1.4,8.6,,-30.6,-100.9,,-8.5,-11.8,,-11.0
AMZN,ai,MACROSS,2026-05-04,272.68,,,,,,,,,,-14.7
META,ai,MACROSS,2019-04-15,176.73,4.2,0.5,71.7,0.5,-13.4,-47.4,0.5,-0.3,22.6,-16.0
META,ai,MACROSS,2020-06-08,226.59,19.7,44.9,-23.2,-26.0,-28.6,-78.5,-1.8,3.2,-55.1,-5.5
META,ai,MACROSS,2023-03-20,204.22,45.2,147.6,190.8,33.7,67.7,112.4,35.6,114.0,144.4,0.0
AAPL,ai,BRKOUT,2019-09-30,54.51,6.9,101.1,155.5,12.4,55.0,37.5,21.7,85.5,103.0,0.0
AAPL,ai,BRKOUT,2023-05-01,170.93,2.1,6.2,19.5,-18.2,-69.9,-58.4,-4.1,-19.5,-21.6,-4.4
AAPL,ai,MACROSS,2019-05-13,45.21,41.6,64.8,174.8,14.2,38.4,48.6,31.5,62.6,123.7,-7.4
AAPL,ai,MACROSS,2023-04-03,162.16,8.1,3.5,15.6,-9.5,-73.9,-29.2,2.4,-25.0,-11.3,0.0
AAPL,ai,MACROSS,2024-06-17,205.71,22.9,-2.7,44.9,31.3,-1.4,-106.1,13.7,-13.2,4.5,-8.9
AAPL,ai,MACROSS,2025-09-22,254.74,-2.4,,,-19.1,,,1.2,,,-4.0
ORCL,ai,BRKOUT,2023-01-09,85.45,34.7,21.3,77.8,-4.2,-32.8,-43.5,21.1,-0.1,28.0,-5.8
ORCL,ai,BRKOUT,2025-06-09,212.34,-11.4,-13.6,,-49.2,-155.6,,-26.2,-39.3,,-35.2
ORCL,ai,MACROSS,2018-09-17,45.43,4.1,6.4,21.0,2.5,-6.8,-41.5,7.5,2.2,3.3,-13.5
ORCL,ai,MACROSS,2019-01-14,44.15,17.8,13.9,29.8,-7.6,-45.8,-128.6,5.2,-13.1,-16.6,0.0
ORCL,ai,MACROSS,2020-06-29,51.25,16.6,48.7,30.7,-26.8,-21.9,1.3,-4.1,7.7,5.0,-2.7
ORCL,ai,MACROSS,2022-12-26,78.01,46.9,30.9,112.4,-3.2,-42.4,-35.0,30.1,4.8,52.4,0.0
ORCL,ai,MACROSS,2025-06-23,207.43,-5.5,-28.6,,-37.3,-149.0,,-18.4,-48.5,,-33.7
APP,ai,BOTTOM,2023-10-23,36.22,103.8,346.2,1611.8,45.5,262.2,1455.2,79.2,303.3,1542.6,0.0
APP,ai,BOTTOM,2026-07-06,506.98,,,,,,,,,,-16.3
APP,ai,BRKOUT,2023-08-07,38.89,19.2,99.0,1072.5,-21.1,44.3,969.6,5.9,77.7,1025.7,-6.9
APP,ai,BRKOUT,2025-09-08,582.0,-21.2,,,-48.9,,,-22.5,,,-34.5
APP,ai,MACROSS,2023-06-19,23.39,76.2,236.0,1288.2,58.0,155.3,1209.9,66.0,208.5,1247.4,0.0
NOW,ai,BOTTOM,2025-08-04,174.5,-42.3,,,-79.5,,,-51.3,,,-52.4
NOW,ai,BRKOUT,2020-01-13,62.5,35.0,64.4,69.9,25.3,2.5,-42.8,37.1,49.1,25.4,-20.1
NOW,ai,BRKOUT,2021-08-16,120.1,-7.4,-20.7,-9.8,-11.4,-12.8,-25.7,-6.0,-17.3,-11.3,-27.9
NOW,ai,MACROSS,2023-04-03,94.63,18.5,65.6,52.5,1.0,-11.9,7.8,12.8,37.1,25.7,-8.1
NOW,ai,MACROSS,2025-06-23,204.48,-24.7,-51.9,,-56.6,-172.3,,-37.6,-71.8,,-59.4
CRM,ai,BOTTOM,2022-09-12,148.93,22.0,41.6,68.5,-2.2,-4.0,-67.9,20.0,24.8,18.9,-15.3
CRM,ai,BRKOUT,2024-11-04,317.88,-14.2,-25.0,,-0.7,-59.9,,-9.2,-38.6,,-25.1
CRM,ai,MACROSS,2019-11-04,158.37,9.2,61.5,90.7,5.1,11.4,-36.9,13.5,45.9,33.9,-16.6
CRM,ai,MACROSS,2020-06-08,172.13,27.0,37.2,1.9,-18.6,-36.3,-53.4,5.6,-4.5,-30.0,0.0
CRM,ai,MACROSS,2021-06-14,238.65,4.2,-32.8,-12.8,-15.4,-16.5,-39.1,-7.4,-22.2,-22.0,-34.2
CRM,ai,MACROSS,2023-03-27,196.38,1.5,51.0,35.9,-8.7,-21.0,-27.0,-3.7,21.3,-3.6,-3.6
CRM,ai,MACROSS,2024-10-14,289.24,-15.4,-16.5,,7.7,-53.4,,-6.0,-31.6,,-17.7
SNOW,ai,BOTTOM,2025-02-03,184.03,4.2,-8.5,,-15.6,-72.9,,-2.5,-24.8,,-29.1
SNOW,ai,BRKOUT,2021-11-15,392.15,-63.9,-62.7,-58.7,-37.4,-33.4,-64.6,-47.6,-48.5,-57.9,-69.6
SNOW,ai,MACROSS,2023-06-12,184.18,8.1,-31.0,13.0,-5.4,-106.7,-56.3,0.4,-55.8,-26.0,-31.0
SNOW,ai,MACROSS,2023-11-13,161.85,0.0,-22.2,58.8,-42.5,-70.7,-55.6,-18.3,-53.9,5.9,-32.9
SNOW,ai,MACROSS,2025-01-13,170.79,27.0,23.2,,14.6,-32.3,,21.3,6.1,,-23.6
SNOW,ai,MACROSS,2026-07-13,268.9,,,,,,,,,,0.0
DDOG,ai,BOTTOM,2022-02-28,142.19,-31.8,-45.9,-8.4,-13.2,-42.9,-84.2,-23.3,-40.9,-30.8,-54.9
DDOG,ai,BOTTOM,2023-07-03,98.02,18.3,37.3,58.3,6.2,-44.8,-34.0,10.8,9.0,11.9,-16.7
DDOG,ai,BOTTOM,2025-09-15,138.82,-9.9,,,-32.1,,,-8.2,,,-24.1
DDOG,ai,BRKOUT,2024-11-18,154.83,-26.1,1.8,,-23.6,-32.2,,-23.9,-10.3,,-43.2
DDOG,ai,BRKOUT,2025-11-03,191.24,4.7,,,-58.6,,,-5.9,,,-44.9
DDOG,ai,MACROSS,2021-07-12,104.64,32.1,-10.6,3.7,7.2,2.0,-25.5,23.7,-1.1,-3.6,-18.2
DDOG,ai,MACROSS,2023-06-26,98.38,23.4,31.8,34.3,7.8,-40.4,-50.5,15.3,7.3,-8.2,-17.0
DDOG,ai,MACROSS,2024-11-18,154.83,-26.1,1.8,,-23.6,-32.2,,-23.9,-10.3,,-43.2
DDOG,ai,MACROSS,2025-07-21,149.84,-13.2,,,-52.8,,,-22.0,,,-29.7
DDOG,ai,MACROSS,2026-05-18,222.32,,,,,,,,,,0.0
MDB,ai,BOTTOM,2023-04-17,232.86,48.7,40.6,-31.6,34.3,-20.8,-88.3,45.8,18.8,-62.8,0.0
MDB,ai,BOTTOM,2025-02-03,277.87,-24.7,23.9,,-44.5,-40.5,,-31.4,7.6,,-44.4
MDB,ai,BRKOUT,2021-08-30,507.41,-39.7,-51.7,-22.6,-33.6,-28.2,-38.8,-35.7,-39.5,-25.2,-51.7
MDB,ai,BRKOUT,2025-10-27,359.82,-26.8,,,-67.7,,,-33.0,,,-37.2
MDB,ai,MACROSS,2020-01-13,149.39,39.9,141.8,165.7,30.2,80.0,53.0,42.0,126.5,121.2,-22.9
MDB,ai,MACROSS,2023-05-22,283.36,43.9,23.4,-34.4,34.1,-43.3,-97.2,34.7,-4.5,-76.1,0.0
MDB,ai,MACROSS,2025-09-08,330.1,-21.1,,,-48.8,,,-22.4,,,-31.6
NET,ai,BOTTOM,2021-12-20,137.27,-62.2,-68.1,-38.6,-32.4,-34.9,-53.0,-45.7,-50.8,-42.4,-70.1
NET,ai,BOTTOM,2022-04-18,95.22,-42.9,-34.0,-11.7,-22.3,-41.0,-84.4,-31.5,-32.4,-31.6,-58.1
NET,ai,BOTTOM,2025-03-17,119.22,89.5,80.7,,49.1,9.0,,71.2,64.4,,-18.6
NET,ai,BOTTOM,2026-05-11,197.56,,,,,,,,,,0.0
NET,ai,BRKOUT,2024-12-02,112.96,59.1,77.9,,56.9,30.7,,59.9,63.7,,-14.1
NET,ai,BRKOUT,2026-07-06,268.4,,,,,,,,,,0.0
NET,ai,MACROSS,2023-04-10,64.68,-5.4,45.0,64.3,-23.2,-31.2,2.9,-10.8,19.3,31.3,-31.9
NET,ai,MACROSS,2024-08-26,82.14,76.9,154.1,,80.9,134.3,,70.8,138.2,,-7.4
NET,ai,MACROSS,2024-10-21,88.76,36.3,145.4,,52.2,106.0,,40.6,127.1,,-1.4
NET,ai,MACROSS,2026-05-04,196.13,,,,,,,,,,0.0
NET,ai,MACROSS,2026-05-18,216.17,,,,,,,,,,0.0
CRWD,ai,BRKOUT,2023-10-02,44.17,78.6,65.4,177.3,27.6,-2.7,47.9,57.0,30.2,117.4,-2.2
CRWD,ai,BRKOUT,2025-01-27,99.52,12.2,10.9,,-4.3,-55.2,,8.3,-5.4,,-19.2
CRWD,ai,BRKOUT,2026-05-11,148.52,,,,,,,,,,0.0
CRWD,ai,MACROSS,2023-07-10,37.35,89.7,148.5,220.2,78.8,72.6,135.1,82.8,122.2,177.7,-1.7
CRWD,ai,MACROSS,2024-11-25,86.49,36.2,47.2,,36.8,1.0,,37.8,32.4,,-7.0
CRWD,ai,MACROSS,2026-05-25,182.75,,,,,,,,,,-8.2
PANW,ai,BRKOUT,2018-01-15,26.2,36.2,29.3,54.0,36.3,40.6,12.5,35.6,32.5,31.1,-2.1
PANW,ai,BRKOUT,2024-11-04,195.7,-4.5,8.5,,9.0,-26.4,,0.6,-5.1,,-21.5
PANW,ai,BRKOUT,2026-05-11,242.83,,,,,,,,,,0.0
PANW,ai,MACROSS,2017-09-04,24.0,30.9,58.0,49.9,1.2,35.4,8.8,16.6,39.2,24.3,-2.6
PANW,ai,MACROSS,2019-02-25,40.91,-17.0,-24.8,46.0,-26.8,-53.2,-90.2,-22.3,-32.4,5.2,-24.8
PANW,ai,MACROSS,2019-09-09,34.72,-27.3,16.6,125.5,-26.4,-21.7,-2.7,-17.6,3.4,72.4,-31.1
PANW,ai,MACROSS,2019-11-11,41.17,-9.8,4.7,108.6,-9.0,-43.6,-20.6,-2.6,-12.3,53.7,-41.9
PANW,ai,MACROSS,2020-06-29,38.42,54.2,61.7,120.5,10.7,-8.9,91.1,33.4,20.7,94.8,-4.1
PANW,ai,MACROSS,2023-03-27,99.87,17.4,42.2,73.0,7.2,-29.8,10.1,12.2,12.6,33.5,-8.7
PANW,ai,MACROSS,2026-05-25,281.69,,,,,,,,,,-3.4
IOT,ai,BOTTOM,2026-01-05,33.67,9.1,,,-47.9,,,-0.3,,,-24.5
IOT,ai,BOTTOM,2026-07-06,36.72,,,,,,,,,,0.0
IOT,ai,BRKOUT,2023-02-27,19.48,58.8,79.6,144.8,31.2,-1.5,52.7,46.3,50.8,93.6,-7.4
IOT,ai,MACROSS,2023-02-20,16.04,57.5,107.7,229.3,32.3,31.5,117.2,45.6,77.6,173.7,0.0
PATH,ai,BOTTOM,2023-03-06,13.88,33.1,70.5,-11.3,6.6,-20.0,-102.7,16.8,35.8,-64.8,-7.3
PATH,ai,BOTTOM,2023-10-16,15.53,20.7,-15.9,-0.6,-20.3,-94.0,-144.4,2.3,-56.6,-62.4,-26.8
PATH,ai,BOTTOM,2025-02-03,13.96,-23.6,-7.7,,-43.4,-72.1,,-30.3,-24.0,,-28.1
PATH,ai,BRKOUT,2025-10-06,17.05,-45.0,,,-79.7,,,-49.6,,,-45.0
PATH,ai,MACROSS,2023-04-17,15.34,1.2,22.2,-31.9,-13.2,-39.2,-88.6,-1.7,0.4,-63.1,-16.1
PATH,ai,MACROSS,2023-05-22,15.62,17.5,21.5,-20.8,7.7,-45.2,-83.6,8.3,-6.4,-62.5,-5.1
PATH,ai,MACROSS,2025-07-21,12.18,21.5,,,-18.1,,,12.7,,,-23.0
PATH,ai,MACROSS,2025-10-27,15.86,-32.7,,,-73.6,,,-39.0,,,-40.9
DUOL,ai,BRKOUT,2023-02-27,119.27,24.9,98.3,161.7,-2.7,17.1,69.6,12.4,69.5,110.5,-1.2
DUOL,ai,MACROSS,2023-03-13,126.32,26.3,71.3,124.5,9.0,-3.8,41.5,11.8,38.6,76.6,-2.2
DUOL,ai,MACROSS,2024-09-16,268.34,15.3,8.4,,20.4,-24.9,,15.4,-9.8,,0.0
RDDT,ai,BOTTOM,2025-05-12,113.23,70.7,39.7,,30.7,-86.8,,57.0,13.9,,-11.0
RDDT,ai,BRKOUT,2025-08-11,246.5,-43.3,,,-81.7,,,-49.9,,,-50.6
RDDT,ai,MACROSS,2025-06-30,157.03,54.0,24.0,,22.0,-85.5,,44.2,3.6,,-22.4
SOUN,ai,BOTTOM,2024-04-15,3.55,54.9,120.3,127.6,28.7,123.2,-7.2,36.1,112.6,80.7,0.0
SOUN,ai,BOTTOM,2024-08-12,4.97,120.6,213.7,,117.8,193.3,,109.9,196.2,,-12.5
SOUN,ai,BOTTOM,2025-01-27,14.15,-28.6,-40.2,,-45.1,-106.3,,-32.5,-56.5,,-48.3
SOUN,ai,BOTTOM,2025-09-15,16.25,-59.7,,,-81.9,,,-58.0,,,-63.7
SOUN,ai,BRKOUT,2024-02-26,6.03,-19.0,79.3,42.5,-29.4,73.3,-43.2,-29.6,61.9,5.4,-41.2
SOUN,ai,BRKOUT,2024-11-25,9.31,8.6,29.4,,9.1,-16.7,,10.2,14.6,,-21.4
SOUN,ai,MACROSS,2023-06-12,3.34,-33.8,32.6,172.5,-47.3,-43.1,103.1,-41.4,7.8,133.4,-53.0
SOUN,ai,MACROSS,2024-02-26,6.03,-19.0,79.3,42.5,-29.4,73.3,-43.2,-29.6,61.9,5.4,-41.2
SOUN,ai,MACROSS,2025-06-30,11.09,-4.4,-40.9,,-36.4,-150.4,,-14.3,-61.4,,-46.8
AI,ai,BOTTOM,2024-04-01,25.16,-4.3,-24.5,-65.7,-15.6,-6.1,-143.2,-15.5,-23.2,-95.2,-24.5
AI,ai,BRKOUT,2023-01-30,25.88,46.1,-3.3,21.1,22.1,-57.9,-76.7,36.9,-25.0,-28.9,-31.1
AI,ai,BRKOUT,2024-11-18,37.42,-39.3,-63.6,,-36.8,-97.5,,-37.2,-75.6,,-63.6
AI,ai,MACROSS,2023-02-27,28.48,9.6,25.9,-17.7,-17.9,-55.2,-109.7,-2.8,-2.9,-68.8,-37.4
AI,ai,MACROSS,2024-07-29,24.43,28.3,-8.2,,16.3,-38.8,,14.7,-26.3,,-22.3
AI,ai,MACROSS,2024-12-02,40.52,-36.0,-62.8,,-38.1,-110.0,,-35.2,-77.0,,-66.4
BBAI,ai,BOTTOM,2023-04-24,2.9,-56.9,-37.9,21.7,-68.8,-115.0,-51.5,-56.4,-61.9,-14.3,-56.9
BBAI,ai,BOTTOM,2024-03-04,2.57,-49.8,30.0,65.4,-45.4,29.5,-5.1,-56.1,16.0,30.7,-52.9
BBAI,ai,BOTTOM,2025-05-26,4.16,52.4,21.2,,5.5,-129.4,,35.8,-8.7,,-24.5
BBAI,ai,BOTTOM,2025-11-17,5.4,-22.6,,,-99.9,,,-36.4,,,-47.4
BBAI,ai,BRKOUT,2024-02-26,3.46,-54.0,49.1,14.5,-64.4,43.1,-71.2,-64.7,31.8,-22.6,-65.0
BBAI,ai,BRKOUT,2024-12-23,4.21,38.7,36.1,,26.6,-11.6,,34.8,18.7,,-39.9
BBAI,ai,MACROSS,2022-05-16,10.0,-90.2,-77.9,-84.9,-86.4,-96.1,-190.2,-92.7,-87.2,-125.1,-93.3
BBAI,ai,MACROSS,2023-04-17,2.81,-53.7,-48.4,-10.0,-68.2,-109.8,-66.6,-56.7,-70.3,-41.2,-55.5
BBAI,ai,MACROSS,2024-02-26,3.46,-54.0,49.1,14.5,-64.4,43.1,-71.2,-64.7,31.8,-22.6,-65.0
BBAI,ai,MACROSS,2024-12-02,3.38,13.9,101.8,,11.8,54.5,,14.7,87.6,,-25.4
VST,grid,BRKOUT,2021-12-27,21.08,4.2,5.1,79.4,27.6,19.0,74.7,23.3,23.3,76.2,-5.8
VST,grid,MACROSS,2019-10-07,23.45,-33.4,-31.7,-29.8,-25.5,-69.5,-121.3,-28.3,-51.0,-82.6,-47.3
VST,grid,MACROSS,2021-01-04,18.82,-6.4,11.7,14.2,-14.6,-3.8,9.3,-21.4,-12.2,9.4,-22.9
VST,grid,MACROSS,2021-08-16,16.53,20.2,43.7,75.3,27.7,51.2,73.3,21.6,47.1,73.8,-6.3
VST,grid,MACROSS,2023-04-24,22.96,36.1,211.9,447.9,47.2,193.0,422.9,36.7,188.0,411.9,-1.8
CEG,grid,BRKOUT,2025-09-29,358.55,-24.0,,,-33.3,,,-22.6,,,-33.3
CEG,grid,MACROSS,2023-06-12,91.02,28.5,133.3,224.5,30.2,119.7,194.5,20.9,108.5,185.4,-2.7
CEG,grid,MACROSS,2025-06-02,297.24,20.7,-14.3,,4.0,-57.2,,5.6,-38.8,,-14.3
TLN,grid,MACROSS,2026-06-22,404.09,,,,,,,,,,-9.8
NRG,grid,BOTTOM,2022-12-19,29.33,11.2,63.3,202.4,-4.6,44.1,162.4,-2.8,37.8,143.6,-0.3
NRG,grid,BOTTOM,2023-06-05,32.04,43.0,136.0,381.3,45.5,118.6,348.4,35.2,110.0,338.1,0.0
NRG,grid,BRKOUT,2022-05-16,41.3,-6.0,-23.8,93.4,-18.3,-45.4,43.7,-8.5,-33.0,53.2,-30.9
NRG,grid,BRKOUT,2023-10-30,43.12,72.6,97.2,295.1,44.2,59.8,216.3,54.1,64.1,234.2,0.0
NRG,grid,MACROSS,2019-11-11,32.98,-16.7,-16.3,-4.0,-8.7,-55.3,-109.4,-9.5,-33.4,-58.9,-41.0
NRG,grid,MACROSS,2020-12-28,32.24,12.2,18.5,-9.3,-3.6,-9.1,-19.2,-4.6,-10.2,-14.6,-12.9
NRG,grid,MACROSS,2022-01-31,35.22,-0.4,-9.1,50.0,1.0,-16.1,33.5,6.7,-2.5,36.3,-19.0
NRG,grid,MACROSS,2022-05-23,41.96,-7.7,-24.0,98.9,-15.7,-39.6,55.2,-5.4,-26.8,67.4,-32.0
NRG,grid,MACROSS,2023-08-14,34.61,44.8,133.4,325.7,35.3,110.4,274.6,29.5,104.7,274.3,0.0
NEE,grid,BRKOUT,2024-05-13,71.34,1.6,1.3,29.9,-2.0,-7.8,-33.7,-9.7,-12.3,-13.1,-11.1
NEE,grid,BRKOUT,2025-10-06,81.63,14.4,,,-4.9,,,9.8,,,-3.9
NEE,grid,MACROSS,2022-08-15,80.26,-14.4,-22.7,-7.6,-22.9,-33.0,-43.4,-11.7,-27.7,-42.9,-22.7
NEE,grid,MACROSS,2024-05-13,71.34,1.6,1.3,29.9,-2.0,-7.8,-33.7,-9.7,-12.3,-13.1,-11.1
NEE,grid,MACROSS,2025-08-18,74.17,22.5,,,0.5,,,15.1,,,-6.4
SO,grid,MACROSS,2018-08-13,34.62,6.0,28.3,24.7,12.4,29.4,-8.7,7.7,25.0,1.8,-7.2
SO,grid,MACROSS,2018-11-19,34.13,21.7,43.8,45.3,14.9,18.5,-34.7,13.2,23.4,5.0,-3.9
SO,grid,MACROSS,2020-11-23,49.4,7.6,6.6,19.5,-11.2,-27.5,-4.4,-8.8,-21.4,5.6,-5.5
SO,grid,MACROSS,2023-05-08,66.01,-6.2,9.9,31.4,-0.1,-13.3,1.3,-14.0,-18.5,-9.4,-10.9
SO,grid,MACROSS,2023-12-04,65.67,11.2,23.0,29.3,-9.3,-6.9,-29.7,-5.7,-10.9,-23.6,-6.4
SO,grid,MACROSS,2026-03-09,97.21,,,,,,,,,,-6.3
DUK,grid,BRKOUT,2018-11-12,64.31,2.8,6.6,19.3,-4.5,-17.3,-52.9,-2.7,-9.5,-16.7,-2.4
DUK,grid,MACROSS,2018-08-27,59.63,12.6,19.1,6.9,21.6,22.4,-24.6,15.0,16.4,-18.7,-1.7
DUK,grid,MACROSS,2020-10-26,73.7,11.6,15.2,10.2,-26.1,-45.4,-23.3,-17.2,-27.5,-12.4,-5.2
DUK,grid,MACROSS,2024-01-08,89.75,9.3,11.9,27.9,-12.4,-6.3,-29.2,-8.9,-11.4,-21.3,-6.9
OKLO,grid,MACROSS,2022-10-24,9.84,4.5,4.6,94.2,-11.4,1.5,41.9,-3.3,-2.7,41.0,-0.1
OKLO,grid,MACROSS,2024-10-28,21.67,21.1,512.7,,20.6,482.5,,21.2,491.8,,-16.9
SMR,grid,BOTTOM,2024-04-22,6.06,203.8,174.9,97.4,193.2,169.8,29.0,189.2,165.2,53.5,0.0
SMR,grid,BOTTOM,2025-09-22,38.0,-72.9,,,-80.1,,,-69.3,,,-79.7
SMR,grid,BRKOUT,2024-05-27,8.73,239.6,266.4,45.1,233.7,256.8,-19.5,224.7,253.3,-1.8,-20.0
SMR,grid,MACROSS,2024-05-13,6.31,264.7,283.0,78.0,261.1,273.9,14.3,253.3,269.4,35.0,0.0
