ticker,theme,defn,date,price,fwd26w,fwd52w,fwd104w,excB26w,excB52w,excB104w,excS26w,excS52w,excS104w,mae52w
ALB,grid,MACROSS,2025-09-29,87.51,103.0,,,93.7,,,104.4,,,0.0
DE,robotics,BOTTOM,2020-03-23,123.75,64.0,180.3,232.2,14.1,97.3,171.9,33.2,121.5,148.4,-6.2
DE,robotics,BRKOUT,2022-11-21,419.84,-18.6,-15.1,4.0,-46.8,-38.1,-52.9,-23.9,-30.0,-48.4,-18.6
DE,robotics,MACROSS,2019-01-21,145.24,6.5,7.3,95.8,-2.5,-14.6,2.2,-8.2,-18.8,46.2,-16.1
DE,robotics,MACROSS,2020-08-03,169.89,69.6,102.2,91.5,36.1,71.2,103.3,52.7,68.0,64.3,0.0
DE,robotics,MACROSS,2022-01-10,357.56,-21.1,17.3,4.5,15.0,47.2,14.6,-4.6,30.1,-1.3,-21.1
DE,robotics,MACROSS,2022-10-24,377.41,-4.2,-7.8,5.6,-30.1,-21.0,-54.8,-12.0,-15.1,-47.6,-9.5
DE,robotics,MACROSS,2023-07-24,409.86,-7.2,-8.1,24.7,-7.6,-12.8,6.1,-14.7,-29.0,-18.5,-15.1
DE,robotics,MACROSS,2024-05-06,395.7,-2.7,22.6,44.9,-10.7,28.6,11.3,-18.2,12.8,-0.2,-14.8
DE,robotics,MACROSS,2024-09-30,398.75,6.1,15.0,,27.0,0.2,,17.4,-3.2,,-3.4
DE,robotics,MACROSS,2026-01-26,525.1,,,,,,,,,,0.0
HON,robotics,BOTTOM,2020-06-15,127.1,46.0,49.0,28.4,7.0,3.2,40.4,25.4,12.5,6.4,-4.9
HON,robotics,BRKOUT,2020-11-02,162.02,25.3,24.8,17.1,10.5,-8.5,51.7,3.8,-10.9,6.4,0.0
HON,robotics,BRKOUT,2025-06-30,232.55,-12.6,-1.2,,-25.0,-15.7,,-22.5,-21.6,,-16.0
HON,robotics,BRKOUT,2026-01-26,236.14,,,,,,,,,,-6.1
HON,robotics,MACROSS,2019-03-11,132.13,9.0,-1.9,44.0,4.6,10.0,-27.6,1.5,1.0,-0.8,-1.9
HON,robotics,MACROSS,2020-09-28,145.61,32.1,32.5,4.6,10.4,3.2,39.8,11.2,0.6,-5.5,-0.4
HON,robotics,MACROSS,2022-11-28,200.91,-8.3,-7.7,11.0,-38.2,-32.4,-43.2,-14.3,-22.3,-41.5,-17.9
HON,robotics,MACROSS,2024-01-08,188.49,8.1,10.8,14.2,-3.9,0.2,-19.7,-10.1,-12.5,-35.0,-3.3
HON,robotics,MACROSS,2025-06-09,216.97,-7.4,6.5,,-25.3,-14.4,,-22.2,-19.2,,-10.0
HON,robotics,MACROSS,2026-01-26,236.14,,,,,,,,,,-6.1
EMR,robotics,BRKOUT,2023-08-21,92.93,9.7,9.4,42.2,-9.6,-14.4,10.5,-6.6,-20.2,-8.4,-11.4
EMR,robotics,BRKOUT,2025-06-23,131.04,2.8,9.5,,-9.8,-1.7,,-10.2,-10.4,,-5.0
EMR,robotics,MACROSS,2019-04-22,60.82,0.3,-22.7,36.7,2.5,-15.0,-29.9,-3.4,-21.1,-10.5,-36.7
EMR,robotics,MACROSS,2019-11-04,63.67,-23.0,-2.2,39.8,-21.2,-41.0,-45.3,-18.7,-17.7,-17.0,-39.5
EMR,robotics,MACROSS,2020-08-24,62.75,23.1,51.7,25.4,-0.7,16.0,47.0,13.7,21.4,6.4,-8.9
EMR,robotics,MACROSS,2022-12-19,89.33,-8.1,3.4,35.5,-44.3,-35.2,-22.4,-22.1,-22.2,-23.2,-15.7
EMR,robotics,MACROSS,2023-07-24,86.12,5.7,31.2,71.0,5.2,26.5,52.4,-1.8,10.3,27.8,-4.4
EMR,robotics,MACROSS,2025-06-30,137.52,-2.0,1.1,,-14.5,-13.5,,-11.9,-19.3,,-9.5
ROK,robotics,BOTTOM,2022-12-19,242.16,23.0,22.0,17.0,-13.1,-16.7,-40.9,9.1,-3.6,-41.8,0.0
ROK,robotics,BRKOUT,2019-11-11,179.11,-0.2,22.1,72.9,1.1,-20.6,-7.3,7.0,5.0,18.0,-36.4
ROK,robotics,MACROSS,2019-04-01,162.85,-13.0,-19.0,48.2,-6.7,0.6,-14.2,-15.9,-6.7,4.2,-30.0
ROK,robotics,MACROSS,2019-11-04,159.03,8.8,42.4,96.7,10.6,3.6,11.6,13.1,26.8,39.9,-28.3
ROK,robotics,MACROSS,2020-06-01,205.5,10.0,23.3,-0.7,-26.5,-22.6,-0.0,-6.8,-11.1,-33.1,-9.7
ROK,robotics,MACROSS,2022-12-19,242.16,23.0,22.0,17.0,-13.1,-16.7,-40.9,9.1,-3.6,-41.8,0.0
ROK,robotics,MACROSS,2024-02-05,272.04,-8.1,-3.6,51.6,-5.3,-15.9,25.2,-15.1,-25.0,10.4,-9.8
ROK,robotics,MACROSS,2024-12-09,290.51,7.9,38.6,,14.3,28.1,,8.4,24.4,,-23.2
ROK,robotics,MACROSS,2025-06-09,313.42,28.4,46.6,,10.4,25.7,,13.6,20.9,,0.0
TER,robotics,BOTTOM,2022-04-18,107.35,-29.1,-9.9,-11.3,-4.8,-11.7,-27.4,-17.7,-8.3,-31.2,-34.5
TER,robotics,BOTTOM,2023-03-06,100.02,-1.4,5.2,8.1,-12.6,-34.1,-26.5,-17.7,-29.4,-45.4,-17.0
TER,robotics,BRKOUT,2021-11-01,141.55,-26.4,-41.0,-38.7,15.1,10.0,-0.4,-14.8,-22.6,-34.4,-50.3
TER,robotics,BRKOUT,2024-04-29,119.47,-11.4,-36.7,189.0,-15.1,-31.6,163.1,-23.8,-49.0,144.6,-42.7
TER,robotics,BRKOUT,2025-09-29,145.41,112.8,,,121.6,,,114.3,,,-9.3
TER,robotics,MACROSS,2019-03-25,38.61,44.6,38.6,202.1,45.5,47.3,135.1,39.1,47.1,156.8,0.0
TER,robotics,MACROSS,2020-06-01,75.01,51.5,72.2,40.9,14.9,26.3,41.6,34.7,37.7,8.6,-6.5
TER,robotics,MACROSS,2021-11-15,148.47,-32.2,-38.3,-38.6,8.9,7.0,-6.4,-15.9,-24.1,-37.7,-52.6
TER,robotics,MACROSS,2023-02-20,99.38,3.2,-0.0,16.2,-7.9,-32.5,-29.0,-8.6,-30.1,-39.5,-16.5
TER,robotics,MACROSS,2024-02-12,101.42,30.3,11.2,210.1,28.4,-1.8,181.2,18.6,-12.4,170.3,-6.1
TER,robotics,MACROSS,2025-09-15,119.66,142.9,,,146.5,,,144.7,,,0.0
CGNX,robotics,BOTTOM,2018-10-29,43.44,5.5,13.0,42.7,-2.6,6.4,3.5,-3.8,-1.8,17.9,-23.1
CGNX,robotics,BOTTOM,2023-03-06,46.34,-8.0,-13.2,-27.4,-19.2,-52.5,-62.0,-24.3,-47.8,-80.8,-26.8
CGNX,robotics,BOTTOM,2024-06-24,46.03,-22.6,-32.1,44.6,-28.0,-37.8,27.1,-32.7,-46.5,7.5,-48.8
CGNX,robotics,BRKOUT,2020-01-13,55.0,8.6,47.7,24.6,-3.7,-5.8,-18.8,10.7,32.4,-19.9,-30.8
CGNX,robotics,MACROSS,2019-03-25,47.55,-5.0,-14.5,66.6,-4.1,-5.8,-0.4,-10.5,-6.0,21.3,-20.1
CGNX,robotics,MACROSS,2019-10-14,47.82,-7.6,35.5,71.1,-2.8,-7.4,-15.0,-4.9,16.7,16.4,-20.4
CGNX,robotics,MACROSS,2020-05-25,53.34,31.5,44.1,-10.1,-6.9,-4.0,-13.2,11.0,3.9,-50.6,-2.8
CGNX,robotics,MACROSS,2023-03-20,46.86,-11.4,-12.2,-34.6,-12.4,-44.4,-59.6,-20.9,-45.8,-81.0,-27.6
CGNX,robotics,MACROSS,2024-06-03,42.68,-12.6,-29.5,42.5,-22.8,-30.8,19.2,-27.1,-43.2,1.0,-44.8
CGNX,robotics,MACROSS,2025-08-25,43.72,24.3,,,7.5,,,17.3,,,-18.7
ZBRA,robotics,BOTTOM,2025-09-08,312.65,-35.2,,,-37.9,,,-36.5,,,-35.2
ZBRA,robotics,BRKOUT,2019-10-28,238.0,-5.2,19.2,124.3,1.5,-11.4,46.5,1.4,10.5,69.3,-25.2
ZBRA,robotics,MACROSS,2020-06-15,264.41,41.1,86.6,9.1,2.1,40.8,21.1,20.5,50.2,-12.9,-6.8
ZBRA,robotics,MACROSS,2023-04-03,300.26,-25.4,-3.3,-25.6,-26.6,-28.8,-29.5,-31.2,-31.8,-52.4,-31.9
ZBRA,robotics,MACROSS,2024-03-04,282.59,13.5,3.6,-22.3,23.8,7.0,-34.6,7.2,-10.4,-56.9,-5.1
AMBA,robotics,BOTTOM,2018-06-18,43.24,-20.6,2.8,13.1,7.2,11.1,6.4,-9.1,-6.3,-3.8,-24.1
AMBA,robotics,BOTTOM,2023-05-29,76.54,-23.6,-23.9,-31.2,-19.5,-33.2,-41.1,-31.6,-48.9,-72.7,-46.4
AMBA,robotics,BOTTOM,2025-07-28,63.74,0.5,,,-12.7,,,-11.5,,,-20.8
AMBA,robotics,BRKOUT,2020-11-23,77.87,28.9,121.2,-7.1,21.9,107.5,25.9,12.5,93.2,-21.0,0.0
AMBA,robotics,BRKOUT,2021-08-30,137.2,-36.2,-54.2,-53.5,-9.2,-6.1,-23.3,-32.2,-42.0,-56.2,-54.2
AMBA,robotics,BRKOUT,2024-11-25,71.55,-26.4,3.7,,-19.0,-2.0,,-24.9,-11.1,,-41.4
AMBA,robotics,BRKOUT,2025-08-25,82.48,-26.8,,,-43.6,,,-33.8,,,-38.8
AMBA,robotics,MACROSS,2017-12-04,59.0,-27.7,-35.4,-8.9,-27.3,-12.7,-3.4,-33.4,-36.5,-32.1,-44.4
AMBA,robotics,MACROSS,2019-04-01,44.88,29.4,1.2,134.5,35.7,20.8,72.1,26.5,13.5,90.5,-15.5
AMBA,robotics,MACROSS,2020-11-09,58.71,53.3,232.9,8.9,45.6,206.6,37.3,36.1,200.6,-5.7,0.0
AMBA,robotics,MACROSS,2023-01-30,93.85,-18.8,-44.6,-18.3,-31.2,-64.6,-53.9,-28.0,-66.3,-68.3,-50.1
AMBA,robotics,MACROSS,2023-07-17,79.05,-29.5,-28.2,-12.2,-28.7,-35.0,-27.3,-37.0,-51.3,-54.7,-48.1
AMBA,robotics,MACROSS,2024-08-19,49.87,56.8,44.3,,51.3,37.9,,49.4,28.0,,-15.9
AMBA,robotics,MACROSS,2024-09-23,56.44,-10.3,47.6,,-0.8,38.4,,-8.2,30.3,,-25.7
AMBA,robotics,MACROSS,2024-10-28,57.87,-12.9,47.3,,-4.4,28.8,,-12.7,26.4,,-27.5
AMBA,robotics,MACROSS,2025-08-04,64.55,-1.4,,,-13.4,,,-10.4,,,-21.8
AMBA,robotics,MACROSS,2026-07-06,77.3,,,,,,,,,,-20.0
OUST,robotics,BOTTOM,2023-03-06,9.26,-45.6,-40.3,-12.7,-56.9,-79.6,-47.3,-61.9,-74.9,-66.2,-61.8
OUST,robotics,BOTTOM,2023-09-18,4.81,2.7,26.0,620.6,-28.1,-0.3,577.6,-19.3,-7.8,562.4,-21.2
OUST,robotics,BOTTOM,2024-04-15,7.16,12.7,-2.4,238.8,0.7,4.6,207.2,-6.1,-10.0,191.9,-17.6
OUST,robotics,BOTTOM,2025-09-22,27.83,-36.5,,,-30.1,,,-32.9,,,-36.5
OUST,robotics,BRKOUT,2026-05-18,37.03,,,,,,,,,,0.0
OUST,robotics,MACROSS,2024-02-05,5.4,95.7,92.4,259.6,98.5,80.0,233.3,88.7,71.0,218.4,-10.7
OUST,robotics,MACROSS,2024-12-23,12.49,93.0,75.9,,92.7,63.1,,89.0,58.5,,-44.0
OUST,robotics,MACROSS,2025-06-02,14.59,69.8,172.0,,52.5,150.2,,54.7,147.5,,0.0
OUST,robotics,MACROSS,2026-05-25,46.05,,,,,,,,,,-19.6
NOVT,robotics,BOTTOM,2025-11-03,105.45,31.2,,,15.5,,,20.6,,,-1.6
NOVT,robotics,BRKOUT,2020-01-13,97.64,6.4,31.6,59.0,-5.8,-22.0,15.6,8.5,16.3,14.5,-31.1
NOVT,robotics,BRKOUT,2026-02-09,146.39,,,,,,,,,,-22.7
NOVT,robotics,MACROSS,2020-06-08,100.59,20.0,34.2,19.1,-18.8,-17.1,22.2,-1.4,-7.5,-12.8,-4.3
NOVT,robotics,MACROSS,2022-12-12,141.52,19.9,18.8,17.4,-21.3,-15.9,-40.6,4.3,-5.5,-44.1,-12.9
NOVT,robotics,MACROSS,2024-02-12,161.03,12.0,-11.1,-9.1,10.1,-24.1,-38.1,0.3,-34.7,-48.9,-11.1
NOVT,robotics,MACROSS,2026-02-02,141.47,,,,,,,,,,-20.0
SYM,robotics,BOTTOM,2022-10-24,12.68,109.5,178.8,116.2,83.5,165.6,55.8,101.6,171.6,63.0,-25.9
SYM,robotics,BOTTOM,2023-08-28,41.92,-2.4,-54.2,13.1,-21.1,-72.4,-12.9,-16.9,-80.9,-33.6,-54.2
SYM,robotics,BRKOUT,2022-06-06,10.58,7.3,307.3,247.7,12.3,280.0,207.9,5.5,295.1,206.4,-11.2
SYM,robotics,BRKOUT,2023-03-20,21.68,43.3,117.2,3.3,42.2,85.0,-21.7,33.7,83.5,-43.1,0.0
SYM,robotics,BRKOUT,2025-06-30,47.91,35.4,-10.8,,23.0,-25.4,,25.5,-31.2,,-13.9
SYM,robotics,MACROSS,2022-05-02,9.87,4.2,174.0,316.7,20.3,164.8,283.0,11.9,171.9,288.5,-4.9
SYM,robotics,MACROSS,2022-06-06,10.58,7.3,307.3,247.7,12.3,280.0,207.9,5.5,295.1,206.4,-11.2
SYM,robotics,MACROSS,2023-01-30,15.2,252.7,231.9,93.1,240.3,212.0,57.5,243.5,210.2,43.0,0.0
SYM,robotics,MACROSS,2025-06-30,47.91,35.4,-10.8,,23.0,-25.4,,25.5,-31.2,,-13.9
SERV,robotics,BOTTOM,2025-11-17,8.66,0.5,,,-20.4,,,-13.3,,,-41.2
SERV,robotics,MACROSS,2025-07-28,10.01,4.2,,,-9.0,,,-7.7,,,-49.2
SERV,robotics,MACROSS,2025-09-15,13.98,-36.6,,,-33.0,,,-34.9,,,-63.6
RR,robotics,BOTTOM,2024-12-16,1.27,40.9,178.7,,46.6,167.1,,39.8,162.3,,0.0
RR,robotics,BOTTOM,2025-11-10,3.35,-20.0,,,-34.9,,,-30.6,,,-52.2
RR,robotics,BRKOUT,2025-09-15,4.45,-51.5,,,-47.9,,,-49.7,,,-64.0
RR,robotics,MACROSS,2025-01-13,3.1,-35.8,25.2,,-36.4,8.3,,-41.5,8.1,,-49.7
LMT,defense,BOTTOM,2020-07-13,313.32,-4.5,5.2,14.3,-20.3,-24.2,-6.1,-22.3,-30.9,-8.9,-11.5
LMT,defense,BOTTOM,2025-07-14,451.77,27.4,12.6,,2.6,-5.6,,16.6,-7.1,,-9.3
LMT,defense,BRKOUT,2019-06-03,294.83,10.2,18.5,16.8,1.7,28.6,8.1,-0.3,5.2,-35.5,-16.5
LMT,defense,BRKOUT,2022-01-24,348.92,6.6,20.0,15.3,2.1,4.7,-9.7,12.7,26.7,1.5,-1.7
LMT,defense,BRKOUT,2022-10-24,438.88,-3.0,-6.2,22.2,-9.4,-6.7,-19.4,-10.8,-13.4,-31.0,-15.2
LMT,defense,MACROSS,2018-09-24,281.19,-12.0,15.1,17.6,-4.6,10.1,42.4,-10.1,11.5,0.1,-25.3
LMT,defense,MACROSS,2019-04-22,270.75,14.3,19.2,21.0,9.2,46.7,17.0,10.5,20.8,-26.3,-9.1
LMT,defense,MACROSS,2020-09-21,330.8,-4.3,-7.0,13.0,-34.5,-41.1,-8.0,-25.7,-43.9,-2.2,-16.2
LMT,defense,MACROSS,2021-05-10,339.21,-12.0,14.6,21.8,-13.2,20.9,15.3,-24.9,16.9,20.0,-13.8
LMT,defense,MACROSS,2022-02-07,351.62,11.0,24.6,13.5,8.3,13.5,-7.5,13.4,30.4,-3.9,-2.5
LMT,defense,MACROSS,2024-01-15,428.23,5.2,9.9,34.4,-5.3,-15.7,-68.9,-9.3,-15.5,-12.5,-7.4
LMT,defense,MACROSS,2024-04-22,434.7,23.4,6.3,17.3,7.5,-14.2,-51.5,8.8,-3.5,-26.5,-6.5
LMT,defense,MACROSS,2025-10-27,482.46,5.6,,,5.3,,,-0.7,,,-7.4
RTX,defense,BOTTOM,2020-06-15,56.59,9.7,36.0,44.0,-2.5,6.4,30.6,-10.9,-0.4,22.0,-15.7
RTX,defense,BRKOUT,2018-09-10,72.55,-7.6,2.5,-26.5,-0.1,-4.5,-4.6,-5.7,-3.0,-46.0,-23.1
RTX,defense,BRKOUT,2024-04-01,97.45,24.2,18.0,100.5,8.2,14.2,29.2,13.0,19.3,70.9,-1.6
RTX,defense,MACROSS,2019-04-15,72.97,1.0,-21.7,-4.6,-4.6,0.2,-10.6,-2.7,-22.6,-53.7,-40.9
RTX,defense,MACROSS,2021-01-04,61.82,25.2,32.6,53.7,6.4,17.6,29.7,10.2,8.7,48.9,-4.5
RTX,defense,MACROSS,2022-12-19,92.12,-1.3,-14.0,23.2,-4.3,-28.7,-11.3,-15.3,-39.6,-35.5,-28.4
RTX,defense,MACROSS,2024-03-04,87.09,31.8,44.4,139.9,23.0,27.5,49.5,25.5,30.4,105.2,0.0
NOC,defense,BRKOUT,2024-07-29,478.51,-0.7,20.7,,-15.3,-23.1,,-14.3,2.5,,-10.5
NOC,defense,MACROSS,2019-05-27,270.58,16.9,12.2,24.7,1.6,29.2,12.3,1.6,-0.6,-33.5,-5.3
NOC,defense,MACROSS,2021-04-26,325.51,1.6,26.1,34.2,3.1,28.8,25.3,-9.1,26.1,31.5,-0.3
NOC,defense,MACROSS,2023-12-04,456.9,-6.8,1.1,19.2,-19.0,-24.4,-49.4,-23.7,-32.7,-33.6,-10.2
NOC,defense,MACROSS,2024-08-12,490.23,-12.7,17.3,,-19.9,-19.3,,-23.4,-0.2,,-12.7
NOC,defense,MACROSS,2025-04-07,523.24,17.8,28.2,,-21.0,-26.6,,-5.2,-0.5,,-11.7
GD,defense,BOTTOM,2019-05-27,136.33,14.3,-6.4,24.6,-1.0,10.6,12.2,-1.0,-19.2,-33.6,-27.9
GD,defense,BOTTOM,2020-03-16,98.29,27.4,60.6,113.4,-10.8,-13.8,28.6,-18.3,-12.3,13.4,0.0
GD,defense,BOTTOM,2020-06-08,129.71,3.0,32.1,58.6,-10.1,0.0,39.1,-18.5,-9.6,26.7,-10.6
GD,defense,BRKOUT,2025-07-21,308.58,16.7,,,-2.3,,,7.9,,,-1.0
GD,defense,MACROSS,2019-07-29,155.12,-2.5,-17.2,13.8,-11.3,7.3,8.7,-13.5,-31.0,-41.3,-36.6
GD,defense,MACROSS,2021-01-11,136.16,25.2,42.6,63.4,13.3,27.0,42.1,9.6,17.2,54.2,-4.2
GD,defense,MACROSS,2023-10-23,225.85,20.6,29.5,53.3,-0.8,-11.3,-52.7,-4.0,-13.4,-15.9,0.0
GD,defense,MACROSS,2025-06-30,289.65,17.0,29.0,,-2.2,-4.5,,7.1,8.5,,0.0
LHX,defense,BOTTOM,2020-07-13,150.99,12.0,34.2,36.7,-3.8,4.7,16.2,-5.8,-1.9,13.5,-4.8
LHX,defense,MACROSS,2019-03-25,139.11,31.8,17.6,28.9,18.4,41.6,23.0,26.2,26.1,-16.4,-2.0
LHX,defense,MACROSS,2021-01-11,169.05,19.9,23.2,8.6,8.0,7.6,-12.7,4.3,-2.2,-0.6,-9.1
LHX,defense,MACROSS,2022-02-28,243.84,-13.7,-18.2,-17.9,-5.6,-27.0,-37.3,-5.1,-13.3,-40.3,-26.5
LHX,defense,MACROSS,2022-10-17,229.04,-17.4,-27.1,5.3,-31.3,-32.8,-49.4,-28.5,-41.4,-55.5,-32.1
LHX,defense,MACROSS,2024-01-01,195.84,10.3,4.3,54.3,3.0,-14.8,-27.7,-8.9,-23.8,4.7,-0.7
LHX,defense,MACROSS,2025-06-16,245.69,16.1,20.0,,-2.9,-13.1,,0.9,-7.0,,-1.1
BA,defense,BRKOUT,2025-05-05,194.85,-0.1,21.8,,-28.7,-15.7,,-19.7,-10.4,,-7.8
BA,defense,MACROSS,2019-02-11,408.18,-20.0,-16.6,-48.3,-22.9,-32.8,-45.1,-25.1,-40.6,-95.2,-22.5
BA,defense,MACROSS,2019-09-30,371.31,-66.5,-54.7,-39.1,-29.0,-29.1,-38.2,-51.7,-70.3,-91.6,-74.4
BA,defense,MACROSS,2019-11-04,348.92,-61.8,-54.8,-35.7,-29.5,-27.2,-34.3,-57.4,-70.3,-92.4,-72.8
BA,defense,MACROSS,2021-01-04,209.9,14.1,2.7,1.5,-4.7,-12.3,-22.6,-0.8,-21.2,-3.3,-8.2
BA,defense,MACROSS,2022-12-26,190.49,10.9,36.8,-5.1,6.1,22.5,-39.6,-5.9,10.7,-65.1,-5.7
BA,defense,MACROSS,2023-12-18,260.44,-32.2,-31.9,-17.8,-39.4,-49.1,-90.3,-47.9,-58.3,-65.0,-46.2
BA,defense,MACROSS,2025-02-17,177.15,29.9,31.0,,-1.5,-33.2,,21.7,14.7,,-22.9
BA,defense,MACROSS,2026-06-15,222.72,,,,,,,,,,-3.9
GE,defense,BOTTOM,2019-09-02,42.02,8.2,-26.0,51.6,20.4,-1.6,55.3,7.5,-43.2,-5.7,-36.8
GE,defense,BOTTOM,2022-12-26,51.27,68.1,95.7,228.9,63.3,81.4,194.5,51.3,69.5,169.0,0.0
GE,defense,MACROSS,2019-07-08,50.03,12.8,-35.2,28.0,6.8,-9.1,23.8,3.4,-42.9,-22.0,-46.9
GE,defense,MACROSS,2019-11-11,55.64,-52.3,-19.3,17.7,-13.3,2.8,23.8,-45.1,-36.4,-37.2,-52.3
GE,defense,MACROSS,2020-12-07,54.18,22.9,8.9,-8.1,6.1,2.2,-24.8,6.2,-21.4,-18.6,-4.5
GE,defense,MACROSS,2023-01-02,56.39,50.6,76.1,202.4,48.1,66.0,171.3,36.8,53.7,145.6,0.0
HWM,defense,BOTTOM,2020-06-15,13.74,95.6,138.1,126.7,83.4,108.5,113.3,75.0,101.7,104.7,0.0
HWM,defense,BRKOUT,2018-01-08,22.9,-43.3,-35.5,-4.9,-44.4,-27.8,-22.8,-44.8,-30.4,-26.5,-45.0
HWM,defense,BRKOUT,2019-06-03,17.75,32.0,-4.7,95.4,23.5,5.4,86.7,21.5,-18.0,43.1,-43.6
HWM,defense,BRKOUT,2020-12-07,26.05,33.8,16.9,44.4,17.1,10.1,27.7,17.1,-13.4,33.8,-7.0
HWM,defense,MACROSS,2018-01-08,22.9,-43.3,-35.5,-4.9,-44.4,-27.8,-22.8,-44.8,-30.4,-26.5,-45.0
HWM,defense,MACROSS,2019-05-06,16.95,29.1,-26.6,95.1,19.3,-1.0,88.6,20.8,-30.2,43.2,-40.9
HWM,defense,MACROSS,2020-11-09,22.04,48.7,43.2,68.1,29.5,22.6,44.2,31.5,10.8,53.5,0.0
HWM,defense,MACROSS,2022-02-21,35.3,2.7,17.7,85.5,4.8,9.3,65.6,9.4,25.7,65.8,-13.4
TDG,defense,BRKOUT,2025-04-28,1356.97,-3.6,-14.9,,-37.9,-49.7,,-24.6,-43.5,,-16.0
TDG,defense,MACROSS,2020-10-12,408.91,25.5,30.0,7.5,-3.2,-1.6,-7.0,4.5,-0.2,1.5,-3.0
TDG,defense,MACROSS,2022-02-28,526.16,-2.3,24.6,99.3,5.7,15.8,79.9,6.2,29.6,76.9,-18.5
TDG,defense,MACROSS,2022-12-26,538.22,42.0,66.6,124.4,37.2,52.2,89.9,25.2,40.4,64.4,0.0
HEI,defense,BRKOUT,2022-01-03,148.95,-10.8,5.6,15.2,-4.5,-2.3,-3.5,5.2,21.0,11.7,-13.4
HEI,defense,MACROSS,2020-10-19,113.35,22.1,23.3,33.3,-6.6,-9.3,7.3,0.7,-9.5,21.9,-7.9
HEI,defense,MACROSS,2021-11-08,144.9,-5.7,9.5,13.8,1.6,6.8,5.2,7.7,22.9,16.6,-11.0
HEI,defense,MACROSS,2022-08-08,161.18,7.1,5.6,46.4,-0.9,-4.5,13.4,10.7,-0.4,17.8,-13.6
HEI,defense,MACROSS,2023-12-18,179.31,26.5,33.0,82.0,19.3,15.8,9.6,10.8,6.6,34.8,-4.3
HEI,defense,MACROSS,2026-07-06,350.92,,,,,,,,,,-2.4
CW,defense,BOTTOM,2020-06-15,86.73,27.4,36.3,42.9,15.1,6.7,29.5,6.8,-0.2,20.9,-5.0
CW,defense,BOTTOM,2020-12-28,114.0,4.3,19.9,45.1,-12.4,10.5,24.8,-12.4,-8.9,39.7,-10.8
CW,defense,BRKOUT,2017-10-02,105.47,22.7,20.9,15.8,14.3,1.6,-7.6,19.7,5.7,-4.3,0.0
CW,defense,BRKOUT,2022-10-17,162.86,6.4,22.9,123.0,-7.5,17.2,68.3,-4.7,8.6,62.2,-3.2
CW,defense,BRKOUT,2023-06-26,182.29,21.5,48.1,167.1,12.4,33.8,103.6,13.5,23.6,124.7,0.0
CW,defense,BRKOUT,2025-05-12,409.26,34.6,74.1,,14.3,47.1,,20.9,48.3,,0.0
CW,defense,MACROSS,2017-08-14,89.87,36.4,41.9,29.5,13.2,16.5,-1.9,22.7,22.2,5.9,0.0
CW,defense,MACROSS,2019-07-08,123.35,13.4,-32.2,-3.0,7.4,-6.1,-7.1,4.0,-39.9,-52.9,-38.5
CW,defense,MACROSS,2020-12-28,114.0,4.3,19.9,45.1,-12.4,10.5,24.8,-12.4,-8.9,39.7,-10.8
DRS,defense,BOTTOM,2022-06-13,11.48,3.7,45.5,111.9,-14.0,20.9,68.2,-2.0,23.5,59.5,-22.3
DRS,defense,BRKOUT,2019-04-08,3.21,57.5,29.8,334.8,48.5,52.6,328.5,54.5,32.0,287.7,-3.7
DRS,defense,BRKOUT,2022-03-21,16.2,-37.2,-21.8,33.2,-21.2,-21.4,15.6,-19.2,-10.7,14.4,-44.9
DRS,defense,BRKOUT,2026-05-25,48.76,,,,,,,,,,-12.9
DRS,defense,MACROSS,2018-07-23,2.87,-5.8,17.5,119.6,1.0,9.5,137.0,-1.3,8.1,101.0,-13.4
DRS,defense,MACROSS,2019-04-01,3.01,61.0,22.0,311.1,52.6,54.2,305.9,58.0,34.2,267.2,0.0
DRS,defense,MACROSS,2020-06-29,6.45,49.1,77.2,38.4,32.7,41.5,13.7,28.3,36.2,12.7,-9.2
DRS,defense,MACROSS,2022-03-28,13.92,-31.8,-8.1,56.4,-14.0,-12.4,35.8,-11.3,-0.1,37.3,-35.9
DRS,defense,MACROSS,2023-01-23,13.29,24.9,45.3,173.1,21.5,36.8,132.6,11.4,23.3,119.0,-7.3
DRS,defense,MACROSS,2026-03-16,43.73,,,,,,,,,,-8.8
MRCY,defense,BOTTOM,2022-02-14,52.44,-1.5,2.9,-44.5,-4.3,-10.3,-67.4,0.6,7.6,-63.1,-22.6
MRCY,defense,BOTTOM,2022-04-11,61.23,-31.8,-18.5,-53.0,-15.5,-22.4,-69.6,-14.1,-14.3,-73.4,-33.7
MRCY,defense,BOTTOM,2023-03-06,49.85,-27.2,-37.7,-12.1,-26.8,-53.1,-47.1,-43.5,-72.3,-65.5,-43.2
MRCY,defense,BRKOUT,2018-08-27,54.51,18.7,57.1,37.6,17.3,49.0,53.5,21.1,54.4,12.0,-20.1
MRCY,defense,BRKOUT,2024-08-12,40.1,10.8,66.3,,3.7,29.8,,0.1,48.8,,-17.3
MRCY,defense,MACROSS,2018-09-17,52.96,18.4,57.1,42.1,27.7,50.8,63.2,21.8,52.9,24.4,-17.8
MRCY,defense,MACROSS,2021-02-08,74.95,-29.1,-29.5,-27.8,-39.6,-37.8,-48.0,-43.4,-43.2,-34.8,-38.9
MRCY,defense,MACROSS,2022-03-21,66.44,-34.7,-26.2,-58.6,-18.6,-25.9,-76.2,-16.6,-15.2,-77.3,-38.9
