ticker,signal,date,price,fwd13w,fwd26w,fwd52w,exc13w,exc26w,exc52w,mae26w
SWKS,BOTTOM,2025-12-01,67.91,-20.0,8.3,,-18.3,0.2,,-21.7
SWKS,BREAKOUT,2026-05-18,81.71,,,,,,,-27.4
SWX,BREAKOUT,2017-11-27,65.45,-25.1,-10.3,-6.1,-27.3,-14.7,-12.3,-25.1
SWX,BOTTOM,2020-06-15,53.71,-5.4,-5.9,-1.1,-13.0,-26.5,-37.5,-5.9
SWX,BREAKOUT,2022-02-28,63.53,28.3,10.7,-15.2,33.0,19.3,-10.2,-1.4
SWX,BREAKOUT,2024-02-26,64.77,12.4,6.2,11.4,9.2,-4.4,-5.9,0.0
SXC,BOTTOM,2017-09-11,6.14,32.8,37.8,33.4,25.3,26.8,15.1,0.0
SXC,BREAKOUT,2017-12-18,8.85,-12.0,11.1,-32.7,-8.8,7.5,-24.4,-19.9
SXC,BREAKOUT,2024-11-04,11.36,-23.5,-30.5,-43.2,-24.3,-25.4,-56.7,-32.5
SXC,BOTTOM,2025-05-12,8.22,-12.6,-21.7,-7.3,-21.2,-35.5,-33.1,-21.7
SXC,BREAKOUT,2026-05-18,8.4,,,,,,,-6.9
SXI,BOTTOM,2020-06-15,50.81,10.7,43.0,73.6,3.2,22.4,37.1,-0.1
SXI,BREAKOUT,2021-10-18,103.21,-4.4,-7.4,-14.9,-1.4,-2.1,1.2,-8.2
SXI,BREAKOUT,2023-01-09,107.06,8.9,26.7,35.0,5.0,13.1,13.5,-2.5
SXI,BREAKOUT,2025-08-18,209.63,9.1,22.8,,6.7,15.4,,-3.2
SXT,BREAKOUT,2020-10-12,60.79,10.4,19.9,43.5,1.8,-1.1,13.3,-3.9
SXT,BOTTOM,2023-03-13,65.72,6.6,-8.2,0.5,-6.5,-22.7,-32.1,-15.8
SXT,BREAKOUT,2024-05-06,73.64,-5.7,5.3,27.3,-8.4,-10.3,17.6,-5.7
SXT,BREAKOUT,2026-04-20,122.72,,,,,,,-11.1
SYBT,BREAKOUT,2020-08-03,37.14,-10.6,12.9,22.2,-15.7,-3.9,-12.1,-18.3
SYBT,BREAKOUT,2021-09-20,50.15,12.1,-0.8,25.8,5.8,-3.5,41.6,-6.4
SYBT,BREAKOUT,2022-07-25,63.71,13.9,-14.5,-29.1,19.1,-13.9,-41.8,-14.5
SYBT,BOTTOM,2023-08-28,43.76,0.9,-1.8,33.6,-1.2,-16.4,6.9,-16.4
SYBT,BREAKOUT,2024-07-08,50.09,23.2,29.4,54.6,19.4,25.1,41.8,0.0
SYBT,BREAKOUT,2025-06-23,77.3,-9.1,-14.5,-1.3,-17.1,-27.4,-21.1,-17.4
SYBT,BREAKOUT,2026-07-13,81.14,,,,,,,
SYF,BREAKOUT,2017-12-04,30.49,-0.2,-4.7,-30.8,-5.8,-10.4,-31.9,-13.0
SYF,BREAKOUT,2019-05-06,29.51,1.3,6.8,-45.2,-0.4,-1.4,-48.8,-9.3
SYF,BOTTOM,2022-12-12,30.72,-13.7,0.5,15.2,-15.8,-15.1,-9.1,-17.3
SYF,BREAKOUT,2023-12-11,35.38,13.3,13.7,87.5,4.3,-2.3,57.5,-1.1
SYK,BREAKOUT,2023-01-30,273.55,0.8,0.7,22.1,0.4,-8.5,0.4,-7.4
SYK,BREAKOUT,2024-01-08,305.55,9.6,9.0,17.9,2.1,-9.3,-5.4,-0.5
SYM,BREAKOUT,2022-06-06,10.58,8.4,7.3,307.3,3.7,5.5,295.1,-11.2
SYM,BOTTOM,2022-10-24,12.68,8.6,109.5,178.8,3.8,101.6,171.6,-25.9
SYM,BREAKOUT,2023-03-20,21.68,82.2,43.3,117.2,72.4,33.7,83.5,0.0
SYM,BOTTOM,2023-08-28,41.92,35.3,-2.4,-54.2,33.2,-16.9,-80.9,-25.9
SYM,BREAKOUT,2025-06-30,47.91,31.7,35.4,-10.8,24.4,25.5,-31.2,-3.5
SYNA,BOTTOM,2018-03-12,47.82,1.4,-3.9,-9.6,-0.1,-10.5,-14.2,-11.5
SYNA,BOTTOM,2019-09-09,39.06,63.9,53.6,106.1,58.0,63.3,93.0,-3.8
SYNA,BREAKOUT,2019-10-28,45.04,48.1,40.0,70.2,42.5,46.7,61.5,0.0
SYNA,BOTTOM,2025-03-03,67.16,-6.8,4.1,7.2,-11.2,-9.0,-10.9,-28.8
SYNA,BOTTOM,2025-10-20,71.2,20.2,31.8,,18.2,25.8,,-11.3
SYNA,BREAKOUT,2026-01-12,91.02,-11.9,25.3,,-14.8,17.3,,-24.5
SYRE,BREAKOUT,2018-03-05,220.75,19.0,-1.0,-9.4,18.9,-5.0,-9.7,-10.9
SYRE,BREAKOUT,2020-06-01,231.25,-21.1,-11.4,-29.0,-28.8,-28.1,-63.4,-29.6
SYRE,BOTTOM,2020-09-14,197.0,13.5,0.1,-5.2,1.3,-18.6,-40.6,-11.8
SYRE,BOTTOM,2022-12-12,9.35,-16.6,-62.6,65.8,-18.7,-78.1,41.5,-65.8
SYRE,BOTTOM,2024-04-22,33.56,-6.2,3.7,-57.9,-13.7,-10.9,-67.6,-29.9
SYRE,BOTTOM,2024-12-16,23.86,-23.8,-37.1,40.0,-19.5,-38.2,23.5,-48.8
SYRE,BREAKOUT,2025-11-24,30.0,43.4,145.0,,42.7,133.7,,0.0
SYY,BREAKOUT,2022-02-21,77.33,-2.6,-3.0,-10.9,2.2,3.7,-3.0,-11.3
SYY,BREAKOUT,2024-01-29,76.06,-6.9,-4.6,-8.1,-10.7,-13.0,-31.4,-13.2
SYY,BREAKOUT,2025-07-21,78.08,-3.0,-3.8,,-9.6,-12.6,,-8.4
TAC,BREAKOUT,2019-02-25,5.38,9.4,7.1,25.5,10.8,1.8,17.8,-0.2
TAC,BREAKOUT,2020-01-20,6.65,-24.4,-14.3,22.3,-11.0,-12.9,3.7,-41.8
TAC,BOTTOM,2020-03-23,4.61,12.1,15.3,86.7,-6.8,-15.5,27.9,-1.8
TAC,BOTTOM,2023-02-27,8.03,17.4,14.2,-17.6,11.1,1.7,-46.4,-7.2
TAC,BREAKOUT,2025-09-29,14.42,-10.0,-6.5,,-12.4,-5.1,,-18.3
TAK,BREAKOUT,2021-03-15,18.55,-16.5,-13.4,-23.8,-23.3,-27.5,-39.4,-17.7
TAK,BREAKOUT,2022-12-19,14.55,5.3,2.4,-9.6,1.5,-11.5,-35.2,-1.0
TAK,BREAKOUT,2025-03-03,14.83,0.9,3.9,20.6,-3.5,-9.2,2.5,-6.4
TAL,BOTTOM,2022-07-11,4.0,-2.7,116.0,58.2,4.0,111.6,39.7,-2.7
TAL,BREAKOUT,2022-08-22,5.99,-11.7,18.0,12.0,-11.4,19.4,1.7,-35.1
TAL,BREAKOUT,2023-09-25,9.11,38.6,24.6,18.6,27.0,1.3,-16.9,-2.2
TAL,BOTTOM,2025-08-25,10.62,3.6,-0.8,,-2.7,-7.8,,-5.3
TAL,BOTTOM,2025-12-01,11.36,-6.3,-15.8,,-4.7,-24.0,,-15.8
TALK,BOTTOM,2023-03-20,0.72,70.4,175.1,398.6,60.5,165.6,365.0,-2.9
TALK,BREAKOUT,2025-02-03,3.85,-21.6,-35.1,0.8,-15.8,-41.8,-15.5,-40.0
TALK,BOTTOM,2025-03-24,2.63,5.3,5.7,95.8,-5.7,-14.1,80.4,-12.2
TALO,BREAKOUT,2019-12-23,29.7,-78.5,-70.3,-72.4,-57.4,-64.2,-88.8,-79.8
TALO,BOTTOM,2021-04-19,11.11,-1.7,13.7,62.2,-7.6,4.2,58.6,-19.1
TALO,BREAKOUT,2021-05-31,16.12,-21.0,-38.6,46.3,-28.6,-46.6,47.9,-44.2
TALO,BREAKOUT,2022-02-28,18.09,30.4,16.2,-7.8,35.1,24.8,-2.9,-24.9
TALO,BOTTOM,2022-08-15,19.76,1.6,-11.1,-13.8,7.4,-8.4,-18.9,-20.6
TALO,BOTTOM,2024-01-08,13.51,4.1,-11.3,-21.2,-3.4,-29.5,-44.6,-24.2
TALO,BOTTOM,2025-10-27,9.81,21.5,58.6,,19.8,52.4,,0.0
TALO,BREAKOUT,2025-11-24,11.46,6.9,28.0,,6.2,16.7,,-5.4
TAP,BOTTOM,2019-03-18,48.55,-6.1,-3.6,-35.2,-11.9,-11.4,-18.8,-15.1
TAP,BOTTOM,2020-06-15,32.38,-9.8,19.7,42.6,-17.3,-0.9,6.2,-14.1
TAP,BREAKOUT,2023-04-24,53.31,19.4,-3.3,8.0,9.1,-2.8,-15.9,-3.3
TARS,BOTTOM,2022-10-03,16.67,-10.3,-24.6,5.4,-17.7,-38.3,-14.9,-28.5
TARS,BREAKOUT,2023-07-17,24.62,-46.8,-4.6,9.8,-40.2,-12.1,-13.3,-47.3
TARS,BREAKOUT,2024-01-22,25.8,24.2,-3.1,89.1,19.6,-15.5,62.7,-3.1
TARS,BREAKOUT,2025-08-18,57.25,39.1,16.3,,36.7,8.9,,-13.8
TATT,BOTTOM,2020-01-20,5.19,-23.9,-27.2,12.9,-10.5,-25.8,-5.7,-39.5
TATT,BREAKOUT,2020-09-21,5.82,-24.6,-6.2,-0.9,-37.3,-27.6,-37.8,-29.2
TATT,BOTTOM,2020-10-26,4.12,35.4,20.9,51.9,21.6,-7.9,9.3,0.0
TATT,BREAKOUT,2023-06-05,7.11,17.4,39.1,105.8,13.4,31.3,79.8,0.0
TBBK,BREAKOUT,2017-09-18,8.16,22.4,29.8,19.6,14.6,25.4,0.4,0.0
TBBK,BOTTOM,2019-06-03,8.84,4.1,30.9,23.6,-0.0,20.4,10.4,0.0
TBBK,BREAKOUT,2019-10-21,11.02,7.0,-45.9,-13.2,-2.6,-40.8,-30.0,-63.8
TBLA,BOTTOM,2023-06-05,2.96,19.9,20.9,24.3,15.9,13.1,-1.7,0.0
TBLA,BOTTOM,2025-01-13,3.58,-22.3,-1.1,16.8,-10.7,-6.8,-0.3,-25.7
TBLA,BREAKOUT,2025-11-24,4.08,-22.3,19.6,,-23.0,8.3,,-26.5
TBN,BREAKOUT,2025-12-29,27.88,56.9,10.9,,60.6,1.3,,-6.1
TBPH,BOTTOM,2018-11-05,25.81,0.6,-15.2,-31.8,2.6,-20.0,-45.2,-15.2
TBPH,BREAKOUT,2020-01-27,27.88,-4.1,-30.3,-33.1,7.5,-32.9,-50.3,-30.3
TBPH,BOTTOM,2020-03-09,24.84,1.7,-32.1,-16.9,-12.0,-57.4,-66.0,-32.8
TBPH,BOTTOM,2021-05-24,17.28,-52.4,-53.6,-46.5,-59.9,-63.6,-46.7,-59.4
TCBI,BOTTOM,2019-06-10,60.21,-4.9,0.7,-46.1,-9.5,-10.1,-53.4,-13.6
TCBI,BOTTOM,2020-09-14,31.74,83.6,178.3,77.5,71.4,159.6,42.2,-6.3
TCBI,BOTTOM,2022-03-14,61.91,-17.2,0.5,-13.0,0.2,13.1,-2.2,-18.2
TCBI,BREAKOUT,2024-07-15,65.87,19.7,22.3,36.0,12.9,12.8,20.2,-8.9
TCBI,BREAKOUT,2025-07-14,89.55,-12.1,9.2,17.3,-18.2,-1.6,-2.4,-12.1
TCBK,BREAKOUT,2019-12-16,34.25,-36.6,-31.4,-11.4,-8.3,-28.6,-28.6,-40.3
TCBK,BREAKOUT,2021-01-04,33.61,22.1,7.0,17.1,13.8,-7.9,-6.8,-5.1
TCBK,BREAKOUT,2022-06-27,41.22,-3.6,10.8,-26.8,2.4,9.6,-45.0,-3.6
TCBK,BOTTOM,2023-11-27,33.93,-9.9,4.7,35.1,-22.1,-11.0,2.1,-10.3
TCBK,BREAKOUT,2024-07-15,41.96,1.4,-2.3,-2.4,-5.4,-11.8,-18.2,-7.0
TCBK,BREAKOUT,2025-11-24,47.05,0.1,7.2,,-0.6,-4.1,,-2.8
TCMD,BREAKOUT,2018-04-30,36.02,41.1,84.2,48.2,34.1,81.0,35.5,0.0
TCMD,BOTTOM,2019-05-20,49.56,-2.3,22.8,-0.9,-3.6,11.8,-7.5,-13.8
TCMD,BOTTOM,2019-09-09,52.72,27.8,-24.4,-35.5,21.9,-14.7,-48.7,-24.4
TCMD,BOTTOM,2020-12-28,44.94,18.9,13.9,-57.7,11.4,-2.8,-86.4,0.0
TCMD,BREAKOUT,2023-04-17,18.57,22.6,-39.8,-22.5,12.5,-42.8,-44.3,-40.0
TCMD,BOTTOM,2023-08-14,17.78,-35.3,-17.5,-27.0,-39.0,-32.8,-55.7,-39.8
TCMD,BREAKOUT,2024-11-18,17.85,-15.7,-47.2,44.0,-16.8,-45.1,32.0,-47.2
TCMD,BREAKOUT,2025-11-03,24.86,12.3,3.2,,9.0,-7.4,,-7.9
TCOM,BOTTOM,2018-04-23,40.43,3.7,-23.4,6.5,-2.4,-23.9,-5.7,-23.4
TCOM,BOTTOM,2020-06-15,25.87,13.2,33.1,41.8,5.6,12.5,5.4,0.0
TCOM,BOTTOM,2022-09-26,27.18,26.0,37.9,28.0,18.4,22.4,6.5,-16.4
TCOM,BREAKOUT,2022-11-28,32.1,20.0,6.7,5.8,20.2,0.6,-8.8,-2.4
TCOM,BREAKOUT,2024-02-12,41.05,37.8,3.6,67.9,31.4,-8.0,44.3,-4.7
TCOM,BREAKOUT,2025-08-25,73.75,-5.2,-28.7,,-11.4,-35.6,,-28.7
TCOM,BOTTOM,2026-02-16,54.57,-15.0,,,-23.5,,,-25.1
TD,BOTTOM,2020-09-28,37.0,21.7,43.3,50.2,9.2,22.4,18.3,-4.6
TDAY,BREAKOUT,2017-11-06,12.31,-0.4,8.8,-1.8,-2.2,2.1,-11.4,-0.4
TDAY,BOTTOM,2022-03-21,4.61,-32.3,-58.4,-60.3,-18.9,-40.3,-49.2,-58.4
TDAY,BOTTOM,2023-03-27,1.87,20.3,31.0,30.5,11.6,25.8,0.9,-9.1
TDAY,BREAKOUT,2024-05-13,3.72,26.6,32.8,-3.2,21.6,21.5,-16.9,-0.3
TDAY,BOTTOM,2025-10-20,3.77,56.0,93.4,,53.9,87.4,,0.0
TDAY,BREAKOUT,2025-12-01,5.51,15.4,47.9,,17.1,39.7,,-5.4
TDC,BREAKOUT,2019-01-14,43.98,2.3,-20.1,-40.0,-7.0,-32.6,-67.0,-21.9
TDG,BREAKOUT,2025-04-28,1356.97,9.3,-3.6,-14.9,-0.7,-24.6,-43.5,-6.7
TDOC,BREAKOUT,2018-01-01,37.5,4.4,68.9,31.8,9.0,67.3,37.8,-12.9
TDOC,BOTTOM,2019-09-02,62.32,28.4,118.1,218.2,22.3,117.3,200.9,0.0
TDOC,BREAKOUT,2019-10-28,78.36,29.8,116.2,150.7,24.2,122.8,142.0,-2.6
TDOC,BOTTOM,2023-08-28,22.87,-17.1,-34.4,-68.6,-19.2,-48.9,-95.3,-36.6
TDOC,BOTTOM,2025-03-17,8.41,-18.0,-5.5,-36.4,-23.6,-23.8,-52.7,-19.0
TDOC,BOTTOM,2025-07-28,6.94,24.4,-21.5,,14.3,-33.4,,-21.5
TDOC,BOTTOM,2025-11-03,7.53,-33.5,-3.7,,-36.7,-14.3,,-38.2
TDS,BREAKOUT,2018-08-06,23.67,18.5,17.9,-13.2,19.9,21.4,-18.2,-2.1
TDS,BOTTOM,2020-09-14,16.94,-9.1,14.4,1.3,-21.2,-4.3,-34.1,-15.9
TDS,BOTTOM,2021-02-22,15.12,44.9,13.3,0.3,34.1,-5.9,-16.3,0.0
TDS,BREAKOUT,2023-08-07,16.67,4.0,8.8,20.5,4.8,-4.6,-0.8,-4.1
TDS,BOTTOM,2023-11-06,17.34,4.5,14.9,83.1,-9.7,-4.2,45.5,-20.9
TDUP,BOTTOM,2023-06-12,2.51,27.5,-8.4,-28.3,26.2,-16.0,-53.1,-20.7
TDUP,BREAKOUT,2023-07-24,3.54,-20.9,-35.9,-41.0,-11.1,-43.4,-61.8,-43.8
TDUP,BOTTOM,2024-09-02,0.75,132.3,215.1,1448.7,119.5,207.8,1427.5,-26.2
TDW,BREAKOUT,2018-04-09,32.51,-5.9,3.4,-24.6,-11.8,-1.6,-36.1,-13.2
TDW,BOTTOM,2018-06-11,28.21,10.3,-22.3,-25.0,5.3,-16.7,-30.9,-22.3
TDW,BOTTOM,2020-12-28,8.64,50.5,43.4,24.0,43.0,26.6,-4.8,0.0
TDW,BREAKOUT,2022-01-24,15.51,28.7,42.0,178.9,35.2,48.1,185.6,-9.7
TDY,BREAKOUT,2019-04-08,251.79,10.4,27.9,30.2,6.3,24.8,32.4,-6.4
TDY,BREAKOUT,2022-03-21,471.58,-19.8,-25.5,-9.9,-6.4,-7.5,1.2,-25.7
TDY,BREAKOUT,2024-10-07,454.08,0.5,2.4,25.0,0.0,9.6,10.9,-3.9
TE,BOTTOM,2022-01-10,9.34,17.9,-15.2,14.8,23.4,1.3,27.6,-25.8
TE,BREAKOUT,2022-09-05,12.94,-15.1,-42.3,-52.2,-12.3,-38.1,-63.5,-42.3
TE,BOTTOM,2024-05-13,2.01,-39.3,4.5,-41.3,-44.3,-6.9,-55.0,-51.2
TE,BREAKOUT,2024-12-23,3.03,-57.1,-58.7,124.4,-50.8,-62.7,107.0,-66.0
TE,BOTTOM,2025-01-20,1.99,-36.7,-28.6,327.1,-27.5,-34.1,312.4,-48.2
TE,BOTTOM,2025-09-01,1.98,194.4,239.4,,188.2,234.9,,-6.1
TE,BREAKOUT,2025-10-06,3.64,90.7,28.8,,84.1,24.2,,-25.3
TEAM,BOTTOM,2023-07-10,178.97,5.2,32.4,1.4,8.8,25.5,-25.0,-2.7
TEAM,BREAKOUT,2024-11-18,260.58,9.8,-20.6,-43.9,8.7,-18.5,-55.9,-28.0
TECH,BREAKOUT,2019-04-29,49.68,0.4,2.7,11.4,0.4,-2.4,13.3,-8.4
TECH,BOTTOM,2024-04-08,65.93,16.0,10.2,-23.7,6.0,-4.0,-29.5,-6.9
TECH,BOTTOM,2025-09-08,51.03,14.3,-0.5,,10.3,-1.9,,-0.5
TECK,BREAKOUT,2020-11-30,17.5,13.6,31.8,37.8,9.5,16.7,13.5,-6.7
TECK,BREAKOUT,2023-02-13,42.17,-2.6,-10.1,-10.6,-5.8,-18.1,-35.1,-21.5
TECK,BREAKOUT,2024-04-01,45.64,8.1,12.2,-34.9,0.8,1.0,-33.6,-6.8
TECK,BREAKOUT,2025-12-01,44.93,12.1,37.1,,13.8,28.9,,-4.2
TECX,BOTTOM,2020-03-16,163.8,62.2,17.2,-8.3,26.7,-28.5,-81.2,-3.7
TECX,BOTTOM,2022-09-19,8.16,11.8,44.1,123.5,7.2,35.7,104.7,-14.7
TECX,BOTTOM,2023-01-30,11.16,-24.7,62.4,37.6,-25.2,53.2,15.9,-31.2
TECX,BREAKOUT,2023-02-06,20.4,-62.4,-8.2,-22.4,-63.6,-18.3,-47.1,-62.4
TECX,BOTTOM,2024-07-01,15.75,109.7,208.1,35.5,106.0,200.6,21.3,0.0
TECX,BOTTOM,2025-03-03,23.18,-0.5,-27.5,54.7,-4.9,-40.6,36.6,-32.6
TECX,BOTTOM,2025-09-29,15.24,37.2,100.3,,34.8,101.7,,0.0
TECX,BREAKOUT,2026-03-02,35.87,-19.2,,,-29.1,,,-22.2
TEM,BREAKOUT,2025-09-29,91.66,-32.0,-48.3,,-34.4,-46.9,,-53.5
TEM,BOTTOM,2025-11-10,68.48,-24.1,-35.8,,-25.9,-46.5,,-37.8
TEN,BOTTOM,2018-06-18,14.45,-9.6,-26.7,-16.4,-16.4,-15.2,-25.5,-26.7
TEN,BOTTOM,2019-05-20,12.24,-6.4,13.1,-13.6,-7.6,2.1,-20.2,-9.9
TEN,BREAKOUT,2019-10-07,14.75,15.7,-24.0,-55.0,5.2,-18.9,-74.3,-53.1
TEN,BOTTOM,2020-06-15,9.47,-23.7,-21.9,-28.2,-31.3,-42.5,-64.6,-37.2
TEN,BOTTOM,2020-12-14,7.39,19.0,-8.0,-16.4,13.1,-21.1,-42.6,-9.8
TEN,BOTTOM,2021-04-26,7.68,-13.0,1.2,31.9,-18.4,-9.5,31.9,-21.7
TEN,BREAKOUT,2021-09-27,9.76,-37.6,-20.4,33.0,-47.4,-25.4,49.5,-38.2
TEN,BOTTOM,2022-01-03,6.87,30.6,13.2,96.2,34.3,29.2,111.5,-11.5
TEN,BREAKOUT,2022-04-11,10.22,-20.0,46.5,53.6,-8.4,64.1,57.8,-27.2
TEN,BOTTOM,2023-06-05,14.98,16.0,16.8,84.9,11.9,9.0,58.9,0.0
TEN,BREAKOUT,2023-12-18,21.63,7.3,18.4,-27.5,-3.0,2.7,-54.0,-7.3
TENB,BOTTOM,2020-01-20,27.0,-10.3,11.0,98.8,3.2,12.4,80.1,-32.3
TENB,BREAKOUT,2021-11-01,55.7,-9.1,-13.0,-35.9,-5.2,-1.4,-17.4,-18.4
TENB,BOTTOM,2023-02-06,44.7,-15.6,1.7,16.1,-16.8,-8.3,-8.6,-19.3
TENB,BREAKOUT,2026-06-29,38.6,,,,,,,0.0
TENX,BOTTOM,2018-06-25,10096.0,-16.6,-81.1,-78.1,-24.3,-73.4,-88.3,-81.1
TENX,BOTTOM,2021-05-10,3296.0,-23.8,-29.6,-72.4,-31.2,-42.5,-70.1,-34.5
TENX,BOTTOM,2024-11-25,5.36,11.4,12.9,75.9,12.4,14.4,61.1,-0.7
TEO,BOTTOM,2020-04-13,5.9,19.0,-6.3,-33.2,6.3,-28.5,-81.1,-13.8
TEO,BREAKOUT,2022-03-21,4.98,-14.1,-23.1,-16.0,-0.6,-5.0,-4.9,-27.2
TEO,BOTTOM,2022-05-16,4.44,-6.3,-15.0,5.7,-15.1,-17.5,-3.5,-19.0
TEO,BREAKOUT,2023-01-23,6.01,-20.8,4.8,29.4,-23.8,-8.7,7.5,-33.0
TEO,BOTTOM,2023-02-27,4.73,7.8,18.0,52.2,1.5,5.5,23.4,-14.8
TER,BREAKOUT,2021-11-01,141.55,-20.9,-26.4,-41.0,-17.0,-14.8,-22.6,-26.8
TER,BOTTOM,2022-04-18,107.35,-7.9,-29.1,-9.9,-1.0,-17.7,-8.3,-34.5
TER,BOTTOM,2023-03-06,100.02,3.8,-1.4,5.2,-8.0,-17.7,-29.4,-10.2
TER,BREAKOUT,2024-04-29,119.47,-2.5,-11.4,-36.7,-7.1,-23.8,-49.0,-11.4
TER,BREAKOUT,2025-09-29,145.41,42.6,112.8,,40.2,114.3,,-9.3
TEVA,BOTTOM,2018-03-12,18.37,29.3,24.4,-10.1,27.8,17.8,-14.7,-8.1
TEVA,BOTTOM,2020-02-17,13.19,-9.3,-25.0,-16.3,1.6,-27.9,-35.4,-44.9
TEVA,BOTTOM,2022-10-31,8.47,27.0,3.5,6.1,17.0,-7.0,-11.2,-2.1
TEVA,BREAKOUT,2025-11-03,23.97,44.7,49.1,,41.5,38.5,,0.0
TEX,BREAKOUT,2025-10-20,55.88,6.1,11.7,,4.0,5.7,,-22.9
TFC,BOTTOM,2020-12-14,35.57,28.6,16.9,28.4,22.8,3.8,2.2,0.0
TFC,BREAKOUT,2021-02-08,42.21,15.0,7.9,21.4,8.6,-6.4,7.7,-1.5
TFC,BOTTOM,2023-02-27,38.89,-29.3,-30.8,-18.4,-35.6,-43.2,-47.3,-39.8
TFC,BREAKOUT,2025-08-25,45.34,0.5,7.6,,-5.8,0.7,,-9.6
TFII,BREAKOUT,2018-01-01,23.65,-3.4,15.8,-2.1,1.2,14.3,3.9,-12.4
TFII,BOTTOM,2025-10-06,85.86,28.2,42.1,,21.6,37.5,,-1.0
TFIN,BOTTOM,2019-08-26,29.99,19.6,12.9,-2.2,11.6,10.7,-24.4,-0.9
TFIN,BOTTOM,2020-09-14,28.8,75.4,186.6,192.3,63.3,168.0,157.0,0.0
TFIN,BREAKOUT,2020-10-12,42.41,38.8,127.5,153.5,30.2,106.4,123.3,-2.0
TFIN,BOTTOM,2025-09-15,56.5,9.9,-0.5,,7.0,1.2,,-16.9
TFSL,BREAKOUT,2018-05-28,8.88,-2.8,4.1,13.2,-9.4,2.5,10.7,-7.2
TFSL,BREAKOUT,2021-03-01,13.73,8.2,-3.7,-13.6,-2.3,-22.5,-27.8,-5.9
TFSL,BREAKOUT,2023-07-31,11.56,-12.6,-6.5,-4.9,-10.2,-18.0,-25.9,-24.0
TFSL,BREAKOUT,2024-11-11,12.35,-2.7,-1.6,4.5,-7.2,-3.7,-11.6,-14.3
TFX,BREAKOUT,2019-02-11,273.07,3.8,29.8,35.8,0.3,24.7,11.8,-3.0
TFX,BOTTOM,2022-05-09,269.74,-7.6,-21.1,-9.9,-14.4,-21.1,-14.0,-30.2
TFX,BOTTOM,2025-11-24,113.8,6.7,13.0,,6.0,1.7,,-10.0
TFX,BREAKOUT,2026-04-20,136.21,,,,,,,-10.8
TGB,BOTTOM,2019-07-01,0.52,-23.1,0.0,-3.8,-22.2,-9.1,-10.5,-23.1
TGB,BREAKOUT,2020-07-20,0.77,48.1,67.5,124.7,39.9,47.2,85.5,-15.6
TGB,BOTTOM,2022-10-10,1.08,70.4,62.0,7.4,58.4,45.7,-15.1,0.0
TGB,BOTTOM,2023-02-20,1.59,-22.0,-15.1,-5.7,-28.4,-26.9,-35.7,-22.0
TGB,BOTTOM,2023-10-16,1.11,20.7,121.6,115.3,5.7,103.2,74.6,-0.9
TGB,BREAKOUT,2024-03-11,1.91,21.5,9.4,22.0,15.0,-1.2,10.5,-1.0
TGB,BREAKOUT,2025-06-02,3.06,8.8,73.2,117.3,0.5,58.1,92.8,-8.5
TGB,BOTTOM,2026-04-20,7.2,,,,,,,-10.4
TGLS,BOTTOM,2018-02-19,7.37,3.4,10.0,1.6,3.9,4.4,-2.0,-4.3
TGLS,BOTTOM,2023-08-21,33.08,4.6,34.9,83.7,0.7,18.6,54.2,-4.2
TGLS,BREAKOUT,2024-04-01,53.06,-5.3,29.6,21.0,-12.6,18.4,22.3,-20.9
TGS,BOTTOM,2018-11-26,13.86,-7.1,-5.5,-56.5,-9.4,-6.4,-72.8,-28.3
TGS,BOTTOM,2019-03-11,13.15,12.5,-41.2,-63.6,9.7,-48.8,-60.8,-43.0
TGS,BREAKOUT,2019-07-08,16.24,-48.5,-56.7,-64.8,-47.5,-66.1,-72.5,-62.9
TGS,BOTTOM,2020-10-26,4.82,4.1,-5.8,10.2,-9.7,-34.6,-32.5,-8.7
TGT,BREAKOUT,2018-01-08,60.26,-6.1,2.9,-6.3,-1.9,1.5,-1.3,-10.9
TGT,BREAKOUT,2020-08-03,111.44,23.2,44.7,100.6,18.1,27.8,66.3,0.0
TGT,BOTTOM,2023-04-24,140.26,-13.8,-31.0,7.9,-24.1,-30.4,-16.0,-32.4
TGT,BREAKOUT,2024-03-04,155.96,-13.4,-9.5,-30.1,-18.1,-15.8,-44.1,-19.6
TGTX,BREAKOUT,2018-02-19,14.05,-2.8,-11.0,-66.0,-2.3,-16.6,-69.6,-21.7
TGTX,BOTTOM,2018-06-11,13.7,-21.5,-65.3,-47.0,-26.5,-59.7,-52.9,-65.3
TGTX,BOTTOM,2019-08-05,7.19,13.6,112.0,192.1,7.2,97.0,175.1,-27.7
TGTX,BOTTOM,2022-12-19,8.12,81.0,190.6,109.4,77.3,176.7,83.8,0.0
TGTX,BREAKOUT,2026-05-04,42.86,,,,,,,-11.5
TH,BOTTOM,2021-03-22,2.33,78.5,68.7,145.9,70.5,55.8,130.1,-6.9
TH,BREAKOUT,2021-04-05,3.12,17.1,26.4,69.6,10.9,19.3,59.4,-11.4
TH,BOTTOM,2021-12-13,3.29,73.3,85.1,398.8,76.3,105.0,414.1,-9.4
TH,BOTTOM,2024-09-09,9.81,-11.6,-41.9,-10.0,-19.5,-42.7,-28.4,-42.8
TH,BOTTOM,2025-09-22,8.88,-4.5,8.2,,-9.1,11.9,,-29.2
TH,BREAKOUT,2026-03-09,9.31,97.6,,,85.3,,,-3.0
