ticker,bottom_date,breakout_date,weeks_to_breakout,head_start_pct,bottom_fwd26w,breakout_fwd26w
OVV,2017-12-11,2017-12-25,2.0,20.0,9.6,-1.9
OXY,2025-12-08,2026-02-16,10.0,26.2,39.0,
P,2020-01-06,2020-11-30,47.0,11.9,-7.8,-11.0
P,2021-08-23,2021-11-22,13.0,24.1,8.4,-18.4
P,2022-12-19,2023-05-29,23.0,28.5,34.5,-3.2
PAGP,2021-07-19,2022-01-31,28.0,24.3,6.6,-8.5
PAGS,2023-06-26,2023-12-25,26.0,32.1,32.1,-6.3
PAR,2023-01-23,2023-08-21,30.0,16.8,-4.4,13.3
PARR,2020-06-01,2021-02-22,38.0,55.4,24.4,-7.5
PARR,2025-02-17,2025-06-16,17.0,78.4,99.7,35.5
PATH,2025-02-03,2025-10-06,35.0,22.1,-23.6,-45.0
PATK,2019-05-27,2020-02-10,37.0,51.3,21.4,6.2
PAY,2023-07-24,2023-08-07,2.0,34.7,49.1,12.2
PAYX,2020-06-15,2020-11-02,20.0,20.9,33.2,15.6
PBF,2021-04-12,2022-02-07,43.0,39.5,13.0,79.4
PCTY,2024-03-18,2024-10-28,32.0,12.0,-5.0,-2.3
PCVX,2021-09-20,2022-08-22,48.0,7.8,-7.1,50.0
PCVX,2022-02-07,2022-08-22,28.0,40.7,33.4,50.0
PEB,2020-12-28,2021-11-01,44.0,36.8,26.4,-8.6
PEGA,2023-03-20,2024-02-12,47.0,44.9,-5.2,5.2
PENG,2024-05-20,2024-07-08,7.0,40.7,-14.1,-28.5
PENG,2025-12-22,2026-04-20,17.0,51.3,206.9,
PENN,2025-10-06,2026-06-08,35.0,33.5,-6.1,
PFGC,2022-04-04,2022-11-14,32.0,18.1,-9.0,-1.8
PGC,2020-06-15,2021-02-22,36.0,53.4,25.2,23.0
PGC,2025-09-08,2026-02-02,21.0,20.5,14.3,
PHAT,2023-12-11,2024-08-26,37.0,89.4,30.2,-66.6
PHG,2023-05-29,2023-07-10,6.0,16.7,5.5,5.2
PHR,2024-09-30,2025-08-25,47.0,42.7,9.6,-61.1
PHR,2025-04-14,2025-08-25,19.0,32.1,-7.0,-61.1
PHVS,2022-04-11,2022-06-06,8.0,22.0,-73.8,-59.9
PI,2018-10-15,2019-04-29,28.0,48.0,-1.0,16.6
PKX,2020-01-20,2020-11-09,42.0,6.7,-20.2,59.8
PLAB,2018-06-04,2018-08-20,11.0,27.1,6.6,-3.2
PLAB,2025-01-13,2025-12-08,47.0,47.8,-21.8,-12.5
PLSE,2020-01-20,2020-10-05,37.0,10.1,-22.7,39.4
PLSE,2024-01-22,2024-07-08,24.0,118.1,100.4,-0.6
PLSE,2025-03-10,2026-02-09,48.0,36.1,-14.1,
PLTR,2023-04-17,2023-05-15,4.0,43.2,96.9,75.0
PLUS,2020-03-09,2020-11-30,38.0,46.3,20.8,3.9
PNRG,2021-06-21,2021-10-25,18.0,50.1,45.1,13.2
POWL,2022-01-03,2022-12-05,48.0,27.7,-19.8,77.3
PPG,2020-06-15,2020-10-05,16.0,31.6,41.4,11.6
PPTA,2023-02-27,2023-04-03,5.0,33.0,-10.2,-23.8
PRAA,2017-09-11,2018-03-05,25.0,38.5,33.5,-7.4
PRCH,2024-07-29,2024-12-02,18.0,193.1,136.7,97.1
PRG,2023-03-27,2023-04-24,4.0,27.1,39.6,-10.4
PRGS,2019-01-28,2019-03-25,8.0,22.6,16.0,-11.5
PRIM,2020-06-15,2020-11-16,22.0,39.4,60.6,32.9
PRLB,2020-03-09,2020-05-18,10.0,69.7,103.3,8.2
PSIX,2017-12-11,2018-07-09,30.0,45.6,25.3,-23.8
PTC,2020-03-23,2020-08-24,22.0,54.5,38.4,50.2
PTCT,2022-12-05,2023-04-17,19.0,44.5,12.7,-57.9
PTEN,2025-06-23,2026-02-02,32.0,50.6,1.8,
PTEN,2025-12-22,2026-02-02,6.0,48.0,67.4,
PTGX,2019-06-10,2020-05-11,48.0,39.1,-37.1,37.1
PTGX,2023-08-07,2024-02-26,29.0,70.0,41.1,33.4
PTON,2024-09-30,2024-10-28,4.0,54.3,7.0,-5.9
PUK,2020-09-14,2021-01-04,16.0,29.7,41.2,-0.9
PUMP,2018-12-24,2019-02-25,9.0,69.6,69.7,-48.5
PUMP,2021-05-24,2022-02-28,40.0,39.6,-17.1,-35.3
PUMP,2024-06-24,2024-12-30,27.0,13.8,4.3,-36.1
PVH,2020-10-19,2021-01-04,11.0,60.1,68.5,3.9
PVH,2025-10-06,2026-04-06,26.0,18.7,18.8,
PVLA,2019-09-02,2019-09-16,2.0,29.4,-34.8,-65.6
QBTS,2023-12-04,2024-11-18,50.0,179.0,10.5,541.6
QBTS,2024-04-15,2024-11-18,31.0,84.3,-26.4,541.6
QCOM,2023-03-06,2023-12-04,39.0,17.8,-6.6,56.8
QCOM,2023-10-09,2023-12-04,8.0,23.1,59.4,56.8
QFIN,2020-10-12,2021-01-18,14.0,33.0,97.7,62.4
QMCO,2025-12-22,2026-06-01,23.0,82.5,67.4,
QNST,2023-09-04,2024-03-11,27.0,75.6,61.2,16.5
QNST,2024-01-29,2024-03-11,6.0,30.0,47.8,16.5
QS,2024-10-07,2025-07-07,39.0,64.2,-32.9,15.0
QUBT,2024-04-22,2024-10-28,27.0,50.7,44.9,608.8
QUIK,2021-06-14,2022-05-30,50.0,19.2,-21.9,-20.2
QUIK,2022-11-14,2023-06-26,32.0,45.9,-7.5,50.8
QXO,2019-05-06,2019-12-30,34.0,72.3,25.5,-48.0
QXO,2020-02-10,2020-08-03,25.0,58.4,21.8,19.4
QXO,2020-07-20,2020-08-03,2.0,92.0,105.1,19.4
QXO,2025-03-31,2026-01-05,40.0,78.6,44.5,-40.0
R,2019-12-09,2020-11-09,48.0,12.2,-25.9,55.4
RARE,2023-04-24,2024-02-26,44.0,22.9,-24.9,5.8
RBC,2020-03-16,2020-12-14,39.0,115.5,47.3,5.3
RBC,2020-06-15,2020-12-14,26.0,36.4,36.4,5.3
RCAT,2023-07-24,2024-04-22,39.0,36.3,-35.8,93.5
RCUS,2020-01-27,2020-02-17,3.0,97.3,124.1,41.9
RCUS,2021-05-03,2021-11-15,28.0,56.2,14.6,-60.2
RCUS,2021-10-25,2021-11-15,3.0,42.2,-27.6,-60.2
RCUS,2026-01-05,2026-06-22,24.0,47.5,37.6,
RDDT,2025-05-12,2025-08-11,13.0,117.7,70.7,-43.3
RDNT,2022-10-24,2023-02-27,18.0,31.0,44.5,29.9
RDVT,2020-04-20,2020-11-30,32.0,47.7,28.3,-15.8
RDW,2023-05-01,2024-03-18,46.0,53.4,-0.3,48.0
RDW,2026-03-23,2026-05-25,9.0,201.1,,
REAL,2020-09-21,2020-12-14,12.0,25.7,45.2,1.9
REPL,2019-10-07,2020-01-06,13.0,43.0,1.6,24.6
REPX,2022-05-30,2023-01-09,32.0,24.9,11.0,2.1
REPX,2022-08-22,2023-01-09,20.0,35.2,18.4,2.1
REPX,2024-06-03,2024-11-04,22.0,29.9,23.9,-18.9
RES,2021-04-12,2022-02-07,43.0,54.9,11.0,-0.2
REX,2020-10-19,2020-11-30,6.0,28.1,4.6,-4.3
RFIL,2024-06-03,2024-07-08,5.0,34.4,32.8,-11.8
RGTI,2023-12-11,2024-11-25,50.0,185.0,-7.9,297.0
RH,2019-04-01,2019-09-09,23.0,65.7,62.6,-29.1
RH,2024-04-29,2024-10-14,24.0,28.9,17.3,-54.5
RHI,2023-01-23,2023-12-11,46.0,4.7,-11.3,-24.4
RIG,2022-06-13,2023-01-09,30.0,60.8,21.6,38.0
RIGL,2019-08-05,2020-01-13,23.0,34.6,7.5,12.5
RIGL,2024-04-08,2024-09-23,24.0,36.8,28.6,8.9
RIGL,2024-12-16,2025-08-04,33.0,85.5,10.8,7.7
RIGL,2025-06-09,2025-08-04,8.0,54.5,98.7,7.7
RIOT,2025-11-10,2026-05-04,25.0,72.6,68.4,
RIVN,2025-06-23,2025-11-24,22.0,24.0,53.7,-3.3
RJF,2020-06-15,2021-01-04,29.0,40.5,28.8,30.2
RKLB,2023-08-21,2024-08-12,51.0,13.3,-24.4,327.1
RLMD,2017-11-06,2018-04-09,22.0,55.0,87.5,-11.3
RLMD,2018-10-08,2019-03-04,21.0,59.1,54.5,54.3
RLMD,2019-02-25,2019-03-04,1.0,28.7,87.5,54.3
RMAX,2025-10-20,2026-04-27,27.0,22.2,-9.4,
RNST,2020-06-15,2021-01-04,29.0,52.9,39.1,7.5
RNST,2023-08-28,2024-07-15,46.0,29.6,10.8,3.0
ROAD,2022-10-31,2023-06-12,32.0,8.7,-7.9,31.8
ROG,2019-12-02,2020-11-09,49.0,6.7,-7.6,34.3
ROKU,2019-10-14,2020-08-24,45.0,33.0,-2.4,128.8
ROOT,2024-07-22,2024-11-11,16.0,31.0,22.8,52.7
RUM,2024-05-20,2024-12-02,28.0,19.5,-7.8,9.5
RUN,2023-08-21,2024-08-19,52.0,54.6,-14.5,-60.8
RVT,2023-03-06,2023-12-18,41.0,17.0,4.1,2.1
RWT,2023-03-06,2023-08-28,25.0,26.8,17.9,-22.0
RYAAY,2020-06-15,2020-11-09,21.0,45.0,53.6,12.7
RYTM,2019-11-11,2020-08-24,41.0,23.5,-15.2,-3.9
RYTM,2023-11-06,2023-11-20,2.0,21.7,37.5,6.1
RYZ,2020-02-10,2020-11-30,42.0,30.3,-28.5,35.2
RYZ,2020-09-14,2020-11-30,11.0,85.7,165.7,35.2
S,2023-07-03,2023-12-04,22.0,67.9,65.6,-28.4
S,2023-09-18,2023-12-04,11.0,51.9,44.2,-28.4
SA,2023-07-31,2024-04-01,35.0,34.2,-12.2,3.6
SAIA,2022-12-19,2023-02-27,10.0,37.9,45.9,48.3
SAM,2025-12-29,2026-04-06,14.0,28.7,-8.1,
SANM,2020-06-15,2021-01-04,29.0,39.5,30.1,10.3
SBET,2018-01-15,2018-07-16,26.0,53.5,53.5,-38.8
SBET,2019-10-14,2020-06-15,35.0,42.3,-23.8,-28.1
SBGI,2018-06-04,2019-02-25,38.0,25.1,4.4,23.0
SBGI,2024-02-26,2024-09-30,31.0,21.1,1.3,-14.6
SBH,2024-06-10,2024-11-25,24.0,34.2,20.1,-37.5
SBLK,2020-11-09,2021-01-04,8.0,58.1,203.7,88.3
SBLK,2023-04-03,2024-02-19,46.0,21.4,-0.1,-6.7
SBRA,2022-05-02,2022-08-08,14.0,28.2,8.2,-15.2
SBS,2022-05-09,2022-10-03,21.0,22.6,19.2,-9.1
SCHL,2020-06-15,2021-05-10,47.0,13.6,-18.2,16.9
SCI,2020-09-14,2021-02-01,20.0,31.6,23.7,22.8
SCL,2025-09-01,2026-02-02,22.0,26.2,-2.7,
SCSC,2023-03-06,2023-12-04,39.0,24.4,3.6,25.8
SCSC,2025-10-06,2026-05-04,30.0,13.5,-5.8,
SDRL,2025-12-15,2026-01-19,5.0,22.5,22.1,
SEDG,2021-08-23,2021-11-08,11.0,24.4,-4.6,-35.9
SEDG,2025-03-24,2025-08-11,20.0,89.7,148.9,18.2
SFM,2019-12-09,2020-05-04,21.0,28.3,17.3,-19.3
SG,2023-12-11,2024-02-26,11.0,51.6,192.3,93.2
SGHC,2024-06-24,2024-07-22,4.0,21.3,99.5,113.4
SGMT,2025-02-10,2025-06-09,17.0,94.6,80.5,-24.7
SHEN,2025-08-18,2026-03-02,28.0,17.1,3.2,
SHLS,2025-05-26,2025-08-18,12.0,37.3,77.8,63.7
SHLS,2025-12-01,2026-05-25,25.0,55.0,34.6,
SHOE,2023-03-06,2023-12-11,40.0,15.8,-16.7,25.6
SHOP,2024-07-01,2024-11-11,19.0,60.4,61.5,2.1
SIBN,2022-08-15,2023-04-17,35.0,21.1,-7.0,-23.0
SIMO,2023-04-17,2024-02-26,45.0,15.7,-13.2,-10.6
SIRI,2025-10-13,2026-03-30,24.0,14.1,22.2,
SITE,2023-03-06,2024-03-04,52.0,34.3,19.2,-25.5
SKY,2017-10-09,2018-01-01,12.0,73.6,135.4,83.7
SLAB,2024-04-08,2025-02-10,44.0,18.4,-8.6,-12.6
SLAB,2025-03-24,2026-02-02,45.0,82.7,15.6,
SLDB,2025-10-13,2026-03-09,21.0,24.3,46.8,
SLM,2020-03-23,2020-12-07,37.0,65.9,7.8,71.0
SLP,2022-06-13,2022-07-18,5.0,41.0,-11.4,-34.2
SLP,2023-06-19,2024-05-13,47.0,12.8,0.3,-43.4
SLS,2020-08-10,2020-12-07,17.0,186.6,223.3,36.6
SMBC,2023-11-06,2023-12-11,5.0,23.3,0.9,-20.6
SMCI,2019-07-15,2019-12-16,22.0,29.5,50.9,31.1
SMG,2023-03-20,2024-03-18,52.0,14.4,-22.6,2.7
SMMT,2019-04-01,2020-03-09,49.0,15.0,-10.0,41.7
SMMT,2019-09-23,2020-03-09,24.0,50.3,59.5,41.7
SMPL,2020-11-30,2020-12-21,3.0,29.1,47.7,20.0
SMR,2024-04-22,2024-05-27,5.0,44.1,203.8,239.6
SNDA,2023-08-28,2024-02-19,25.0,42.0,36.5,126.6
SNDA,2024-01-08,2024-02-19,6.0,32.6,241.0,126.6
SNDA,2025-07-28,2025-09-22,8.0,15.4,33.2,14.6
SNDX,2021-10-18,2022-08-01,41.0,25.9,-13.4,17.1
SOFI,2023-04-17,2023-06-05,7.0,37.7,24.1,-0.6
SONY,2023-03-06,2024-01-08,44.0,18.5,-0.3,-3.4
SOUN,2024-04-15,2024-11-25,32.0,162.3,54.9,8.6
SOUN,2024-08-12,2024-11-25,15.0,87.3,120.6,8.6
SPIR,2024-01-29,2024-02-05,1.0,48.7,71.4,1.1
SPRY,2025-01-27,2025-06-23,21.0,39.8,32.0,-37.5
SRPT,2019-08-19,2020-06-08,42.0,69.7,32.4,5.3
SRRK,2023-02-27,2023-11-27,39.0,49.4,-30.1,-30.2
SRRK,2024-01-29,2024-10-07,36.0,76.0,-42.2,5.6
SRRK,2025-05-12,2025-12-08,30.0,53.4,22.5,-5.7
SRTA,2024-04-15,2024-11-25,32.0,39.8,10.9,-26.4
STAA,2019-12-30,2020-01-13,2.0,23.3,79.2,33.7
STAA,2025-09-15,2026-05-11,34.0,17.7,-35.7,
STE,2020-03-30,2020-09-14,24.0,27.4,25.1,6.9
STI,2025-10-06,2026-06-01,34.0,550.6,29.7,
STLA,2019-04-15,2019-10-28,28.0,10.8,-7.0,-46.4
STM,2025-09-08,2026-02-09,22.0,30.6,27.7,
STNE,2023-01-02,2023-04-24,16.0,32.7,21.7,-22.1
STNG,2019-01-21,2019-06-24,22.0,45.9,39.9,29.0
STNG,2021-09-06,2022-04-25,33.0,55.7,13.8,90.6
STOK,2023-07-24,2024-03-25,35.0,113.3,-22.3,-9.3
STRO,2025-10-06,2026-02-16,19.0,130.3,223.3,
STRT,2023-10-16,2023-12-18,9.0,25.2,-2.4,-14.1
STTK,2023-04-17,2023-12-11,34.0,125.6,-52.2,-6.4
STX,2020-07-13,2020-11-30,20.0,34.6,28.4,58.9
SUZ,2020-09-21,2020-12-14,12.0,28.9,46.4,1.2
SVC,2022-12-05,2023-01-23,7.0,13.0,19.1,1.5
SW,2023-04-17,2024-03-04,46.0,20.7,-11.4,7.6
SWK,2020-06-15,2020-10-05,16.0,32.5,36.6,15.2
SWK,2025-04-14,2026-02-02,42.0,62.0,21.5,
SWKS,2025-12-01,2026-05-18,24.0,20.3,8.3,
SXC,2017-09-11,2017-12-18,14.0,44.1,37.8,11.1
SYBT,2023-08-28,2024-07-08,45.0,14.5,-1.8,29.4
SYF,2022-12-12,2023-12-11,52.0,15.2,0.5,13.7
SYM,2022-10-24,2023-03-20,21.0,71.0,109.5,43.3
SYNA,2019-09-09,2019-10-28,7.0,15.3,53.6,40.0
SYNA,2025-03-03,2026-01-12,45.0,35.5,4.1,25.3
SYNA,2025-10-20,2026-01-12,12.0,27.8,31.8,25.3
SYRE,2024-12-16,2025-11-24,49.0,25.7,-37.1,145.0
TAL,2022-07-11,2022-08-22,6.0,49.8,116.0,18.0
TALO,2021-04-19,2021-05-31,6.0,45.1,13.7,-38.6
TALO,2025-10-27,2025-11-24,4.0,16.8,58.6,28.0
TARS,2022-10-03,2023-07-17,41.0,47.7,-24.6,-4.6
TATT,2020-01-20,2020-09-21,35.0,12.1,-27.2,-6.2
TBBK,2019-06-03,2019-10-21,20.0,24.7,30.9,-45.9
TBLA,2025-01-13,2025-11-24,45.0,14.0,-1.1,19.6
TCBK,2023-11-27,2024-07-15,33.0,23.7,4.7,-2.3
TCOM,2022-09-26,2022-11-28,9.0,18.1,37.9,6.7
TDAY,2025-10-20,2025-12-01,6.0,46.2,93.4,47.9
TDOC,2019-09-02,2019-10-28,8.0,25.7,118.1,116.2
TDUP,2023-06-12,2023-07-24,6.0,41.0,-8.4,-35.9
TE,2022-01-10,2022-09-05,34.0,38.5,-15.2,-42.3
TE,2024-05-13,2024-12-23,32.0,50.7,4.5,-58.7
TE,2025-01-20,2025-10-06,37.0,82.9,-28.6,28.8
TE,2025-09-01,2025-10-06,5.0,83.8,239.4,28.8
TECX,2022-09-19,2023-02-06,20.0,150.0,44.1,-8.2
TECX,2023-01-30,2023-02-06,1.0,82.8,62.4,-8.2
TECX,2025-03-03,2026-03-02,52.0,54.7,-27.5,
TECX,2025-09-29,2026-03-02,22.0,135.4,100.3,
TEN,2019-05-20,2019-10-07,20.0,20.5,13.1,-24.0
TEN,2020-12-14,2021-09-27,41.0,32.1,-8.0,-20.4
TEN,2021-04-26,2021-09-27,22.0,27.1,1.2,-20.4
TEN,2022-01-03,2022-04-11,14.0,48.8,13.2,46.5
TEN,2023-06-05,2023-12-18,28.0,44.4,16.8,18.4
TEO,2022-05-16,2023-01-23,36.0,35.4,-15.0,4.8
TFC,2020-12-14,2021-02-08,8.0,18.7,16.9,7.9
TFIN,2020-09-14,2020-10-12,4.0,47.3,186.6,127.5
TFX,2025-11-24,2026-04-20,21.0,19.7,13.0,
TGB,2023-10-16,2024-03-11,21.0,72.1,121.6,9.4
TGLS,2023-08-21,2024-04-01,32.0,60.4,34.9,29.6
TGS,2018-11-26,2019-07-08,32.0,17.2,-5.5,-56.7
TGS,2019-03-11,2019-07-08,17.0,23.5,-41.2,-56.7
TGT,2023-04-24,2024-03-04,45.0,11.2,-31.0,-9.5
TH,2021-03-22,2021-04-05,2.0,33.9,68.7,26.4
TH,2025-09-22,2026-03-09,24.0,4.8,8.2,
THC,2020-09-14,2020-12-07,12.0,45.4,91.9,67.6
THFF,2023-11-20,2024-07-15,34.0,17.9,-0.1,9.1
THO,2019-05-20,2019-12-16,30.0,32.9,14.2,54.6
TILE,2023-03-06,2023-12-11,40.0,47.2,13.0,19.0
TJX,2020-06-15,2020-11-30,24.0,26.6,28.6,-0.8
TJX,2020-09-21,2020-11-30,10.0,25.3,24.7,-0.8
TLK,2024-10-28,2025-08-11,41.0,23.5,-8.4,4.2
TM,2023-02-27,2023-06-12,15.0,19.7,25.6,11.1
TM,2024-11-25,2025-08-18,38.0,20.3,13.9,19.0
TME,2022-09-26,2022-11-28,9.0,82.2,103.9,1.6
TMHC,2019-01-28,2019-07-08,23.0,13.8,20.4,8.6
TMP,2024-03-04,2024-07-22,20.0,28.7,16.4,7.2
TNK,2021-04-19,2022-04-04,50.0,25.8,2.4,66.3
TOI,2025-09-08,2026-06-01,38.0,59.7,-6.9,
TOST,2023-09-11,2024-05-06,34.0,33.3,17.0,39.7
TPG,2023-09-18,2023-11-13,8.0,17.2,54.0,25.5
TPL,2023-10-02,2024-06-10,36.0,28.1,1.6,62.5
TPR,2022-10-31,2023-01-02,9.0,27.5,21.9,5.2
TREE,2025-02-17,2025-08-11,25.0,53.9,68.4,-37.4
TRIP,2023-03-20,2024-02-12,47.0,45.0,-12.9,-48.4
TRIP,2025-03-17,2025-09-15,26.0,26.5,26.5,-50.3
TRLV,2020-01-13,2020-07-06,25.0,35.0,32.9,175.1
TRLV,2023-11-27,2024-10-21,47.0,140.4,76.2,-66.5
TRMD,2020-11-30,2021-02-15,11.0,21.5,22.3,-12.7
TRT,2024-06-17,2024-10-14,17.0,19.7,0.2,-31.3
TRUP,2023-12-04,2024-07-15,32.0,13.7,-3.7,44.6
TRVI,2024-05-20,2024-12-09,29.0,66.8,16.4,46.0
TRVI,2024-11-04,2024-12-09,5.0,43.3,126.8,46.0
TSEM,2020-08-24,2020-11-30,14.0,35.6,49.1,1.6
TSHA,2023-12-18,2024-06-03,24.0,142.3,81.6,-37.2
TSHA,2024-04-01,2024-06-03,9.0,47.4,-25.0,-37.2
TTEK,2020-06-15,2020-09-28,15.0,28.2,51.1,39.3
TTI,2022-08-08,2023-07-31,51.0,27.5,-4.1,-22.2
TTMI,2019-08-26,2019-12-02,14.0,29.5,21.9,-12.8
TTWO,2022-10-31,2023-05-15,28.0,26.6,14.7,12.3
TWLO,2023-03-20,2023-12-11,38.0,23.6,-3.6,-28.6
TWLO,2023-08-14,2023-12-11,17.0,28.1,-1.2,-28.6
TWLO,2024-03-25,2024-10-28,31.0,38.7,5.7,18.0
TWO,2023-09-18,2024-07-08,42.0,15.7,1.9,-13.0
TX,2020-02-24,2020-11-09,37.0,35.4,0.6,77.9
TYRA,2023-05-01,2024-02-05,40.0,48.3,9.3,9.0
UA,2018-03-19,2018-06-04,11.0,63.3,36.3,-1.5
UAA,2018-03-19,2018-06-04,11.0,54.1,30.4,-3.5
UAA,2024-02-19,2024-10-14,34.0,11.0,1.8,-37.7
UAL,2025-05-05,2025-12-15,32.0,47.5,26.1,3.8
UAMY,2020-07-27,2020-12-28,22.0,30.0,107.5,84.6
UAMY,2024-05-27,2024-08-12,11.0,47.2,111.1,258.5
UAN,2018-02-12,2018-10-01,33.0,32.4,11.3,-4.5
UBER,2025-01-20,2025-05-12,16.0,33.9,33.2,-0.2
UBSI,2018-01-08,2018-06-18,23.0,5.4,-2.0,-21.0
UCTT,2023-02-13,2024-01-29,50.0,13.2,-8.4,-10.4
UCTT,2025-12-22,2026-01-12,3.0,68.0,356.3,111.3
UEC,2017-09-25,2017-12-11,11.0,33.3,-5.1,-11.4
UEC,2025-02-03,2025-07-21,24.0,28.2,46.5,109.0
UFPT,2025-12-01,2026-02-02,9.0,23.1,3.1,
UGI,2020-12-28,2021-02-15,7.0,15.3,35.4,17.5
UGP,2022-05-23,2023-05-01,49.0,9.6,-17.2,33.5
UI,2020-04-20,2020-10-12,25.0,29.1,24.2,44.9
UI,2020-09-07,2020-10-12,5.0,29.6,119.7,44.9
ULCC,2024-04-08,2025-01-06,39.0,22.0,-14.1,-49.3
UNFI,2017-10-30,2017-12-04,5.0,26.1,14.8,-19.9
UNH,2025-12-22,2026-05-04,19.0,15.4,30.7,
UPST,2023-12-11,2024-10-07,43.0,5.6,-49.7,-17.1
URBN,2020-09-28,2020-11-16,7.0,33.7,60.2,11.5
URI,2019-06-03,2019-10-28,21.0,16.1,28.7,-15.9
USAR,2025-06-30,2025-09-29,13.0,161.4,42.5,-38.7
USPH,2020-11-30,2021-02-08,10.0,27.2,10.5,-19.0
UUUU,2020-01-13,2020-11-30,46.0,49.1,1.2,172.5
UUUU,2020-07-27,2020-11-30,18.0,50.9,122.2,172.5
VAC,2025-09-15,2026-05-25,36.0,15.2,-8.7,
VAC,2026-04-06,2026-05-25,7.0,26.2,,
VCTR,2020-03-16,2020-12-07,38.0,63.7,16.2,30.0
VCTR,2020-06-15,2020-12-07,25.0,42.8,41.3,30.0
VCTR,2020-08-24,2020-12-07,15.0,38.7,40.7,30.0
VCTR,2022-10-31,2023-02-13,15.0,18.1,6.5,1.5
VCYT,2017-11-20,2018-06-18,30.0,48.0,16.8,17.2
VCYT,2026-04-27,2026-06-01,5.0,47.3,,
VECO,2020-10-12,2020-12-14,9.0,50.0,69.1,24.6
VERA,2024-04-01,2024-11-25,34.0,32.6,8.8,-61.9
VIAV,2024-04-08,2024-12-09,35.0,30.8,8.9,-16.9
VICR,2023-01-23,2023-07-24,26.0,34.0,34.0,-60.3
VICR,2024-07-29,2024-11-04,14.0,56.9,36.3,-30.1
VICR,2024-12-16,2025-10-20,44.0,83.9,-10.4,202.4
VIR,2024-04-01,2025-01-06,40.0,29.6,-17.1,-53.3
VIR,2026-01-12,2026-02-23,6.0,50.0,55.6,
VIRT,2023-10-02,2023-12-11,10.0,20.2,22.4,16.0
VISN,2024-12-09,2025-06-23,28.0,42.9,1.2,122.7
VIST,2021-03-22,2021-05-31,10.0,53.4,66.4,27.1
VITL,2025-04-21,2025-08-04,15.0,36.2,15.0,-41.0
VIV,2023-04-24,2023-06-05,6.0,10.6,10.9,21.6
VLO,2019-05-27,2019-10-14,20.0,30.8,38.4,-42.0
VMI,2020-06-15,2020-11-02,20.0,38.4,55.7,71.3
VMI,2020-09-14,2020-11-02,7.0,23.0,92.6,71.3
VNET,2019-04-01,2020-01-13,41.0,37.4,-4.5,123.9
VNET,2019-10-14,2020-01-13,13.0,31.7,88.4,123.9
VNET,2023-10-02,2024-09-23,51.0,34.2,-40.3,108.3
VNET,2024-08-12,2024-09-23,6.0,121.2,544.7,108.3
VOD,2023-10-23,2024-05-13,29.0,12.2,-1.3,-5.8
VRDN,2022-02-28,2022-08-15,24.0,38.6,29.2,39.8
VRDN,2024-12-16,2025-11-03,46.0,44.2,-22.6,-39.5
VRNS,2021-06-14,2021-08-30,11.0,28.7,-16.1,-43.1
VSAT,2022-11-07,2023-05-22,28.0,33.0,5.0,-55.1
VSAT,2023-01-23,2023-05-22,17.0,32.3,-12.4,-55.1
VSAT,2025-02-17,2025-08-04,24.0,184.7,210.3,62.8
VSH,2019-04-29,2020-01-13,37.0,17.1,1.6,-31.8
VSTM,2023-07-03,2024-01-29,30.0,53.1,6.0,-79.5
VSXY,2024-02-19,2024-10-28,36.0,6.9,-20.6,-37.8
VTOL,2020-01-06,2020-09-07,35.0,30.4,-27.9,19.8
VTRS,2023-01-23,2024-01-01,49.0,5.7,-10.4,-12.0
VXX,2025-01-06,2025-03-31,12.0,51.4,-8.6,-55.6
VYX,2020-07-13,2020-12-21,23.0,106.7,91.7,27.5
W,2023-03-06,2023-07-10,18.0,114.1,119.2,-26.7
WAB,2020-09-14,2021-01-04,16.0,20.0,11.9,2.3
WAFD,2023-08-28,2024-07-15,46.0,26.4,0.1,-10.8
WAFD,2024-04-15,2024-07-15,13.0,24.5,31.8,-10.8
WAL,2020-06-15,2020-12-07,25.0,51.6,52.7,68.2
WASH,2024-01-29,2024-07-22,25.0,27.1,14.6,3.1
WATT,2025-09-15,2026-03-16,26.0,136.4,136.4,
WB,2024-06-17,2024-09-30,15.0,42.3,19.2,-26.2
WB,2024-12-16,2025-08-11,34.0,32.1,7.4,-13.3
WBD,2020-07-13,2021-01-04,25.0,61.7,71.6,-15.4
WBD,2025-01-13,2025-07-14,26.0,33.9,33.9,124.2
WBS,2020-06-15,2021-01-11,30.0,79.6,45.3,-5.7
WCC,2019-06-03,2019-12-23,29.0,21.3,12.9,-42.8
WD,2020-10-26,2020-11-09,2.0,27.4,78.0,28.0
WD,2023-03-06,2023-12-11,40.0,36.6,4.9,-8.8
WDAY,2020-03-23,2020-08-24,22.0,79.0,58.4,0.5
WDC,2019-04-29,2019-09-02,18.0,23.9,8.1,-10.6
WDC,2020-06-15,2021-02-15,35.0,55.2,19.8,-12.8
WDC,2023-07-17,2023-08-28,6.0,20.0,43.0,39.9
WDS,2021-12-27,2022-10-31,44.0,76.0,38.0,-4.5
WEST,2025-08-04,2026-05-04,39.0,18.0,-28.5,
WEST,2026-03-09,2026-05-04,8.0,93.7,,
WGO,2020-10-19,2021-01-25,14.0,43.1,60.7,4.4
WGO,2022-10-31,2023-01-30,13.0,19.5,3.9,-0.7
WGO,2025-10-06,2026-01-12,14.0,62.4,12.2,-34.3
WIX,2020-03-23,2020-05-04,6.0,50.5,133.6,79.0
